%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.249e+03	+1.276e+03	+5.348e+03	+0.196
0.200	+2.278e+03	+1.338e+03	+6.617e+03	+0.370
0.400	+2.721e+03	+1.127e+03	+5.139e+03	+0.293
0.600	+4.204e+03	-3.868e+02	+5.034e+03	-0.101
0.800	+4.638e+03	+1.996e+03	+4.524e+03	+0.301
1.000	+2.846e+03	+3.291e+03	+5.487e+03	+0.536
1.200	+1.138e+03	+4.147e+03	+7.892e+03	+0.785
1.400	+6.588e+02	+4.077e+03	+6.036e+03	+0.861
1.600	+4.040e+03	+2.623e+03	+5.698e+03	+0.394
1.800	+1.685e+03	+1.018e+03	+6.747e+03	+0.377
2.000	+3.038e+03	+2.150e+03	+6.761e+03	+0.414
2.200	+5.972e+03	+6.920e+02	+7.503e+03	+0.104
2.400	+4.735e+03	+1.148e+03	+6.039e+03	+0.195
2.600	+2.789e+03	+1.807e+03	+6.441e+03	+0.393
2.800	+1.849e+03	+3.545e+03	+6.649e+03	+0.657
3.000	+2.045e+03	+4.409e+03	+7.164e+03	+0.683
3.200	+8.238e+02	+2.138e+03	+5.161e+03	+0.722
3.400	+1.939e+03	+4.934e+03	+5.715e+03	+0.718
3.600	+1.420e+03	+4.153e+03	+4.688e+03	+0.745
3.800	+1.890e+03	+2.759e+03	+5.538e+03	+0.593
4.000	+1.884e+03	+4.776e+03	+6.672e+03	+0.717
4.200	+1.733e+03	+4.939e+03	+7.317e+03	+0.740
4.400	+6.953e+02	+5.558e+03	+6.538e+03	+0.889
4.600	+4.979e+03	+1.711e+03	+7.504e+03	+0.256
4.800	+3.903e+03	+1.616e+03	+4.969e+03	+0.293
5.000	+5.835e+03	+1.520e+03	+6.282e+03	+0.207
5.200	+3.191e+03	+6.623e+02	+7.224e+03	+0.172
5.400	+3.595e+03	+4.892e+02	+8.098e+03	+0.120
5.600	+4.026e+03	+4.329e+02	+7.070e+03	+0.097
5.800	+4.396e+03	+1.358e+03	+6.542e+03	+0.236
6.000	+6.252e+03	+3.035e+02	+7.703e+03	+0.046
6.200	+5.573e+03	+1.193e+03	+8.060e+03	+0.176
6.400	+3.199e+03	+1.034e+03	+6.041e+03	+0.244
6.600	+3.666e+03	-4.069e+01	+7.751e+03	-0.011
6.800	+2.157e+03	+6.604e+02	+7.522e+03	+0.234
7.000	+4.377e+03	+8.300e+02	+6.439e+03	+0.159
7.200	+2.855e+03	+4.022e+03	+6.165e+03	+0.585
7.400	+1.363e+02	+1.504e+03	+4.271e+03	+0.917
7.600	+1.253e+03	+2.971e+03	+7.464e+03	+0.703
7.800	+7.628e+02	+5.277e+03	+6.852e+03	+0.874
8.000	+3.592e+03	+1.183e+03	+6.797e+03	+0.248
8.200	+3.600e+03	+9.024e+02	+6.804e+03	+0.200
8.400	+2.536e+03	+1.372e+03	+5.889e+03	+0.351
8.600	+4.148e+03	+2.987e+03	+5.851e+03	+0.419
8.800	+4.178e+03	+2.036e+03	+5.646e+03	+0.328
9.000	+5.514e+03	+2.240e+03	+6.975e+03	+0.289
9.200	+4.622e+03	+8.236e+01	+5.730e+03	+0.018
9.400	+3.334e+03	+1.404e+03	+6.842e+03	+0.296
9.600	+2.903e+03	+1.980e+03	+6.990e+03	+0.405
9.800	+3.438e+03	+2.268e+03	+6.138e+03	+0.397
10.000	+1.836e+03	+5.474e+03	+6.272e+03	+0.749
10.200	+1.630e+03	+6.051e+03	+7.221e+03	+0.788
10.400	+3.588e+02	+4.062e+03	+5.530e+03	+0.919
10.600	+1.956e+03	+4.420e+03	+6.047e+03	+0.693
10.800	+3.951e+03	+2.001e+03	+6.822e+03	+0.336
11.000	+2.749e+03	+1.469e+03	+5.915e+03	+0.348
11.200	+4.527e+03	+1.660e+03	+6.523e+03	+0.268
11.400	+5.853e+03	+9.457e+02	+5.970e+03	+0.139
11.600	+3.267e+03	+1.365e+03	+6.292e+03	+0.295
11.800	+4.875e+03	+2.165e+03	+5.524e+03	+0.308
12.000	+1.799e+03	-1.962e+02	+6.086e+03	-0.122
12.200	+3.723e+03	+2.475e+03	+4.527e+03	+0.399
12.400	+2.872e+03	+2.243e+03	+7.033e+03	+0.439
12.600	+1.680e+03	+1.861e+03	+5.289e+03	+0.526
