%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.495e+03	+8.947e+02	+6.599e+03	+0.140
0.200	+4.923e+03	+9.990e+02	+5.118e+03	+0.169
0.400	+4.661e+03	-7.384e+02	+4.830e+03	-0.188
0.600	+3.509e+03	+1.713e+03	+4.809e+03	+0.328
0.800	+5.591e+03	+1.009e+03	+5.349e+03	+0.153
1.000	+4.914e+03	+1.367e+03	+4.642e+03	+0.218
1.200	+3.024e+03	-1.442e+02	+5.574e+03	-0.050
1.400	+5.020e+03	+4.145e+02	+6.111e+03	+0.076
1.600	+5.701e+03	-6.138e+02	+6.033e+03	-0.121
1.800	+4.696e+03	+1.255e+02	+5.908e+03	+0.026
2.000	+4.866e+03	+1.348e+03	+3.973e+03	+0.217
2.200	+3.417e+03	+1.129e+03	+5.018e+03	+0.248
2.400	+6.389e+03	+6.758e+02	+5.325e+03	+0.096
2.600	+4.441e+03	+1.045e+03	+6.492e+03	+0.191
2.800	+5.807e+03	-8.051e+01	+7.023e+03	-0.014
3.000	+5.413e+03	+2.420e+02	+5.506e+03	+0.043
3.200	+5.897e+03	-4.955e+02	+5.174e+03	-0.092
3.400	+5.917e+03	+3.853e+02	+7.006e+03	+0.061
3.600	+4.595e+03	+7.358e+02	+6.785e+03	+0.138
3.800	+3.611e+03	+4.671e+02	+4.890e+03	+0.115
4.000	+4.340e+03	+4.032e+02	+6.209e+03	+0.085
4.200	+5.721e+03	+5.573e+02	+6.125e+03	+0.089
4.400	+5.544e+03	+1.461e+03	+4.089e+03	+0.209
4.600	+4.466e+03	+9.616e+02	+4.305e+03	+0.177
4.800	+4.767e+03	+9.449e+02	+6.754e+03	+0.165
5.000	+4.799e+03	+1.112e+03	+4.880e+03	+0.188
5.200	+5.120e+03	+1.739e+02	+5.007e+03	+0.033
5.400	+5.086e+03	+4.628e+02	+5.295e+03	+0.083
5.600	+4.502e+03	+8.897e+02	+5.695e+03	+0.165
5.800	+5.190e+03	+1.241e+03	+6.687e+03	+0.193
6.000	+3.813e+03	-1.185e+02	+4.700e+03	-0.032
6.200	+6.534e+03	+1.193e+02	+5.689e+03	+0.018
6.400	+5.289e+03	+7.876e+02	+7.204e+03	+0.130
6.600	+4.287e+03	+1.256e+03	+6.906e+03	+0.227
6.800	+5.493e+03	+1.058e+02	+6.822e+03	+0.019
7.000	+4.636e+03	+1.532e+03	+6.011e+03	+0.248
7.200	+3.952e+03	+1.447e+03	+5.755e+03	+0.268
7.400	+4.583e+03	+7.365e+02	+5.545e+03	+0.138
7.600	+6.038e+03	+7.043e+02	+6.735e+03	+0.104
7.800	+4.054e+03	+3.388e+01	+6.095e+03	+0.008
8.000	+4.062e+03	+1.167e+03	+5.582e+03	+0.223
8.200	+3.857e+03	+7.928e+02	+5.878e+03	+0.171
8.400	+5.273e+03	+5.669e+02	+6.066e+03	+0.097
8.600	+3.343e+03	+1.007e+03	+5.372e+03	+0.231
8.800	+3.578e+03	+8.111e+02	+4.301e+03	+0.185
9.000	+4.788e+03	+6.104e+02	+7.729e+03	+0.113
9.200	+4.517e+03	-1.777e+02	+5.714e+03	-0.041
9.400	+5.308e+03	+5.472e+02	+5.699e+03	+0.093
9.600	+4.550e+03	+1.489e+02	+6.321e+03	+0.032
9.800	+3.754e+03	+3.688e+02	+6.105e+03	+0.089
10.000	+3.817e+03	+5.921e+02	+6.796e+03	+0.134
10.200	+3.745e+03	-1.491e+02	+6.588e+03	-0.041
10.400	+2.720e+03	+1.788e+02	+5.818e+03	+0.062
10.600	+5.229e+03	+1.260e+03	+6.515e+03	+0.194
10.800	+3.990e+03	+1.105e+03	+7.103e+03	+0.217
11.000	+5.468e+03	+2.541e+03	+5.826e+03	+0.317
11.200	+5.768e+03	+5.213e+02	+6.285e+03	+0.083
11.400	+4.504e+03	+3.033e+02	+6.821e+03	+0.063
11.600	+4.443e+03	+5.445e+02	+6.860e+03	+0.109
11.800	+5.212e+03	+1.539e+02	+6.350e+03	+0.029
12.000	+4.264e+03	+1.707e+03	+5.133e+03	+0.286
12.200	+4.750e+03	-2.132e+02	+4.705e+03	-0.047
12.400	+3.672e+03	+2.501e+02	+5.975e+03	+0.064
12.600	+4.221e+03	+6.893e+02	+6.971e+03	+0.140
12.800	+6.149e+03	+6.643e+02	+6.345e+03	+0.097
13.000	+4.896e+03	+6.279e+02	+5.476e+03	+0.114
13.200	+4.604e+03	+7.687e+02	+6.708e+03	+0.143
13.400	+4.238e+03	+2.231e+02	+4.731e+03	+0.050
13.600	+4.824e+03	+2.075e+02	+4.357e+03	+0.041
