%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+8.442e+02	+4.348e+03	+5.767e+03	+0.837
0.200	+1.053e+03	+3.285e+03	+4.550e+03	+0.757
0.400	+1.722e+03	+4.069e+03	+4.597e+03	+0.703
0.600	+2.044e+02	+4.760e+03	+5.424e+03	+0.959
0.800	+2.476e+03	+4.144e+03	+5.309e+03	+0.626
1.000	+1.230e+03	+4.862e+03	+4.811e+03	+0.798
1.200	+6.689e+02	+3.036e+03	+4.359e+03	+0.819
1.400	+1.642e+03	+3.194e+03	+4.182e+03	+0.661
1.600	+1.320e+03	+4.113e+03	+4.488e+03	+0.757
1.800	+2.021e+03	+2.250e+03	+6.358e+03	+0.527
2.000	+1.275e+03	+4.211e+03	+6.288e+03	+0.768
2.200	+1.281e+03	+3.464e+03	+5.597e+03	+0.730
2.400	+1.028e+03	+2.477e+03	+4.574e+03	+0.707
2.600	+1.102e+03	+3.493e+03	+5.335e+03	+0.760
2.800	+1.035e+03	+2.551e+03	+5.097e+03	+0.711
3.000	+1.511e+03	+4.195e+03	+4.506e+03	+0.735
3.200	+2.245e+03	+4.964e+03	+4.790e+03	+0.689
3.400	+2.153e+03	+4.378e+03	+4.968e+03	+0.670
3.600	+1.053e+03	+3.143e+03	+5.860e+03	+0.749
3.800	+1.597e+03	+3.545e+03	+6.761e+03	+0.689
4.000	+1.365e+02	+3.667e+03	+3.481e+03	+0.964
4.200	+1.895e+03	+3.058e+03	+4.832e+03	+0.617
4.400	+1.205e+03	+4.034e+03	+6.344e+03	+0.770
4.600	+1.123e+03	+2.863e+03	+5.956e+03	+0.718
4.800	+1.992e+03	+4.042e+03	+4.125e+03	+0.670
5.000	+1.789e+02	+3.959e+03	+4.501e+03	+0.957
5.200	+1.382e+03	+2.999e+03	+5.243e+03	+0.685
5.400	+2.147e+03	+4.073e+03	+4.585e+03	+0.655
5.600	+6.238e+02	+3.650e+03	+4.554e+03	+0.854
5.800	+1.992e+03	+5.651e+03	+2.929e+03	+0.739
6.000	+7.156e+02	+4.795e+03	+3.931e+03	+0.870
6.200	+1.560e+03	+3.239e+03	+3.673e+03	+0.675
6.400	+7.655e+02	+3.198e+03	+6.158e+03	+0.807
6.600	+7.045e+02	+3.003e+03	+5.586e+03	+0.810
6.800	+1.388e+03	+4.659e+03	+5.445e+03	+0.770
7.000	+1.194e+03	+4.538e+03	+3.867e+03	+0.792
7.200	+1.024e+03	+4.226e+03	+4.915e+03	+0.805
7.400	+1.825e+03	+3.454e+03	+4.689e+03	+0.654
7.600	+2.005e+03	+4.437e+03	+4.639e+03	+0.689
7.800	+2.200e+03	+2.674e+03	+5.855e+03	+0.549
8.000	+1.810e+03	+3.896e+03	+4.935e+03	+0.683
8.200	+1.437e+03	+3.068e+03	+3.956e+03	+0.681
8.400	+1.723e+03	+3.857e+03	+4.236e+03	+0.691
8.600	+1.268e+03	+2.873e+03	+5.377e+03	+0.694
8.800	+9.980e+02	+3.920e+03	+5.249e+03	+0.797
9.000	+1.970e+03	+2.699e+03	+5.715e+03	+0.578
9.200	+2.385e+03	+4.598e+03	+4.333e+03	+0.658
9.400	+7.451e+02	+3.337e+03	+5.759e+03	+0.817
9.600	+1.560e+03	+3.638e+03	+4.778e+03	+0.700
9.800	+1.680e+03	+3.461e+03	+4.208e+03	+0.673
10.000	+1.403e+03	+2.645e+03	+6.288e+03	+0.653
10.200	+1.573e+03	+3.837e+03	+4.881e+03	+0.709
