%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.035e+03	+2.506e+02	+6.281e+03	+0.058
0.200	+4.835e+03	+1.926e+03	+5.657e+03	+0.285
0.400	+5.741e+03	+1.152e+03	+4.229e+03	+0.167
0.600	+3.643e+03	+1.913e+03	+4.290e+03	+0.344
0.800	+5.564e+03	-4.335e+01	+3.432e+03	-0.008
1.000	+3.535e+03	+9.253e+02	+3.675e+03	+0.207
1.200	+3.332e+03	+9.643e+02	+5.688e+03	+0.224
1.400	+4.569e+03	+1.346e+03	+4.768e+03	+0.228
1.600	+4.629e+03	+1.491e+03	+5.930e+03	+0.244
1.800	+6.182e+03	+1.219e+03	+2.782e+03	+0.165
2.000	+4.078e+03	+1.050e+03	+6.675e+03	+0.205
2.200	+3.489e+03	+6.426e+02	+6.019e+03	+0.156
2.400	+4.929e+03	+8.527e+02	+6.625e+03	+0.147
2.600	+5.986e+03	+1.080e+03	+5.854e+03	+0.153
2.800	+3.999e+03	-8.187e+01	+6.078e+03	-0.021
3.000	+5.522e+03	+5.263e+02	+2.646e+03	+0.087
3.200	+4.737e+03	+3.794e+02	+6.165e+03	+0.074
3.400	+4.522e+03	+1.511e+03	+3.659e+03	+0.250
3.600	+4.964e+03	+1.466e+03	+5.489e+03	+0.228
3.800	+5.382e+03	+1.131e+03	+4.108e+03	+0.174
4.000	+5.246e+03	+1.691e+03	+6.605e+03	+0.244
4.200	+5.459e+03	+1.238e+03	+4.147e+03	+0.185
4.400	+4.353e+03	+7.454e+02	+5.170e+03	+0.146
4.600	+4.094e+03	+1.563e+03	+6.355e+03	+0.276
4.800	+5.629e+03	+1.404e+03	+4.906e+03	+0.200
5.000	+3.760e+03	+8.033e+02	+6.738e+03	+0.176
5.200	+8.977e+02	+1.759e+03	+3.674e+03	+0.662
5.400	+1.072e+03	+3.872e+03	+6.480e+03	+0.783
5.600	+8.512e+01	+2.940e+03	+6.386e+03	+0.972
5.800	+1.829e+03	+3.527e+03	+5.270e+03	+0.659
6.000	+8.933e+02	+2.550e+03	+4.766e+03	+0.741
6.200	+9.807e+02	+4.483e+03	+3.961e+03	+0.821
6.400	+1.500e+03	+5.195e+03	+4.370e+03	+0.776
6.600	+1.976e+03	+4.186e+03	+2.453e+03	+0.679
6.800	+1.048e+03	+4.981e+03	+4.644e+03	+0.826
7.000	+7.819e+02	+2.201e+03	+5.777e+03	+0.738
