%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.188e+03	+1.783e+03	+7.879e+03	+0.256
0.200	+6.040e+03	+2.124e+03	+7.300e+03	+0.260
0.400	+3.599e+03	+2.276e+03	+6.520e+03	+0.387
0.600	+2.462e+03	+4.704e+03	+5.801e+03	+0.656
0.800	+1.992e+03	+5.100e+03	+8.420e+03	+0.719
1.000	+2.998e+03	+3.267e+03	+6.732e+03	+0.522
1.200	+4.509e+03	+1.246e+03	+6.867e+03	+0.216
1.400	+4.249e+03	+2.128e+03	+6.808e+03	+0.334
1.600	+3.439e+03	+5.213e+02	+7.450e+03	+0.132
1.800	+4.330e+03	+1.012e+03	+6.007e+03	+0.190
2.000	+2.950e+03	+4.157e+02	+6.709e+03	+0.124
2.200	+6.031e+03	+1.224e+03	+7.395e+03	+0.169
2.400	+5.269e+03	+5.963e+02	+7.550e+03	+0.102
2.600	+3.417e+03	+7.932e+02	+9.493e+03	+0.188
2.800	+4.785e+03	+1.922e+03	+6.184e+03	+0.287
3.000	+6.147e+03	+1.309e+03	+6.577e+03	+0.176
3.200	+2.025e+03	+5.804e+03	+7.399e+03	+0.741
3.400	+4.282e+03	+3.006e+02	+6.897e+03	+0.066
3.600	+4.082e+03	+7.207e+02	+7.918e+03	+0.150
3.800	+4.400e+03	+1.690e+03	+5.183e+03	+0.278
4.000	+3.803e+03	+1.062e+03	+8.014e+03	+0.218
4.200	+5.624e+03	+1.647e+03	+6.536e+03	+0.227
4.400	+3.371e+03	+1.096e+03	+5.229e+03	+0.245
4.600	+6.453e+03	+8.788e+02	+7.677e+03	+0.120
4.800	+2.877e+03	+1.366e+03	+6.607e+03	+0.322
5.000	+3.853e+03	+6.276e+02	+6.863e+03	+0.140
5.200	+4.490e+03	+5.300e+02	+6.000e+03	+0.106
5.400	+3.029e+03	+1.974e+03	+6.562e+03	+0.395
5.600	+5.750e+03	+1.087e+03	+6.832e+03	+0.159
5.800	+5.239e+03	-1.873e+02	+5.143e+03	-0.037
6.000	+4.429e+03	+8.918e+02	+7.489e+03	+0.168
6.200	+6.109e+03	+8.951e+02	+6.791e+03	+0.128
6.400	+4.418e+03	+1.245e+03	+7.451e+03	+0.220
6.600	+4.087e+03	+7.658e+02	+7.028e+03	+0.158
6.800	+5.611e+03	+6.257e+02	+6.895e+03	+0.100
7.000	+4.269e+03	-1.207e+02	+7.148e+03	-0.029
7.200	+3.356e+03	+1.591e+03	+6.934e+03	+0.322
7.400	+5.608e+03	+1.283e+03	+7.836e+03	+0.186
7.600	+4.271e+03	+1.418e+03	+6.405e+03	+0.249
7.800	+4.993e+03	+1.177e+03	+6.202e+03	+0.191
8.000	+4.653e+03	+5.206e+02	+8.914e+03	+0.101
8.200	+5.829e+03	+8.817e+02	+6.495e+03	+0.131
8.400	+3.951e+03	+7.929e+02	+5.241e+03	+0.167
8.600	+6.553e+03	+1.413e+03	+9.731e+03	+0.177
8.800	+6.069e+03	+5.865e+02	+8.014e+03	+0.088
9.000	+5.573e+03	+2.050e+03	+6.702e+03	+0.269
9.200	+4.312e+03	+1.790e+02	+6.602e+03	+0.040
9.400	+5.248e+03	+3.904e+02	+5.886e+03	+0.069
9.600	+3.787e+03	+1.394e+03	+6.410e+03	+0.269
9.800	+4.940e+03	+1.522e+03	+5.892e+03	+0.235
10.000	+4.074e+03	+6.788e+02	+6.807e+03	+0.143
10.200	+3.353e+03	+1.412e+03	+5.073e+03	+0.296
10.400	+3.772e+03	+8.333e+02	+4.834e+03	+0.181
10.600	+3.785e+03	+9.703e+02	+6.567e+03	+0.204
10.800	+4.984e+03	+9.838e+02	+6.698e+03	+0.165
11.000	+3.473e+03	+9.040e+02	+6.229e+03	+0.207
11.200	+4.816e+03	+3.244e+02	+7.355e+03	+0.063
11.400	+2.559e+03	+1.173e+03	+5.879e+03	+0.314
11.600	+3.955e+03	+1.333e+03	+6.122e+03	+0.252
11.800	+3.163e+03	+1.645e+03	+7.047e+03	+0.342
12.000	+3.237e+03	+9.465e+02	+7.460e+03	+0.226
12.200	+4.449e+03	+3.158e+02	+7.729e+03	+0.066
12.400	+4.787e+03	+5.138e+02	+5.520e+03	+0.097
12.600	+2.338e+03	+1.417e+03	+6.575e+03	+0.377
12.800	+3.240e+03	+2.644e+03	+6.580e+03	+0.449
13.000	+4.970e+03	+5.269e+02	+6.492e+03	+0.096
13.200	+4.469e+03	+1.678e+03	+5.769e+03	+0.273
13.400	+4.299e+03	+1.407e+02	+7.914e+03	+0.032
13.600	+5.016e+03	+9.992e+02	+5.510e+03	+0.166
13.800	+4.746e+03	+1.921e+03	+6.944e+03	+0.288
14.000	+4.344e+03	+1.094e+03	+7.213e+03	+0.201
14.200	+3.607e+03	+1.018e+03	+4.503e+03	+0.220
14.400	+4.622e+03	+8.298e+02	+6.190e+03	+0.152
14.600	+5.027e+03	+6.891e+02	+5.793e+03	+0.121
14.800	+4.549e+03	+4.965e+01	+7.937e+03	+0.011
15.000	+5.881e+03	+5.289e+02	+6.816e+03	+0.083
15.200	+3.868e+03	+4.613e+02	+7.886e+03	+0.107
15.400	+4.122e+03	+2.170e+03	+6.289e+03	+0.345
15.600	+5.017e+03	+2.040e+03	+5.669e+03	+0.289
15.800	+4.851e+03	+6.496e+02	+6.549e+03	+0.118
