%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.866e+03	+6.802e+02	+5.978e+03	+0.192
0.200	+3.619e+03	+1.325e+03	+4.579e+03	+0.268
0.400	+2.596e+03	+6.289e+02	+5.781e+03	+0.195
0.600	+4.334e+03	+1.040e+03	+3.498e+03	+0.194
0.800	+3.800e+03	+4.173e+02	+4.877e+03	+0.099
1.000	+5.211e+03	+1.630e+02	+4.124e+03	+0.030
1.200	+3.171e+03	+4.360e+02	+3.676e+03	+0.121
1.400	+4.235e+03	+1.227e+03	+4.896e+03	+0.225
1.600	+2.358e+03	+2.615e+03	+3.270e+03	+0.526
1.800	+9.580e+02	+4.276e+03	+5.234e+03	+0.817
2.000	+1.489e+03	+4.596e+03	+4.737e+03	+0.755
2.200	+1.569e+03	+3.750e+03	+3.671e+03	+0.705
2.400	+2.160e+03	+2.768e+03	+6.493e+03	+0.562
2.600	+5.130e+02	+3.189e+03	+5.401e+03	+0.861
2.800	+6.136e+02	+4.069e+03	+4.499e+03	+0.869
3.000	+3.980e+02	+3.166e+03	+4.738e+03	+0.888
3.200	+5.326e+02	+4.033e+03	+4.409e+03	+0.883
3.400	+1.610e+03	+4.482e+03	+5.529e+03	+0.736
3.600	+1.499e+03	+3.171e+03	+5.185e+03	+0.679
3.800	+1.398e+03	+2.481e+03	+4.482e+03	+0.640
4.000	+8.204e+02	+4.388e+03	+4.573e+03	+0.842
4.200	+1.243e+03	+2.768e+03	+4.434e+03	+0.690
4.400	+1.839e+03	+4.042e+03	+4.285e+03	+0.687
4.600	+9.681e+02	+2.780e+03	+2.605e+03	+0.742
4.800	+1.083e+03	+3.730e+03	+4.521e+03	+0.775
5.000	+1.244e+03	+3.200e+03	+3.645e+03	+0.720
5.200	+6.880e+02	+3.280e+03	+2.592e+03	+0.827
5.400	+1.503e+03	+3.778e+03	+4.482e+03	+0.715
5.600	+3.553e+02	+3.966e+03	+4.937e+03	+0.918
5.800	+1.539e+03	+3.787e+03	+4.829e+03	+0.711
6.000	+9.600e+02	+3.383e+03	+6.132e+03	+0.779
6.200	+1.199e+03	+3.742e+03	+3.317e+03	+0.757
6.400	+8.721e+02	+3.986e+03	+4.098e+03	+0.820
6.600	+7.253e+02	+2.536e+03	+4.739e+03	+0.778
6.800	+1.748e+03	+3.527e+03	+3.845e+03	+0.669
7.000	+6.396e+02	+2.454e+03	+3.489e+03	+0.793
7.200	+4.927e+02	+2.726e+03	+5.208e+03	+0.847
7.400	+3.424e+02	+2.569e+03	+4.057e+03	+0.882
7.600	+1.070e+03	+4.038e+03	+2.841e+03	+0.790
7.800	+1.493e+03	+2.937e+03	+4.924e+03	+0.663
8.000	+9.401e+02	+3.980e+03	+4.138e+03	+0.809
8.200	+1.134e+03	+3.590e+03	+4.827e+03	+0.760
8.400	+1.127e+03	+2.993e+03	+4.820e+03	+0.726
8.600	+1.713e+03	+4.601e+03	+3.429e+03	+0.729
8.800	+1.453e+02	+4.503e+03	+4.845e+03	+0.969
9.000	+1.621e+03	+2.786e+03	+5.193e+03	+0.632
9.200	+1.346e+03	+3.345e+03	+4.705e+03	+0.713
9.400	+1.143e+03	+2.481e+03	+2.429e+03	+0.685
9.600	+2.028e+03	+3.522e+03	+4.171e+03	+0.635
9.800	+3.658e+02	+4.325e+03	+6.020e+03	+0.922
10.000	+1.788e+03	+3.555e+03	+4.017e+03	+0.665
10.200	+5.867e+02	+3.939e+03	+3.675e+03	+0.870
10.400	+1.664e+03	+3.722e+03	+5.347e+03	+0.691
10.600	+9.075e+02	+3.508e+03	+5.172e+03	+0.794
10.800	+1.217e+03	+3.566e+03	+5.503e+03	+0.746
11.000	+1.857e+03	+4.810e+03	+3.925e+03	+0.721
11.200	+1.214e+03	+3.573e+03	+3.976e+03	+0.746
11.400	+7.341e+02	+3.866e+03	+4.857e+03	+0.840
11.600	+8.009e+02	+3.275e+03	+2.676e+03	+0.804
11.800	+1.437e+03	+2.588e+03	+5.099e+03	+0.643
12.000	+9.296e+02	+5.096e+03	+5.158e+03	+0.846
12.200	+4.136e+02	+4.325e+03	+4.093e+03	+0.913
12.400	+1.419e+03	+3.727e+03	+4.998e+03	+0.724
12.600	+7.986e+02	+3.011e+03	+3.638e+03	+0.790
12.800	+1.282e+03	+4.157e+03	+4.945e+03	+0.764
13.000	+1.422e+03	+3.327e+03	+2.968e+03	+0.701
13.200	+1.237e+03	+2.258e+03	+5.702e+03	+0.646
13.400	+1.815e+03	+4.219e+03	+3.566e+03	+0.699
13.600	+6.196e+02	+3.791e+03	+5.387e+03	+0.860
13.800	+9.328e+02	+2.911e+03	+4.250e+03	+0.757
14.000	+1.690e+03	+4.224e+03	+4.563e+03	+0.714
14.200	+1.214e+03	+3.977e+03	+5.727e+03	+0.766
14.400	+7.886e+02	+4.186e+03	+3.746e+03	+0.841
14.600	+1.271e+03	+3.479e+03	+5.421e+03	+0.732
14.800	+1.379e+03	+3.945e+03	+6.336e+03	+0.741
15.000	+1.069e+03	+3.602e+03	+3.663e+03	+0.771
15.200	+1.241e+03	+3.312e+03	+3.715e+03	+0.727
15.400	+1.138e+03	+2.921e+03	+4.727e+03	+0.720
15.600	+1.262e+03	+4.073e+03	+3.782e+03	+0.763
15.800	+5.773e+02	+3.110e+03	+3.602e+03	+0.843
16.000	+1.853e+02	+3.485e+03	+3.665e+03	+0.950
16.200	+1.321e+03	+2.359e+03	+3.420e+03	+0.641
16.400	+7.402e+02	+2.723e+03	+4.484e+03	+0.786
16.600	-1.468e+01	+4.546e+03	+5.240e+03	+1.003
16.800	+8.963e+02	+3.963e+03	+4.658e+03	+0.816
17.000	+1.291e+03	+2.952e+03	+5.380e+03	+0.696
17.200	+1.344e+03	+3.481e+03	+4.671e+03	+0.721
17.400	+1.261e+03	+3.453e+03	+4.627e+03	+0.732
17.600	+1.810e+03	+4.013e+03	+4.224e+03	+0.689
17.800	+2.782e+02	+3.823e+03	+4.012e+03	+0.932
18.000	+1.858e+03	+4.356e+03	+3.994e+03	+0.701
18.200	+1.893e+03	+2.230e+03	+3.766e+03	+0.541
18.400	+1.867e+03	+3.345e+03	+5.690e+03	+0.642
18.600	+9.085e+02	+3.509e+03	+3.833e+03	+0.794
18.800	+1.004e+03	+4.430e+03	+4.286e+03	+0.815
19.000	+1.038e+03	+4.109e+03	+5.642e+03	+0.798
19.200	+1.189e+03	+3.842e+03	+4.683e+03	+0.764
19.400	+1.604e+03	+3.498e+03	+4.403e+03	+0.686
19.600	+9.013e+02	+3.031e+03	+6.756e+03	+0.771
19.800	+8.706e+02	+3.483e+03	+4.746e+03	+0.800
20.000	+4.928e+02	+3.781e+03	+4.520e+03	+0.885
20.200	+1.149e+03	+4.244e+03	+3.514e+03	+0.787
20.400	+1.530e+03	+2.792e+03	+2.893e+03	+0.646
20.600	+1.125e+03	+4.516e+03	+5.967e+03	+0.801
20.800	+1.536e+03	+3.478e+03	+4.063e+03	+0.694
21.000	+8.327e+02	+3.034e+03	+3.156e+03	+0.785
21.200	+7.016e+02	+2.884e+03	+5.821e+03	+0.804
21.400	+1.070e+03	+3.148e+03	+4.987e+03	+0.746
21.600	+1.657e+03	+4.294e+03	+3.935e+03	+0.722
21.800	+6.162e+02	+3.380e+03	+3.960e+03	+0.846
22.000	+6.808e+02	+3.602e+03	+2.317e+03	+0.841
22.200	+1.121e+03	+3.641e+03	+3.462e+03	+0.765
22.400	+8.107e+02	+3.718e+03	+5.555e+03	+0.821
22.600	+1.202e+03	+4.241e+03	+4.367e+03	+0.779
22.800	+7.077e+02	+3.053e+03	+5.279e+03	+0.812
23.000	+1.453e+03	+3.298e+03	+4.512e+03	+0.694
23.200	+9.527e+02	+3.393e+03	+4.844e+03	+0.781
23.400	+1.837e+03	+4.975e+03	+3.697e+03	+0.730
23.600	+6.684e+02	+3.388e+03	+5.416e+03	+0.835
23.800	+1.052e+03	+4.079e+03	+4.110e+03	+0.795
24.000	+8.333e+02	+3.764e+03	+4.361e+03	+0.819
24.200	+1.964e+03	+2.979e+03	+4.182e+03	+0.603
