%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.044e+03	+4.894e+03	+5.991e+03	+0.824
0.200	+1.152e+03	+3.316e+03	+5.733e+03	+0.742
0.400	+1.896e+03	+3.217e+03	+5.629e+03	+0.629
0.600	+9.926e+02	+5.271e+03	+5.256e+03	+0.842
0.800	+1.550e+03	+4.712e+03	+7.339e+03	+0.752
1.000	+7.875e+02	+3.921e+03	+6.821e+03	+0.833
1.200	+2.162e+03	+4.569e+03	+6.865e+03	+0.679
1.400	+1.180e+03	+3.681e+03	+5.653e+03	+0.757
1.600	+1.528e+03	+4.653e+03	+5.294e+03	+0.753
1.800	+2.168e+03	+3.424e+03	+6.357e+03	+0.612
2.000	+1.436e+03	+4.269e+03	+4.598e+03	+0.748
2.200	+2.948e+03	+5.152e+03	+7.189e+03	+0.636
2.400	+2.186e+03	+4.870e+03	+4.230e+03	+0.690
2.600	+2.379e+03	+4.886e+03	+6.083e+03	+0.673
2.800	+1.999e+03	+3.513e+03	+6.682e+03	+0.637
3.000	+7.206e+02	+5.353e+03	+6.891e+03	+0.881
3.200	+8.570e+02	+3.120e+03	+4.505e+03	+0.784
3.400	+2.158e+03	+4.146e+03	+3.943e+03	+0.658
3.600	+1.326e+03	+5.019e+03	+6.630e+03	+0.791
3.800	+1.940e+03	+3.198e+03	+6.745e+03	+0.622
4.000	+1.672e+03	+5.350e+03	+6.299e+03	+0.762
4.200	+1.075e+03	+4.364e+03	+5.360e+03	+0.802
4.400	+1.209e+03	+5.976e+03	+6.905e+03	+0.832
4.600	+1.227e+03	+2.956e+03	+4.489e+03	+0.707
4.800	+1.248e+03	+3.987e+03	+3.952e+03	+0.762
5.000	+1.890e+03	+2.656e+03	+5.159e+03	+0.584
5.200	+1.287e+03	+4.000e+03	+5.165e+03	+0.757
5.400	+1.893e+03	+3.511e+03	+5.659e+03	+0.650
5.600	+1.731e+03	+4.266e+03	+7.282e+03	+0.711
5.800	+1.133e+03	+6.105e+03	+4.464e+03	+0.843
6.000	+1.520e+03	+4.678e+03	+5.083e+03	+0.755
6.200	+8.547e+02	+2.893e+03	+4.030e+03	+0.772
6.400	+1.803e+03	+4.517e+03	+4.991e+03	+0.715
6.600	+1.148e+03	+3.077e+03	+5.293e+03	+0.728
6.800	+8.306e+02	+3.385e+03	+5.512e+03	+0.803
7.000	+1.684e+03	+3.119e+03	+6.400e+03	+0.649
7.200	+1.171e+03	+2.569e+03	+6.193e+03	+0.687
7.400	+1.927e+03	+2.515e+03	+6.604e+03	+0.566
7.600	+1.253e+03	+5.358e+03	+5.153e+03	+0.811
7.800	+1.853e+03	+4.103e+03	+5.508e+03	+0.689
8.000	+2.188e+03	+2.969e+03	+4.731e+03	+0.576
8.200	+4.533e+02	+3.943e+03	+6.507e+03	+0.897
8.400	+3.570e+02	+2.602e+03	+6.104e+03	+0.879
8.600	+1.417e+03	+3.554e+03	+4.612e+03	+0.715
8.800	+8.254e+02	+4.919e+03	+5.846e+03	+0.856
9.000	+5.339e+02	+4.989e+03	+7.388e+03	+0.903
9.200	+7.806e+02	+4.796e+03	+4.490e+03	+0.860
9.400	+1.632e+03	+3.532e+03	+3.904e+03	+0.684
9.600	+1.107e+03	+3.997e+03	+3.893e+03	+0.783
9.800	+1.398e+03	+2.939e+03	+4.727e+03	+0.678
10.000	+1.722e+03	+4.500e+03	+5.929e+03	+0.723
10.200	+1.972e+03	+4.279e+03	+7.629e+03	+0.684
10.400	+1.471e+03	+5.388e+03	+5.328e+03	+0.786
10.600	+9.145e+02	+4.105e+03	+4.963e+03	+0.818
10.800	+7.336e+02	+4.886e+03	+4.424e+03	+0.869
11.000	+1.347e+03	+3.086e+03	+6.069e+03	+0.696
11.200	+1.762e+03	+3.057e+03	+6.849e+03	+0.634
11.400	+2.198e+03	+4.977e+03	+3.202e+03	+0.694
11.600	+2.464e+03	+4.529e+03	+4.566e+03	+0.648
11.800	+2.846e+03	+3.948e+03	+7.390e+03	+0.581
12.000	+9.029e+02	+2.572e+03	+7.659e+03	+0.740
12.200	+2.244e+03	+2.115e+03	+5.097e+03	+0.485
12.400	+1.020e+03	+3.394e+03	+5.755e+03	+0.769
12.600	+1.609e+03	+5.013e+03	+5.734e+03	+0.757
12.800	+1.868e+03	+3.636e+03	+6.017e+03	+0.661
13.000	+8.797e+02	+3.562e+03	+5.201e+03	+0.802
13.200	+1.042e+03	+5.335e+03	+6.656e+03	+0.837
13.400	+1.114e+03	+4.050e+03	+5.821e+03	+0.784
13.600	+9.600e+02	+5.125e+03	+5.554e+03	+0.842
13.800	+1.664e+03	+4.537e+03	+6.132e+03	+0.732
14.000	+1.132e+03	+4.393e+03	+5.423e+03	+0.795
14.200	+1.623e+03	+2.757e+03	+6.627e+03	+0.629
14.400	+1.418e+03	+5.580e+03	+6.573e+03	+0.797
14.600	+1.791e+03	+3.859e+03	+8.826e+03	+0.683
14.800	+1.112e+03	+4.273e+03	+6.534e+03	+0.793
15.000	+1.150e+03	+3.851e+03	+6.637e+03	+0.770
15.200	+1.363e+03	+4.118e+03	+7.410e+03	+0.751
15.400	+1.895e+03	+4.045e+03	+5.658e+03	+0.681
15.600	+1.425e+03	+4.382e+03	+6.862e+03	+0.755
15.800	+1.153e+03	+4.001e+03	+8.235e+03	+0.776
