%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.522e+03	+1.808e+02	+4.338e+03	+0.027
0.200	+4.109e+03	+1.019e+03	+4.552e+03	+0.199
0.400	+6.640e+03	+1.605e+03	+4.240e+03	+0.195
0.600	+4.671e+03	+1.109e+03	+5.650e+03	+0.192
0.800	+5.285e+03	+1.515e+03	+4.610e+03	+0.223
1.000	+4.946e+03	+1.064e+03	+4.754e+03	+0.177
1.200	+4.928e+03	+1.670e+03	+5.982e+03	+0.253
1.400	+5.386e+03	+1.813e+03	+3.025e+03	+0.252
1.600	+4.142e+03	+2.310e+02	+6.419e+03	+0.053
1.800	+5.505e+03	+9.875e+02	+4.465e+03	+0.152
2.000	+5.217e+03	+5.435e+02	+4.777e+03	+0.094
2.200	+5.579e+03	+1.098e+03	+4.720e+03	+0.164
2.400	+4.454e+03	+1.834e+02	+7.080e+03	+0.040
2.600	+5.005e+03	+5.425e+02	+5.431e+03	+0.098
2.800	+5.230e+03	+5.542e+02	+4.953e+03	+0.096
3.000	+4.111e+03	+1.111e+03	+6.045e+03	+0.213
3.200	+4.800e+03	+9.225e+02	+4.417e+03	+0.161
3.400	+5.377e+03	+1.139e+03	+5.932e+03	+0.175
3.600	+5.701e+03	+1.928e+03	+3.504e+03	+0.253
3.800	+4.709e+03	+1.678e+03	+4.425e+03	+0.263
4.000	+5.503e+03	+9.706e+02	+5.326e+03	+0.150
4.200	+4.181e+03	+1.364e+03	+4.043e+03	+0.246
4.400	+4.117e+03	+1.798e+03	+6.195e+03	+0.304
4.600	+5.764e+03	+1.565e+03	+6.296e+03	+0.214
4.800	+4.045e+03	+1.678e+03	+6.934e+03	+0.293
5.000	+4.443e+03	+1.556e+03	+4.254e+03	+0.259
5.200	+6.100e+03	+3.898e+02	+6.115e+03	+0.060
5.400	+5.763e+03	+9.042e+02	+5.512e+03	+0.136
5.600	+5.756e+03	+8.269e+02	+2.945e+03	+0.126
5.800	+5.906e+03	+1.277e+03	+3.382e+03	+0.178
6.000	+3.853e+03	+6.300e+02	+4.968e+03	+0.141
6.200	+5.546e+03	+1.340e+03	+4.970e+03	+0.195
6.400	+5.104e+03	+1.723e+03	+5.463e+03	+0.252
6.600	+5.673e+03	+1.133e+03	+4.649e+03	+0.167
6.800	+5.980e+03	+5.967e+01	+6.485e+03	+0.010
7.000	+5.981e+03	+5.851e+02	+6.552e+03	+0.089
7.200	+4.533e+03	+8.224e+02	+5.424e+03	+0.154
7.400	+3.906e+03	+1.168e+03	+6.658e+03	+0.230
7.600	+3.991e+03	-4.675e+02	+5.163e+03	-0.133
7.800	+4.998e+03	+1.741e+03	+4.918e+03	+0.258
8.000	+5.226e+03	+2.026e+03	+3.190e+03	+0.279
8.200	+4.042e+03	+8.691e+02	+5.649e+03	+0.177
8.400	+3.942e+03	+1.090e+03	+5.305e+03	+0.217
8.600	+6.150e+03	+5.375e+02	+4.091e+03	+0.080
8.800	+4.514e+03	+1.048e+03	+5.782e+03	+0.188
9.000	+6.051e+03	+7.645e+02	+4.581e+03	+0.112
9.200	+4.137e+03	+7.273e+02	+4.916e+03	+0.150
9.400	+5.277e+03	+7.593e+02	+5.330e+03	+0.126
9.600	+5.201e+03	+1.398e+02	+6.548e+03	+0.026
9.800	+4.840e+03	+1.144e+03	+4.483e+03	+0.191
10.000	+3.223e+03	+4.275e+02	+6.204e+03	+0.117
10.200	+4.483e+03	+7.738e+02	+3.547e+03	+0.147
10.400	+4.471e+03	+2.058e+03	+4.916e+03	+0.315
10.600	+5.888e+03	+1.577e+03	+6.432e+03	+0.211
10.800	+5.915e+03	+2.215e+03	+6.213e+03	+0.272
11.000	+5.098e+03	+1.429e+03	+6.974e+03	+0.219
