%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.166e+03	+1.041e+03	+5.194e+03	+0.248
0.200	+3.264e+03	+8.021e+02	+4.136e+03	+0.197
0.400	+4.451e+03	+1.469e+03	+5.276e+03	+0.248
0.600	+3.024e+03	+3.953e+02	+6.919e+03	+0.116
0.800	+3.992e+03	+1.690e+03	+4.478e+03	+0.297
1.000	+3.453e+03	+1.078e+03	+5.389e+03	+0.238
1.200	+3.013e+03	+5.155e+02	+5.569e+03	+0.146
1.400	+4.124e+03	+5.094e+02	+3.773e+03	+0.110
1.600	+2.581e+03	+3.720e+02	+3.668e+03	+0.126
1.800	+3.344e+03	+9.820e+02	+3.694e+03	+0.227
2.000	+4.002e+03	+1.556e+03	+5.527e+03	+0.280
2.200	+4.619e+03	+6.147e+02	+4.726e+03	+0.117
2.400	+3.264e+03	+3.661e+02	+3.136e+03	+0.101
2.600	+4.722e+03	+4.548e+02	+5.169e+03	+0.088
2.800	+3.738e+03	+1.230e+03	+4.942e+03	+0.248
3.000	+4.075e+03	+1.297e+03	+5.253e+03	+0.241
3.200	+3.521e+03	+1.142e+03	+3.169e+03	+0.245
3.400	+3.727e+03	+1.439e+03	+5.132e+03	+0.279
3.600	+3.959e+03	+1.123e+03	+4.630e+03	+0.221
3.800	+2.061e+03	+1.331e+03	+5.023e+03	+0.392
4.000	+3.452e+03	+1.341e+03	+5.564e+03	+0.280
4.200	+2.902e+03	+9.692e+02	+5.482e+03	+0.250
4.400	+3.861e+03	+6.255e+02	+4.929e+03	+0.139
4.600	+3.970e+03	+9.329e+02	+4.911e+03	+0.190
4.800	+3.509e+03	+1.240e+03	+4.579e+03	+0.261
5.000	+1.763e+03	+8.651e+02	+2.096e+03	+0.329
5.200	+4.457e+03	+4.546e+02	+3.965e+03	+0.093
5.400	+3.680e+03	+8.984e+02	+4.044e+03	+0.196
5.600	+3.402e+03	+1.725e+02	+4.907e+03	+0.048
5.800	+3.902e+03	+2.820e+02	+4.801e+03	+0.067
6.000	+4.259e+03	+1.030e+03	+5.218e+03	+0.195
6.200	+3.525e+03	+7.480e+02	+4.036e+03	+0.175
6.400	+1.782e+03	+5.616e+02	+4.091e+03	+0.240
6.600	+3.687e+03	+1.051e+03	+3.938e+03	+0.222
6.800	+2.923e+03	+1.437e+02	+5.539e+03	+0.047
7.000	+3.304e+03	+7.079e+02	+5.434e+03	+0.176
7.200	+2.832e+03	+7.734e+02	+2.998e+03	+0.215
7.400	+3.571e+03	+1.019e+02	+4.854e+03	+0.028
7.600	+2.816e+03	+6.602e+02	+6.213e+03	+0.190
7.800	+2.848e+03	+4.428e+02	+4.017e+03	+0.135
8.000	+3.133e+03	+1.178e+03	+5.707e+03	+0.273
8.200	+3.849e+03	+4.837e+02	+7.575e+03	+0.112
8.400	+4.544e+03	+5.477e+02	+5.355e+03	+0.108
8.600	+4.139e+03	+6.648e+02	+4.867e+03	+0.138
8.800	+4.140e+03	+1.349e+02	+5.917e+03	+0.032
9.000	+2.532e+03	+5.302e+02	+4.186e+03	+0.173
9.200	+3.872e+03	+1.333e+03	+5.006e+03	+0.256
9.400	+3.366e+03	+1.784e+03	+5.857e+03	+0.346
9.600	+4.173e+03	+8.655e+02	+3.898e+03	+0.172
9.800	+5.044e+03	+2.476e+02	+4.620e+03	+0.047
