%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.728e+03	+1.255e+03	+6.439e+03	+0.210
0.200	+5.500e+03	+1.141e+03	+4.584e+03	+0.172
0.400	+5.015e+03	+2.320e+02	+5.742e+03	+0.044
0.600	+8.186e+03	+6.154e+02	+6.247e+03	+0.070
0.800	+6.499e+03	+2.013e+03	+4.400e+03	+0.236
1.000	+3.453e+03	+1.367e+03	+4.162e+03	+0.284
1.200	+6.369e+03	+1.037e+03	+5.178e+03	+0.140
1.400	+4.211e+03	+1.686e+03	+5.425e+03	+0.286
1.600	+3.944e+03	+1.603e+03	+7.177e+03	+0.289
1.800	+4.290e+03	+1.564e+03	+5.842e+03	+0.267
2.000	+6.729e+03	+1.813e+03	+4.828e+03	+0.212
2.200	+4.541e+03	+1.631e+03	+5.561e+03	+0.264
2.400	+6.027e+03	+1.717e+03	+7.003e+03	+0.222
2.600	+5.144e+03	+1.468e+03	+5.470e+03	+0.222
2.800	+4.330e+03	+1.922e+03	+6.296e+03	+0.307
3.000	+5.448e+03	+1.148e+03	+4.475e+03	+0.174
3.200	+3.763e+03	-6.149e+02	+5.405e+03	-0.195
3.400	+4.343e+03	+1.799e+03	+5.585e+03	+0.293
3.600	+5.369e+03	+1.530e+03	+7.429e+03	+0.222
3.800	+6.125e+03	+1.181e+03	+6.467e+03	+0.162
4.000	+4.937e+03	+1.094e+03	+7.714e+03	+0.181
4.200	+4.511e+03	+1.094e+03	+6.445e+03	+0.195
4.400	+5.318e+03	+1.262e+03	+5.483e+03	+0.192
4.600	+6.509e+03	+1.474e+03	+7.587e+03	+0.185
4.800	+5.778e+03	+4.492e+02	+5.825e+03	+0.072
5.000	+6.493e+03	+9.825e+02	+7.024e+03	+0.131
5.200	+4.235e+03	+1.173e+03	+4.630e+03	+0.217
5.400	+5.674e+03	+9.854e+02	+6.652e+03	+0.148
5.600	+6.882e+03	+2.127e+03	+5.694e+03	+0.236
5.800	+4.713e+03	+1.650e+03	+6.508e+03	+0.259
6.000	+5.239e+03	+1.036e+03	+4.669e+03	+0.165
6.200	+3.305e+03	+1.104e+03	+7.758e+03	+0.250
6.400	+5.166e+03	+1.797e+03	+5.572e+03	+0.258
6.600	+3.432e+03	+1.350e+03	+6.088e+03	+0.282
6.800	+6.522e+03	+1.097e+03	+6.848e+03	+0.144
7.000	+6.392e+03	-2.169e+02	+7.370e+03	-0.035
7.200	+5.790e+03	+1.379e+03	+7.069e+03	+0.192
7.400	+5.089e+03	+1.283e+03	+6.838e+03	+0.201
7.600	+4.195e+03	+1.793e+03	+6.041e+03	+0.299
7.800	+5.879e+03	+5.935e+02	+6.069e+03	+0.092
8.000	+4.868e+03	+1.167e+03	+6.654e+03	+0.193
8.200	+5.765e+03	+1.611e+03	+3.904e+03	+0.218
8.400	+4.186e+03	+2.095e+03	+6.446e+03	+0.334
8.600	+1.480e+03	+3.841e+03	+4.867e+03	+0.722
8.800	+5.777e+03	+2.320e+03	+8.584e+03	+0.287
9.000	+5.671e+03	+1.841e+03	+5.496e+03	+0.245
9.200	+4.502e+03	+1.530e+03	+7.045e+03	+0.254
9.400	+5.510e+03	+1.683e+03	+7.863e+03	+0.234
9.600	+5.886e+03	+1.105e+03	+7.206e+03	+0.158
9.800	+4.714e+03	+1.407e+03	+7.043e+03	+0.230
10.000	+5.894e+03	+1.188e+03	+3.987e+03	+0.168
10.200	+5.146e+03	+1.105e+03	+7.941e+03	+0.177
10.400	+3.586e+03	+1.893e+03	+7.821e+03	+0.346
10.600	+3.525e+03	+2.325e+03	+4.408e+03	+0.397
10.800	+3.756e+03	+9.214e+02	+6.826e+03	+0.197
11.000	+3.373e+03	+1.950e+03	+6.614e+03	+0.366
11.200	+5.180e+03	+2.563e+03	+6.590e+03	+0.331
11.400	+5.671e+03	+1.326e+03	+6.626e+03	+0.189
11.600	+5.258e+03	+8.286e+02	+4.625e+03	+0.136
11.800	+3.696e+03	+1.071e+03	+7.347e+03	+0.225
12.000	+6.462e+03	+5.123e+02	+5.287e+03	+0.073
12.200	+4.538e+03	+2.167e+03	+6.393e+03	+0.323
12.400	+4.063e+03	+1.348e+03	+5.790e+03	+0.249
12.600	+4.997e+03	+1.902e+03	+5.720e+03	+0.276
12.800	+6.824e+03	+6.896e+02	+7.152e+03	+0.092
13.000	+6.054e+03	+1.682e+03	+6.304e+03	+0.217
13.200	+5.833e+03	+1.804e+03	+5.491e+03	+0.236
13.400	+4.946e+03	+1.995e+03	+5.812e+03	+0.287
13.600	+5.740e+03	+1.077e+03	+5.211e+03	+0.158
13.800	+5.862e+03	+8.957e+02	+5.770e+03	+0.133
14.000	+6.853e+03	+3.136e+03	+4.298e+03	+0.314
14.200	+3.967e+03	+1.895e+03	+8.332e+03	+0.323
14.400	+4.978e+03	+1.814e+03	+6.574e+03	+0.267
14.600	+6.023e+03	+1.411e+03	+5.810e+03	+0.190
14.800	+5.566e+03	+1.322e+03	+6.910e+03	+0.192
15.000	+6.088e+03	+2.525e+03	+4.464e+03	+0.293
15.200	+5.674e+03	+2.292e+03	+6.590e+03	+0.288
15.400	+5.517e+03	+1.623e+03	+5.724e+03	+0.227
15.600	+7.070e+03	+5.962e+02	+6.174e+03	+0.078
15.800	+4.329e+03	+1.676e+03	+5.928e+03	+0.279
16.000	+5.610e+03	+1.682e+03	+7.176e+03	+0.231
16.200	+4.360e+03	-2.735e+01	+6.043e+03	-0.006
16.400	+4.119e+03	+1.146e+03	+5.754e+03	+0.218
16.600	+4.449e+03	+8.221e+02	+6.167e+03	+0.156
16.800	+3.420e+03	+1.668e+03	+5.970e+03	+0.328
17.000	+7.311e+03	+1.167e+03	+4.938e+03	+0.138
17.200	+6.112e+03	+1.931e+03	+4.938e+03	+0.240
17.400	+5.146e+03	+1.160e+03	+6.678e+03	+0.184
17.600	+5.174e+03	+1.600e+03	+7.695e+03	+0.236
17.800	+4.538e+03	+1.975e+03	+7.205e+03	+0.303
18.000	+6.077e+03	+1.367e+03	+6.637e+03	+0.184
