%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.829e+03	+6.483e+02	+5.132e+03	+0.186
0.200	+3.658e+03	+6.544e+02	+4.491e+03	+0.152
0.400	+3.232e+03	+3.574e+02	+5.072e+03	+0.100
0.600	+3.074e+03	+2.966e+02	+4.894e+03	+0.088
0.800	+1.940e+03	+7.191e+02	+5.426e+03	+0.270
1.000	+4.953e+03	+8.613e+02	+4.925e+03	+0.148
1.200	+2.959e+03	+1.144e+03	+5.418e+03	+0.279
1.400	+2.843e+03	+4.651e+02	+2.758e+03	+0.141
1.600	+2.695e+03	+2.794e+02	+5.908e+03	+0.094
1.800	+2.313e+03	+1.286e+03	+4.362e+03	+0.357
2.000	+3.280e+03	+5.823e+02	+5.825e+03	+0.151
2.200	+3.081e+03	-4.131e+01	+6.426e+03	-0.014
2.400	+5.075e+03	+7.537e+02	+3.527e+03	+0.129
2.600	+2.771e+03	+5.185e+02	+3.676e+03	+0.158
2.800	+3.025e+03	+5.472e+02	+5.387e+03	+0.153
3.000	+3.213e+03	+9.847e+02	+6.955e+03	+0.235
3.200	+3.520e+03	+6.930e+02	+3.032e+03	+0.164
3.400	+3.834e+03	+7.516e+02	+5.137e+03	+0.164
3.600	+4.109e+03	+6.220e+02	+3.969e+03	+0.131
3.800	+2.869e+03	+8.473e+02	+5.249e+03	+0.228
4.000	+3.059e+03	+7.853e+02	+6.059e+03	+0.204
4.200	+2.480e+03	+2.661e+02	+4.400e+03	+0.097
4.400	+3.162e+03	+4.201e+02	+4.959e+03	+0.117
4.600	+3.456e+03	+1.166e+02	+6.010e+03	+0.033
4.800	+3.645e+03	+8.739e+02	+5.330e+03	+0.193
5.000	+1.952e+03	+7.373e+02	+3.258e+03	+0.274
5.200	+3.409e+03	+8.864e+02	+4.769e+03	+0.206
5.400	+2.268e+03	+2.801e+03	+4.727e+03	+0.553
5.600	+3.185e+03	+5.649e+02	+4.445e+03	+0.151
5.800	+4.959e+03	+7.331e+02	+6.282e+03	+0.129
6.000	+4.257e+03	+5.877e+02	+5.823e+03	+0.121
6.200	+2.256e+03	+4.907e+02	+4.440e+03	+0.179
6.400	+1.927e+03	+1.090e+03	+5.844e+03	+0.361
6.600	+3.438e+03	+4.131e+02	+5.136e+03	+0.107
6.800	+4.640e+03	+6.709e+02	+3.730e+03	+0.126
7.000	+3.059e+03	+1.324e+03	+4.614e+03	+0.302
7.200	+4.350e+03	+2.759e+02	+4.823e+03	+0.060
7.400	+3.565e+03	+5.325e+02	+4.635e+03	+0.130
7.600	+3.587e+03	+5.528e+02	+5.428e+03	+0.134
7.800	+2.770e+03	+1.169e+03	+3.994e+03	+0.297
8.000	+1.866e+03	+3.518e+01	+5.524e+03	+0.019
8.200	+3.009e+03	+8.039e+02	+5.345e+03	+0.211
8.400	+3.668e+03	+5.935e+02	+4.973e+03	+0.139
8.600	+3.437e+03	+2.537e+02	+4.804e+03	+0.069
8.800	+3.131e+03	+3.235e+02	+5.109e+03	+0.094
9.000	+4.723e+03	+2.939e+02	+3.781e+03	+0.059
9.200	+3.938e+03	+5.282e+01	+5.682e+03	+0.013
9.400	+2.876e+03	+8.451e+02	+6.076e+03	+0.227
9.600	+2.409e+03	+1.509e+03	+6.029e+03	+0.385
9.800	+2.957e+03	+4.383e+02	+4.173e+03	+0.129
10.000	+4.589e+03	-8.433e+02	+4.819e+03	-0.225
10.200	+3.210e+03	+4.030e+02	+5.578e+03	+0.112
10.400	+3.403e+03	+8.265e+02	+4.223e+03	+0.195
10.600	+3.095e+03	-4.277e+02	+4.707e+03	-0.160
10.800	+3.159e+03	+4.994e+02	+4.662e+03	+0.137
11.000	+2.858e+03	+6.639e+02	+5.953e+03	+0.189
11.200	+3.832e+03	-3.539e+02	+4.126e+03	-0.102
11.400	+3.196e+03	-1.877e+02	+5.848e+03	-0.062
11.600	+2.477e+03	+1.024e+03	+5.374e+03	+0.292
11.800	+3.471e+03	+1.418e+03	+5.605e+03	+0.290
12.000	+3.740e+03	+5.169e+02	+5.458e+03	+0.121
12.200	+3.722e+03	+8.222e+01	+5.452e+03	+0.022
12.400	+3.249e+03	+1.081e+03	+4.518e+03	+0.250
12.600	+3.725e+03	+7.312e+02	+3.206e+03	+0.164
12.800	+2.511e+03	+4.638e+02	+3.565e+03	+0.156
13.000	+4.803e+03	+8.997e+02	+4.130e+03	+0.158
13.200	+2.898e+03	+6.349e+02	+5.631e+03	+0.180
13.400	+2.652e+03	+2.752e+02	+6.044e+03	+0.094
13.600	+3.829e+03	+2.441e+02	+5.417e+03	+0.060
13.800	+3.832e+03	+3.997e+02	+5.894e+03	+0.094
14.000	+2.896e+03	+1.083e+03	+6.078e+03	+0.272
14.200	+5.113e+03	+4.013e+02	+5.739e+03	+0.073
14.400	+2.020e+03	+2.365e+02	+6.572e+03	+0.105
