%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.142e-01
1	1	+1.142e-01	+2.160e+00
2	2	+2.274e+00	+9.450e-01
3	3	+3.219e+00	+7.537e+00
2	2	+1.076e+01	+8.790e-01
3	3	+1.164e+01	+5.381e+00
2	2	+1.702e+01	+2.770e-01
1	1	+1.729e+01	+1.464e+00
3	3	+1.876e+01	+8.064e+00
2	2	+2.682e+01	+2.772e+00
1	1	+2.959e+01	+8.796e-01
3	3	+3.047e+01	+8.787e-01
2	2	+3.135e+01	+2.587e-01
1	1	+3.161e+01	+1.415e+00
2	2	+3.302e+01	+5.621e-01
1	1	+3.359e+01	+1.058e+00
2	2	+3.464e+01	+2.904e-02
3	3	+3.467e+01	+6.350e+00
2	2	+4.102e+01	+5.421e-01
3	3	+4.157e+01	+4.339e+00
2	2	+4.590e+01	+4.549e-01
1	1	+4.636e+01	+3.293e+00
3	3	+4.965e+01	+7.423e+00
2	2	+5.708e+01	+3.574e+00
3	3	+6.065e+01	+3.914e-01
2	2	+6.104e+01	+1.463e+00
1	1	+6.250e+01	+1.056e-01
3	3	+6.261e+01	+2.230e+00
2	2	+6.484e+01	+1.298e+00
3	3	+6.614e+01	+4.048e-01
2	2	+6.654e+01	+2.714e+00
3	3	+6.926e+01	+9.711e-01
2	2	+7.023e+01	+2.455e-01
3	3	+7.047e+01	+1.456e+00
1	1	+7.193e+01	+4.509e+00
3	3	+7.644e+01	+2.315e+00
2	2	+7.875e+01	+2.372e-01
1	1	+7.899e+01	+1.945e+00
3	3	+8.094e+01	+6.965e-01
2	2	+8.163e+01	+5.370e-01
3	3	+8.217e+01	+1.484e-01
2	2	+8.232e+01	+2.689e+00
3	3	+8.501e+01	+1.201e+00
2	2	+8.621e+01	+2.227e+00
1	1	+8.843e+01	+6.855e-01
3	3	+8.912e+01	+3.412e+00
1	1	+9.253e+01	+9.709e-01
3	3	+9.350e+01	+1.433e-01
1	1	+9.365e+01	+1.229e+00
3	3	+9.487e+01	+2.592e+00
2	2	+9.747e+01	+5.371e-01
3	3	+9.800e+01	+1.570e+00
2	2	+9.957e+01	+7.443e-02
3	3	+9.965e+01	+2.809e+00
2	2	+1.025e+02	+3.488e+00
1	1	+1.059e+02	+6.345e+00
2	2	+1.123e+02	+1.689e+00
3	3	+1.140e+02	+3.339e+00
1	1	+1.173e+02	+8.643e-02
3	3	+1.174e+02	+3.234e-02
2	2	+1.174e+02	+1.359e+00
1	1	+1.188e+02	+4.632e-01
3	3	+1.193e+02	+2.239e-01
2	2	+1.195e+02	+3.263e+00
1	1	+1.227e+02	+1.574e+00
3	3	+1.243e+02	+4.309e-02
2	2	+1.244e+02	+2.458e-01
3	3	+1.246e+02	+2.533e+00
1	1	+1.271e+02	+5.790e-01
3	3	+1.277e+02	+2.517e-02
2	2	+1.277e+02	+3.313e+00
1	1	+1.311e+02	+6.874e-01
2	2	+1.317e+02	+1.878e+00
3	3	+1.336e+02	+4.061e+00
2	2	+1.377e+02	+1.284e+00
1	1	+1.390e+02	+9.186e-01
3	3	+1.399e+02	+2.719e+00
2	2	+1.426e+02	+8.691e-01
1	1	+1.435e+02	+1.910e-01
3	3	+1.437e+02	+1.694e+00
2	2	+1.454e+02	+3.983e+00
1	1	+1.493e+02	+7.140e-01
3	3	+1.501e+02	+4.042e+00
2	2	+1.541e+02	+9.104e-01
1	1	+1.550e+02	+2.385e-01
3	3	+1.552e+02	+2.467e+00
2	2	+1.577e+02	+8.216e-01
1	1	+1.585e+02	+4.884e-02
2	2	+1.586e+02	+5.766e-01
1	1	+1.592e+02	+3.251e-01
3	3	+1.595e+02	+7.594e-01
1	1	+1.602e+02	+5.875e-01
3	3	+1.608e+02	+4.230e+00
2	2	+1.651e+02	+8.189e-01
3	3	+1.659e+02	+3.831e-01
2	2	+1.663e+02	+2.035e+00
1	1	+1.683e+02	+7.913e-01
3	3	+1.691e+02	+8.221e+00
2	2	+1.773e+02	+1.698e+00
3	3	+1.790e+02	+1.173e+00
2	2	+1.802e+02	+2.328e+00
3	3	+1.825e+02	+7.052e+00
2	2	+1.896e+02	+6.841e-01
3	3	+1.902e+02	+2.000e+00
2	2	+1.922e+02	+2.451e+00
3	3	+1.947e+02	+1.832e+00
0	0	+1.965e+02	+Inf
