%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.501e+00
2	2	+1.501e+00	+1.446e+00
1	1	+2.947e+00	+1.622e+00
3	3	+4.570e+00	+1.108e+00
2	2	+5.678e+00	+7.088e-01
1	1	+6.387e+00	+1.325e+00
3	3	+7.711e+00	+3.685e+00
2	2	+1.140e+01	+1.609e+00
1	1	+1.301e+01	+1.462e+00
3	3	+1.447e+01	+1.462e+00
2	2	+1.593e+01	+5.261e-01
3	3	+1.646e+01	+3.890e+00
2	2	+2.035e+01	+1.707e+00
1	1	+2.205e+01	+3.814e-01
3	3	+2.243e+01	+1.328e+00
1	1	+2.376e+01	+2.949e-01
3	3	+2.406e+01	+7.231e-01
2	2	+2.478e+01	+5.736e-01
3	3	+2.535e+01	+6.618e-01
2	2	+2.602e+01	+5.088e+00
1	1	+3.110e+01	+4.442e-01
3	3	+3.155e+01	+1.504e+00
2	2	+3.305e+01	+6.103e-01
1	1	+3.366e+01	+8.721e-01
2	2	+3.453e+01	+3.466e-01
1	1	+3.488e+01	+4.164e-01
3	3	+3.530e+01	+3.170e+00
2	2	+3.847e+01	+1.181e+00
1	1	+3.965e+01	+1.745e+00
2	2	+4.139e+01	+2.666e-01
1	1	+4.166e+01	+2.697e+00
2	2	+4.436e+01	+4.704e-01
3	3	+4.483e+01	+4.970e-01
2	2	+4.532e+01	+2.951e-01
3	3	+4.562e+01	+3.152e+00
1	1	+4.877e+01	+7.499e-02
3	3	+4.885e+01	+7.058e-01
1	1	+4.955e+01	+2.625e+00
3	3	+5.218e+01	+1.595e+00
2	2	+5.377e+01	+2.157e+00
1	1	+5.593e+01	+7.367e-01
2	2	+5.667e+01	+2.689e-01
3	3	+5.693e+01	+2.467e+00
2	2	+5.940e+01	+4.460e-01
1	1	+5.985e+01	+1.716e+00
2	2	+6.156e+01	+1.579e+00
3	3	+6.314e+01	+3.422e-01
2	2	+6.349e+01	+9.586e-02
3	3	+6.358e+01	+2.033e+00
2	2	+6.561e+01	+6.562e-01
3	3	+6.627e+01	+1.844e+00
1	1	+6.811e+01	+1.708e+00
3	3	+6.982e+01	+1.975e+00
1	1	+7.180e+01	+6.204e-01
3	3	+7.242e+01	+1.087e-01
2	2	+7.253e+01	+8.530e-01
3	3	+7.338e+01	+3.161e-01
1	1	+7.370e+01	+1.609e+00
3	3	+7.530e+01	+3.407e-01
2	2	+7.565e+01	+6.483e-01
1	1	+7.629e+01	+2.259e+00
3	3	+7.855e+01	+4.284e+00
2	2	+8.284e+01	+8.887e-01
1	1	+8.373e+01	+2.085e+00
2	2	+8.581e+01	+2.944e+00
3	3	+8.875e+01	+3.465e+00
2	2	+9.222e+01	+1.060e+00
1	1	+9.328e+01	+1.015e+00
2	2	+9.429e+01	+1.545e+00
3	3	+9.584e+01	+6.244e-01
2	2	+9.646e+01	+7.767e-01
3	3	+9.724e+01	+1.605e+00
2	2	+9.885e+01	+5.139e-01
1	1	+9.936e+01	+9.493e-01
2	2	+1.003e+02	+2.588e+00
3	3	+1.029e+02	+8.192e-02
2	2	+1.030e+02	+1.068e+00
3	3	+1.040e+02	+2.315e+00
2	2	+1.064e+02	+1.211e+00
1	1	+1.076e+02	+3.742e+00
2	2	+1.113e+02	+1.227e+00
3	3	+1.125e+02	+5.837e+00
2	2	+1.184e+02	+3.001e-01
3	3	+1.187e+02	+4.889e+00
1	1	+1.236e+02	+1.469e+00
3	3	+1.250e+02	+2.870e+00
2	2	+1.279e+02	+7.390e-01
1	1	+1.286e+02	+3.550e+00
3	3	+1.322e+02	+8.034e-01
2	2	+1.330e+02	+8.420e-01
3	3	+1.338e+02	+4.589e-01
1	1	+1.343e+02	+2.722e+00
3	3	+1.370e+02	+6.167e-01
1	1	+1.376e+02	+1.510e-01
2	2	+1.378e+02	+1.333e-01
3	3	+1.379e+02	+9.535e-01
2	2	+1.389e+02	+2.124e+00
1	1	+1.410e+02	+1.026e+00
2	2	+1.420e+02	+3.980e-01
1	1	+1.424e+02	+1.374e+00
3	3	+1.438e+02	+3.886e+00
2	2	+1.477e+02	+1.076e+00
1	1	+1.488e+02	+2.484e-01
3	3	+1.490e+02	+1.003e+00
2	2	+1.500e+02	+3.675e-01
1	1	+1.504e+02	+1.059e+00
2	2	+1.514e+02	+7.115e-01
3	3	+1.522e+02	+2.950e+00
1	1	+1.551e+02	+2.131e+00
2	2	+1.572e+02	+1.412e-02
3	3	+1.572e+02	+1.324e+00
2	2	+1.586e+02	+1.434e+00
3	3	+1.600e+02	+3.871e-01
2	2	+1.604e+02	+2.708e+00
3	3	+1.631e+02	+1.950e+00
2	2	+1.651e+02	+1.575e-01
3	3	+1.652e+02	+6.907e+00
2	2	+1.721e+02	+3.256e-01
1	1	+1.724e+02	+7.356e-01
3	3	+1.732e+02	+2.572e-01
2	2	+1.734e+02	+1.769e+00
1	1	+1.752e+02	+4.196e+00
2	2	+1.794e+02	+1.580e+00
3	3	+1.810e+02	+7.722e+00
2	2	+1.887e+02	+2.173e+00
3	3	+1.909e+02	+1.146e-01
2	2	+1.910e+02	+3.844e+00
3	3	+1.948e+02	+9.345e-01
2	2	+1.958e+02	+1.926e-01
1	1	+1.960e+02	+3.331e+00
3	3	+1.993e+02	+6.850e-01
2	2	+2.000e+02	+2.693e-02
0	0	+2.000e+02	+Inf
