%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+8.137e-01
3	3	+8.137e-01	+1.183e+00
2	2	+1.997e+00	+2.702e+00
3	3	+4.698e+00	+1.778e+00
2	2	+6.477e+00	+2.110e-01
3	3	+6.688e+00	+2.894e-01
2	2	+6.977e+00	+1.490e+00
3	3	+8.467e+00	+6.153e+00
2	2	+1.462e+01	+3.631e-01
1	1	+1.498e+01	+6.591e-01
2	2	+1.564e+01	+5.617e-01
1	1	+1.620e+01	+9.669e-01
2	2	+1.717e+01	+1.250e-01
1	1	+1.730e+01	+2.713e+00
2	2	+2.001e+01	+1.250e+00
3	3	+2.126e+01	+6.803e-01
2	2	+2.194e+01	+1.586e+00
1	1	+2.353e+01	+1.074e+00
3	3	+2.460e+01	+1.936e-01
2	2	+2.479e+01	+1.441e+00
1	1	+2.624e+01	+3.220e-01
2	2	+2.656e+01	+1.310e+00
3	3	+2.787e+01	+1.439e+00
2	2	+2.931e+01	+2.111e+00
3	3	+3.142e+01	+3.162e+00
2	2	+3.458e+01	+3.120e+00
3	3	+3.770e+01	+1.654e+00
2	2	+3.935e+01	+3.352e+00
3	3	+4.271e+01	+1.888e+00
2	2	+4.459e+01	+4.904e+00
3	3	+4.950e+01	+4.070e+00
2	2	+5.357e+01	+7.856e-01
1	1	+5.435e+01	+3.368e-01
2	2	+5.469e+01	+7.499e-01
3	3	+5.544e+01	+1.475e+00
2	2	+5.692e+01	+9.343e-01
3	3	+5.785e+01	+9.915e-01
2	2	+5.884e+01	+1.232e+00
1	1	+6.007e+01	+1.690e+00
3	3	+6.176e+01	+7.416e+00
2	2	+6.918e+01	+7.374e-01
1	1	+6.992e+01	+7.740e-01
3	3	+7.069e+01	+8.491e-01
2	2	+7.154e+01	+1.433e-01
1	1	+7.168e+01	+1.338e+00
3	3	+7.302e+01	+8.126e-01
2	2	+7.383e+01	+5.675e+00
1	1	+7.951e+01	+5.829e-01
2	2	+8.009e+01	+7.708e-01
3	3	+8.086e+01	+2.193e+00
2	2	+8.306e+01	+1.547e-02
3	3	+8.307e+01	+1.488e+00
1	1	+8.456e+01	+2.485e-01
2	2	+8.481e+01	+1.761e+00
3	3	+8.657e+01	+6.666e+00
1	1	+9.323e+01	+7.002e-01
3	3	+9.393e+01	+1.649e-01
2	2	+9.410e+01	+1.394e+00
1	1	+9.549e+01	+1.104e-01
3	3	+9.560e+01	+6.892e-01
2	2	+9.629e+01	+4.345e-01
1	1	+9.673e+01	+1.307e-01
3	3	+9.686e+01	+4.937e-01
2	2	+9.735e+01	+1.993e-01
3	3	+9.755e+01	+3.797e+00
2	2	+1.013e+02	+6.222e-02
3	3	+1.014e+02	+3.199e+00
2	2	+1.046e+02	+1.286e+00
1	1	+1.059e+02	+2.105e+00
2	2	+1.080e+02	+1.923e-01
1	1	+1.082e+02	+2.302e-01
2	2	+1.084e+02	+8.625e-02
3	3	+1.085e+02	+8.881e-01
2	2	+1.094e+02	+1.649e-01
1	1	+1.096e+02	+1.049e+00
2	2	+1.106e+02	+1.086e-01
3	3	+1.107e+02	+2.691e+00
2	2	+1.134e+02	+1.364e-01
1	1	+1.135e+02	+1.356e+00
