%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+4.395e-01
1	1	+4.395e-01	+8.004e-01
3	3	+1.240e+00	+3.233e-02
2	2	+1.272e+00	+1.337e+00
3	3	+2.609e+00	+2.618e+00
2	2	+5.227e+00	+5.264e-01
3	3	+5.754e+00	+3.726e+00
2	2	+9.480e+00	+1.710e-01
3	3	+9.651e+00	+3.957e-01
2	2	+1.005e+01	+6.592e-01
3	3	+1.071e+01	+1.953e+00
2	2	+1.266e+01	+9.371e-01
3	3	+1.360e+01	+1.059e+00
2	2	+1.465e+01	+1.240e+00
3	3	+1.589e+01	+5.006e-01
2	2	+1.639e+01	+9.183e-01
3	3	+1.731e+01	+7.046e-02
1	1	+1.738e+01	+2.534e-01
3	3	+1.764e+01	+2.003e+00
2	2	+1.964e+01	+3.018e+00
3	3	+2.266e+01	+2.551e-01
2	2	+2.291e+01	+2.363e-02
1	1	+2.294e+01	+1.915e+00
3	3	+2.485e+01	+1.052e+00
2	2	+2.590e+01	+8.795e-01
1	1	+2.678e+01	+4.917e-01
3	3	+2.727e+01	+1.337e+00
2	2	+2.861e+01	+1.333e-01
1	1	+2.875e+01	+2.617e+00
2	2	+3.136e+01	+8.539e-01
1	1	+3.222e+01	+4.945e+00
3	3	+3.716e+01	+6.555e-01
2	2	+3.782e+01	+2.104e+00
1	1	+3.992e+01	+8.098e-01
3	3	+4.073e+01	+2.834e+00
2	2	+4.356e+01	+6.531e-01
1	1	+4.422e+01	+2.630e-01
3	3	+4.448e+01	+9.394e-01
2	2	+4.542e+01	+4.245e-01
3	3	+4.584e+01	+4.373e+00
2	2	+5.022e+01	+1.628e+00
3	3	+5.185e+01	+1.470e+00
2	2	+5.332e+01	+1.108e+00
1	1	+5.442e+01	+1.227e-01
3	3	+5.455e+01	+9.133e-02
2	2	+5.464e+01	+2.454e-01
3	3	+5.488e+01	+1.872e+00
1	1	+5.676e+01	+1.328e+00
2	2	+5.808e+01	+4.747e-01
1	1	+5.856e+01	+5.450e-01
2	2	+5.910e+01	+2.224e-01
3	3	+5.933e+01	+1.213e-01
2	2	+5.945e+01	+7.245e-01
1	1	+6.017e+01	+5.012e-01
3	3	+6.067e+01	+4.147e+00
2	2	+6.482e+01	+1.629e+00
3	3	+6.645e+01	+6.541e+00
1	1	+7.299e+01	+5.600e-01
3	3	+7.355e+01	+8.616e-01
2	2	+7.441e+01	+1.561e+00
1	1	+7.597e+01	+3.040e+00
3	3	+7.901e+01	+1.397e+00
2	2	+8.041e+01	+3.658e+00
1	1	+8.407e+01	+5.454e-01
3	3	+8.461e+01	+1.407e+00
2	2	+8.602e+01	+2.933e+00
3	3	+8.895e+01	+1.361e+01
2	2	+1.026e+02	+8.068e-01
3	3	+1.034e+02	+3.096e+00
2	2	+1.065e+02	+1.404e-01
3	3	+1.066e+02	+3.581e+00
2	2	+1.102e+02	+5.575e-01
3	3	+1.107e+02	+4.207e+00
2	2	+1.150e+02	+1.169e+00
1	1	+1.161e+02	+1.422e+00
3	3	+1.175e+02	+8.812e+00
2	2	+1.264e+02	+3.828e-01
3	3	+1.267e+02	+3.455e+00
1	1	+1.302e+02	+2.765e-02
3	3	+1.302e+02	+7.240e-01
2	2	+1.309e+02	+4.094e-01
3	3	+1.314e+02	+2.053e+00
2	2	+1.334e+02	+1.201e+00
1	1	+1.346e+02	+2.990e+00
3	3	+1.376e+02	+4.776e-01
2	2	+1.381e+02	+1.570e+00
3	3	+1.396e+02	+1.659e+00
2	2	+1.413e+02	+3.882e+00
3	3	+1.452e+02	+6.147e-01
2	2	+1.458e+02	+3.406e+00
1	1	+1.492e+02	+2.644e-01
2	2	+1.495e+02	+2.200e+00
1	1	+1.517e+02	+8.553e-01
3	3	+1.525e+02	+8.066e+00
2	2	+1.606e+02	+7.687e-01
3	3	+1.614e+02	+2.415e+00
2	2	+1.638e+02	+1.296e+00
3	3	+1.651e+02	+6.225e-01
2	2	+1.657e+02	+1.544e-01
1	1	+1.659e+02	+1.136e+00
3	3	+1.670e+02	+9.040e-01
2	2	+1.679e+02	+2.295e+00
3	3	+1.702e+02	+2.068e+00
2	2	+1.723e+02	+2.720e+00
3	3	+1.750e+02	+3.621e+00
2	2	+1.786e+02	+2.668e+00
3	3	+1.813e+02	+3.316e+00
2	2	+1.846e+02	+1.246e-01
1	1	+1.847e+02	+8.329e-01
2	2	+1.855e+02	+2.933e+00
3	3	+1.885e+02	+6.047e+00
2	2	+1.945e+02	+5.427e-01
3	3	+1.951e+02	+3.171e+00
2	2	+1.982e+02	+4.807e-01
3	3	+1.987e+02	+2.386e-01
2	2	+1.990e+02	+8.125e-01
1	1	+1.998e+02	+2.364e-01
0	0	+2.000e+02	+Inf
