%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+3.828e-01
1	1	+3.828e-01	+2.598e+00
2	2	+2.980e+00	+7.292e+00
3	3	+1.027e+01	+1.560e+00
2	2	+1.183e+01	+1.821e+00
3	3	+1.365e+01	+1.131e+00
2	2	+1.478e+01	+1.239e+00
3	3	+1.602e+01	+2.009e+00
2	2	+1.803e+01	+1.320e-01
3	3	+1.816e+01	+1.683e-01
2	2	+1.833e+01	+9.237e-01
1	1	+1.926e+01	+8.376e-01
2	2	+2.009e+01	+1.654e+00
1	1	+2.175e+01	+1.828e+00
3	3	+2.358e+01	+2.428e+00
2	2	+2.600e+01	+7.317e-01
1	1	+2.674e+01	+1.034e-01
2	2	+2.684e+01	+4.824e-01
1	1	+2.732e+01	+2.546e+00
3	3	+2.987e+01	+4.036e-01
2	2	+3.027e+01	+4.382e+00
1	1	+3.465e+01	+3.654e+00
2	2	+3.831e+01	+7.708e-02
1	1	+3.838e+01	+5.839e-01
2	2	+3.897e+01	+6.141e-01
3	3	+3.958e+01	+1.856e+00
2	2	+4.144e+01	+5.533e-01
3	3	+4.199e+01	+7.085e-01
2	2	+4.270e+01	+4.316e+00
3	3	+4.702e+01	+1.798e+00
2	2	+4.881e+01	+1.751e+00
1	1	+5.056e+01	+1.561e+00
2	2	+5.213e+01	+7.086e-01
1	1	+5.283e+01	+3.816e-02
2	2	+5.287e+01	+3.746e+00
1	1	+5.662e+01	+1.051e-01
3	3	+5.672e+01	+2.226e+00
2	2	+5.895e+01	+9.879e-01
1	1	+5.994e+01	+4.495e+00
3	3	+6.443e+01	+3.724e-01
2	2	+6.481e+01	+4.175e-01
3	3	+6.522e+01	+5.817e+00
2	2	+7.104e+01	+1.251e+00
3	3	+7.229e+01	+5.371e+00
2	2	+7.766e+01	+2.891e+00
1	1	+8.055e+01	+6.757e-02
3	3	+8.062e+01	+1.005e+00
2	2	+8.163e+01	+5.258e-01
1	1	+8.215e+01	+4.377e-01
2	2	+8.259e+01	+4.792e-01
3	3	+8.307e+01	+2.996e+00
2	2	+8.606e+01	+1.766e+00
1	1	+8.783e+01	+9.436e-01
2	2	+8.877e+01	+1.504e+00
1	1	+9.028e+01	+5.029e+00
3	3	+9.531e+01	+3.981e+00
2	2	+9.929e+01	+2.469e-01
1	1	+9.953e+01	+1.744e+00
3	3	+1.013e+02	+5.672e-01
2	2	+1.018e+02	+2.621e+00
3	3	+1.045e+02	+9.003e-01
1	1	+1.054e+02	+6.791e-01
2	2	+1.060e+02	+3.629e-01
1	1	+1.064e+02	+9.027e-01
3	3	+1.073e+02	+9.559e-01
2	2	+1.083e+02	+4.774e-01
3	3	+1.087e+02	+2.686e-01
2	2	+1.090e+02	+1.578e+00
1	1	+1.106e+02	+3.085e-01
0	0	+1.109e+02	+Inf
