%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+8.389e-01
3	3	+8.389e-01	+3.130e+00
2	2	+3.969e+00	+1.331e+00
1	1	+5.300e+00	+1.924e+00
3	3	+7.224e+00	+2.781e+00
2	2	+1.000e+01	+2.323e-01
1	1	+1.024e+01	+1.535e+00
3	3	+1.177e+01	+1.289e+00
2	2	+1.306e+01	+2.188e-01
1	1	+1.328e+01	+8.421e-01
2	2	+1.412e+01	+7.129e-01
3	3	+1.483e+01	+1.213e+00
2	2	+1.605e+01	+1.531e-01
1	1	+1.620e+01	+2.307e-01
3	3	+1.643e+01	+2.919e+00
2	2	+1.935e+01	+6.898e-01
3	3	+2.004e+01	+5.998e-01
2	2	+2.064e+01	+3.401e-01
3	3	+2.098e+01	+2.034e+00
2	2	+2.301e+01	+1.831e+00
1	1	+2.485e+01	+9.565e-01
3	3	+2.580e+01	+2.113e+00
2	2	+2.792e+01	+1.013e+00
3	3	+2.893e+01	+1.523e+00
2	2	+3.045e+01	+4.865e+00
3	3	+3.532e+01	+5.676e-01
2	2	+3.588e+01	+1.417e+00
1	1	+3.730e+01	+7.897e-02
3	3	+3.738e+01	+1.710e+00
2	2	+3.909e+01	+7.387e-01
1	1	+3.983e+01	+3.535e-01
3	3	+4.018e+01	+9.669e-01
1	1	+4.115e+01	+1.377e+00
3	3	+4.253e+01	+1.268e-01
2	2	+4.265e+01	+1.304e+00
1	1	+4.396e+01	+1.221e+00
3	3	+4.518e+01	+1.580e+00
2	2	+4.676e+01	+1.254e+00
3	3	+4.801e+01	+7.714e-01
2	2	+4.878e+01	+7.640e-01
3	3	+4.955e+01	+3.078e-01
2	2	+4.986e+01	+2.069e+00
1	1	+5.192e+01	+3.218e-01
3	3	+5.225e+01	+4.779e-01
2	2	+5.272e+01	+4.526e-01
3	3	+5.318e+01	+1.490e+00
2	2	+5.467e+01	+5.580e-01
3	3	+5.523e+01	+4.643e+00
2	2	+5.987e+01	+2.180e+00
1	1	+6.205e+01	+3.311e-01
3	3	+6.238e+01	+3.102e+00
1	1	+6.548e+01	+5.214e-01
3	3	+6.600e+01	+3.369e-01
2	2	+6.634e+01	+3.346e+00
3	3	+6.969e+01	+1.964e+00
2	2	+7.165e+01	+4.114e+00
1	1	+7.576e+01	+9.567e-02
3	3	+7.586e+01	+5.771e+00
2	2	+8.163e+01	+2.312e+00
3	3	+8.394e+01	+6.390e+00
2	2	+9.033e+01	+1.671e+00
3	3	+9.200e+01	+3.515e+00
2	2	+9.552e+01	+1.145e+00
1	1	+9.667e+01	+2.604e+00
3	3	+9.927e+01	+2.914e+00
2	2	+1.022e+02	+3.643e-01
1	1	+1.025e+02	+1.434e+00
3	3	+1.040e+02	+5.191e+00
2	2	+1.092e+02	+2.799e-02
1	1	+1.092e+02	+1.800e+00
3	3	+1.110e+02	+1.855e+00
1	1	+1.129e+02	+1.112e-01
3	3	+1.130e+02	+4.485e+00
2	2	+1.175e+02	+1.548e+00
1	1	+1.190e+02	+1.999e-01
3	3	+1.192e+02	+4.833e-01
0	0	+1.197e+02	+Inf
