%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.676e+03	+1.316e+03	+6.644e+03	+0.165
0.100	+6.236e+03	+1.328e+03	+5.429e+03	+0.176
0.200	+6.507e+03	-5.294e+02	+5.579e+03	-0.089
0.300	+5.537e+03	+7.442e+02	+6.774e+03	+0.118
0.400	+4.959e+03	-5.893e+02	+6.537e+03	-0.135
0.500	+6.326e+03	+4.375e+02	+7.076e+03	+0.065
0.600	+6.608e+03	+1.039e+03	+4.521e+03	+0.136
0.700	+6.595e+03	+7.436e+02	+6.399e+03	+0.101
0.800	+6.062e+03	+9.177e+01	+6.943e+03	+0.015
0.900	+5.617e+03	+2.989e+02	+6.195e+03	+0.051
1.000	+5.586e+03	+2.806e+02	+6.622e+03	+0.048
1.100	+6.374e+03	+1.413e+03	+6.807e+03	+0.182
1.200	+7.170e+03	+8.733e+02	+6.678e+03	+0.109
1.300	+5.997e+03	+1.037e+03	+7.393e+03	+0.147
1.400	+2.602e+03	+3.326e+03	+7.140e+03	+0.561
1.500	+2.261e+01	+6.083e+03	+6.115e+03	+0.996
1.600	-5.245e+01	+5.250e+03	+7.108e+03	+1.010
1.700	+7.509e+02	+5.339e+03	+7.078e+03	+0.877
1.800	+7.464e+02	+4.551e+03	+7.809e+03	+0.859
1.900	+3.076e+03	+4.446e+03	+7.092e+03	+0.591
2.000	+2.969e+03	+4.087e+03	+7.919e+03	+0.579
2.100	+3.525e+03	+2.588e+03	+5.990e+03	+0.423
2.200	+2.515e+03	+4.101e+03	+8.769e+03	+0.620
2.300	+3.626e+03	+3.797e+03	+8.680e+03	+0.512
2.400	+1.598e+03	+3.071e+03	+4.985e+03	+0.658
2.500	+2.782e+03	+2.930e+03	+7.047e+03	+0.513
2.600	+2.983e+03	+3.165e+03	+9.424e+03	+0.515
2.700	+1.998e+03	+4.131e+03	+7.337e+03	+0.674
2.800	+3.273e+03	+3.709e+03	+7.062e+03	+0.531
2.900	+2.726e+03	+2.459e+03	+7.964e+03	+0.474
3.000	+1.272e+03	+4.664e+03	+7.843e+03	+0.786
3.100	+1.789e+03	+3.267e+03	+6.412e+03	+0.646
3.200	+2.476e+03	+4.195e+03	+7.749e+03	+0.629
3.300	+2.339e+03	+4.867e+03	+7.920e+03	+0.675
3.400	+2.290e+03	+3.058e+03	+7.861e+03	+0.572
3.500	+2.359e+03	+2.630e+03	+7.912e+03	+0.527
3.600	+2.034e+03	+4.449e+03	+7.660e+03	+0.686
3.700	+2.779e+03	+4.528e+03	+6.752e+03	+0.620
3.800	+1.476e+03	+4.103e+03	+6.885e+03	+0.735
3.900	+4.169e+03	+2.815e+03	+9.503e+03	+0.403
4.000	+2.226e+03	+4.029e+03	+8.645e+03	+0.644
4.100	+2.568e+03	+4.716e+03	+7.354e+03	+0.647
4.200	+2.482e+03	+3.125e+03	+7.270e+03	+0.557
4.300	+3.227e+03	+4.439e+03	+7.715e+03	+0.579
4.400	+1.648e+03	+3.320e+03	+9.835e+03	+0.668
4.500	+3.704e+03	+4.455e+03	+7.646e+03	+0.546
4.600	+2.477e+03	+3.640e+03	+5.790e+03	+0.595
4.700	+3.968e+03	+4.850e+03	+8.053e+03	+0.550
4.800	+3.708e+03	+3.804e+03	+8.704e+03	+0.506
4.900	+2.291e+03	+3.285e+03	+8.780e+03	+0.589
5.000	+3.319e+03	+3.084e+03	+8.168e+03	+0.482
5.100	+1.546e+03	+3.487e+03	+8.226e+03	+0.693
5.200	+3.485e+03	+4.422e+03	+6.719e+03	+0.559
5.300	+2.959e+03	+2.502e+03	+7.879e+03	+0.458
5.400	+2.519e+03	+3.966e+03	+6.153e+03	+0.612
