%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+4.587e-01
2	2	+4.587e-01	+4.166e-02
3	3	+5.004e-01	+2.326e+00
2	2	+2.827e+00	+5.523e-01
1	1	+3.379e+00	+6.792e+00
2	2	+1.017e+01	+2.762e-01
1	1	+1.045e+01	+1.618e+00
2	2	+1.206e+01	+3.545e-01
3	3	+1.242e+01	+8.311e-01
1	1	+1.325e+01	+1.893e+00
3	3	+1.514e+01	+3.494e-01
2	2	+1.549e+01	+9.238e-01
3	3	+1.642e+01	+1.785e+00
1	1	+1.820e+01	+1.181e+00
3	3	+1.938e+01	+1.505e+00
1	1	+2.089e+01	+1.730e+00
3	3	+2.262e+01	+8.819e-01
2	2	+2.350e+01	+1.029e+00
1	1	+2.453e+01	+4.580e-01
2	2	+2.499e+01	+5.532e-01
1	1	+2.554e+01	+1.057e-01
3	3	+2.564e+01	+3.888e-01
2	2	+2.603e+01	+1.070e+00
3	3	+2.710e+01	+9.123e+00
2	2	+3.623e+01	+3.270e-01
3	3	+3.655e+01	+5.360e-01
2	2	+3.709e+01	+1.677e-01
1	1	+3.726e+01	+7.382e-01
2	2	+3.800e+01	+1.329e+00
3	3	+3.933e+01	+3.190e+00
2	2	+4.251e+01	+1.663e+00
3	3	+4.418e+01	+9.330e-01
1	1	+4.511e+01	+7.264e-01
2	2	+4.584e+01	+2.341e-01
3	3	+4.607e+01	+8.098e-01
1	1	+4.688e+01	+1.169e+00
3	3	+4.805e+01	+1.149e-01
1	1	+4.817e+01	+6.575e-01
2	2	+4.882e+01	+2.077e-02
3	3	+4.884e+01	+5.616e-01
2	2	+4.941e+01	+3.251e-01
1	1	+4.973e+01	+2.520e+00
3	3	+5.225e+01	+1.379e+00
0	0	+5.363e+01	+Inf
