%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+6.993e-01
3	3	+6.993e-01	+5.272e+00
1	1	+5.971e+00	+1.219e-01
3	3	+6.093e+00	+4.639e+00
2	2	+1.073e+01	+1.434e-01
1	1	+1.088e+01	+4.150e-01
3	3	+1.129e+01	+4.665e+00
1	1	+1.595e+01	+1.500e+00
3	3	+1.745e+01	+1.776e+00
2	2	+1.923e+01	+3.049e-01
3	3	+1.954e+01	+1.133e+00
1	1	+2.067e+01	+4.506e+00
3	3	+2.517e+01	+1.205e+00
2	2	+2.638e+01	+1.191e+00
1	1	+2.757e+01	+1.691e+00
2	2	+2.926e+01	+4.682e-01
3	3	+2.973e+01	+5.112e-02
2	2	+2.978e+01	+3.423e+00
3	3	+3.320e+01	+5.912e+00
2	2	+3.912e+01	+1.764e+00
1	1	+4.088e+01	+1.633e+00
2	2	+4.251e+01	+4.211e-01
3	3	+4.293e+01	+4.510e+00
2	2	+4.744e+01	+6.974e-01
3	3	+4.814e+01	+1.303e+00
2	2	+4.944e+01	+2.265e-01
1	1	+4.967e+01	+3.340e-01
3	3	+5.001e+01	+1.129e+00
1	1	+5.113e+01	+5.428e-01
3	3	+5.168e+01	+2.378e+00
2	2	+5.405e+01	+3.396e-01
3	3	+5.439e+01	+1.866e+00
2	2	+5.626e+01	+1.412e+00
1	1	+5.767e+01	+5.139e+00
3	3	+6.281e+01	+1.221e+00
2	2	+6.403e+01	+8.334e-01
1	1	+6.487e+01	+6.290e-01
3	3	+6.549e+01	+4.232e+00
2	2	+6.973e+01	+3.577e-01
1	1	+7.008e+01	+6.553e-01
3	3	+7.074e+01	+2.086e-01
1	1	+7.095e+01	+1.506e+00
3	3	+7.245e+01	+4.662e+00
2	2	+7.712e+01	+1.242e+00
3	3	+7.836e+01	+9.972e-02
2	2	+7.846e+01	+2.801e-01
1	1	+7.874e+01	+5.964e+00
2	2	+8.470e+01	+1.118e+00
1	1	+8.582e+01	+2.638e+00
3	3	+8.846e+01	+1.734e+00
2	2	+9.019e+01	+3.218e-01
1	1	+9.051e+01	+1.526e+00
3	3	+9.204e+01	+8.434e-01
2	2	+9.288e+01	+1.438e+00
3	3	+9.432e+01	+3.755e+00
2	2	+9.808e+01	+1.015e+00
1	1	+9.909e+01	+2.555e+00
3	3	+1.016e+02	+1.996e-01
2	2	+1.018e+02	+1.068e+00
3	3	+1.029e+02	+1.856e+00
2	2	+1.048e+02	+1.312e+00
1	1	+1.061e+02	+1.046e+00
2	2	+1.071e+02	+3.463e-01
1	1	+1.075e+02	+2.233e+00
3	3	+1.097e+02	+2.311e+00
2	2	+1.120e+02	+1.192e+00
1	1	+1.132e+02	+1.970e+00
3	3	+1.152e+02	+5.334e-01
1	1	+1.157e+02	+4.520e+00
2	2	+1.202e+02	+3.015e+00
3	3	+1.232e+02	+1.692e+00
2	2	+1.249e+02	+5.552e-02
3	3	+1.250e+02	+3.113e-01
2	2	+1.253e+02	+1.005e-02
1	1	+1.253e+02	+8.040e-01
2	2	+1.261e+02	+2.368e+00
1	1	+1.285e+02	+1.420e+00
2	2	+1.299e+02	+4.879e-02
3	3	+1.300e+02	+1.378e+00
0	0	+1.313e+02	+Inf
