%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+2.893e-01
2	2	+2.893e-01	+4.914e-02
1	1	+3.384e-01	+6.039e+00
3	3	+6.377e+00	+5.252e-01
2	2	+6.903e+00	+2.669e+00
3	3	+9.572e+00	+5.428e+00
2	2	+1.500e+01	+5.093e-01
3	3	+1.551e+01	+1.926e-01
2	2	+1.570e+01	+1.153e+00
1	1	+1.685e+01	+7.814e-01
2	2	+1.764e+01	+5.210e-01
3	3	+1.816e+01	+7.840e-01
1	1	+1.894e+01	+2.167e+00
3	3	+2.111e+01	+6.267e-01
2	2	+2.173e+01	+8.693e-02
3	3	+2.182e+01	+5.923e-01
2	2	+2.241e+01	+3.283e-01
1	1	+2.274e+01	+8.983e-01
2	2	+2.364e+01	+1.264e+00
1	1	+2.490e+01	+7.681e-01
3	3	+2.567e+01	+1.563e+00
1	1	+2.724e+01	+3.162e-01
3	3	+2.755e+01	+2.638e+00
2	2	+3.019e+01	+3.583e-01
3	3	+3.055e+01	+2.793e-01
2	2	+3.083e+01	+5.040e+00
3	3	+3.587e+01	+9.120e-01
1	1	+3.678e+01	+1.346e-01
3	3	+3.691e+01	+6.910e-01
2	2	+3.761e+01	+1.731e+00
3	3	+3.934e+01	+2.598e-01
2	2	+3.960e+01	+6.859e+00
3	3	+4.646e+01	+2.263e+00
1	1	+4.872e+01	+2.824e+00
3	3	+5.154e+01	+2.465e-01
2	2	+5.179e+01	+4.442e-01
1	1	+5.223e+01	+2.461e-01
3	3	+5.248e+01	+3.265e-01
2	2	+5.281e+01	+1.700e+00
1	1	+5.451e+01	+2.534e+00
3	3	+5.704e+01	+3.098e+00
2	2	+6.014e+01	+1.462e+00
1	1	+6.160e+01	+5.985e-02
2	2	+6.166e+01	+2.321e+00
3	3	+6.398e+01	+2.336e+00
2	2	+6.632e+01	+1.044e+00
1	1	+6.736e+01	+2.239e+00
3	3	+6.960e+01	+1.417e+00
2	2	+7.102e+01	+2.866e-01
3	3	+7.130e+01	+8.321e+00
2	2	+7.962e+01	+1.008e+00
3	3	+8.063e+01	+8.067e-01
2	2	+8.144e+01	+3.746e-01
1	1	+8.181e+01	+1.598e+00
2	2	+8.341e+01	+3.283e+00
3	3	+8.669e+01	+3.755e+00
1	1	+9.045e+01	+5.863e-01
2	2	+9.104e+01	+6.567e-01
1	1	+9.169e+01	+1.034e+00
2	2	+9.273e+01	+1.163e-01
1	1	+9.284e+01	+8.602e-02
2	2	+9.293e+01	+2.580e-01
1	1	+9.319e+01	+5.082e+00
2	2	+9.827e+01	+1.306e+00
3	3	+9.958e+01	+1.444e+00
2	2	+1.010e+02	+7.198e-01
3	3	+1.017e+02	+3.071e+00
2	2	+1.048e+02	+6.364e+00
3	3	+1.112e+02	+1.925e+00
1	1	+1.131e+02	+9.626e-01
2	2	+1.141e+02	+1.184e+00
3	3	+1.152e+02	+3.723e+00
2	2	+1.190e+02	+1.350e+00
3	3	+1.203e+02	+8.373e-01
2	2	+1.212e+02	+1.934e+00
3	3	+1.231e+02	+1.053e+00
2	2	+1.241e+02	+2.238e-02
1	1	+1.242e+02	+4.049e+00
2	2	+1.282e+02	+3.574e+00
3	3	+1.318e+02	+5.743e+00
2	2	+1.375e+02	+1.025e-01
1	1	+1.376e+02	+6.093e+00
3	3	+1.437e+02	+1.279e+00
2	2	+1.450e+02	+4.175e-01
1	1	+1.454e+02	+2.352e+00
3	3	+1.478e+02	+6.176e-01
2	2	+1.484e+02	+1.722e+00
1	1	+1.501e+02	+1.592e+00
3	3	+1.517e+02	+9.295e-01
2	2	+1.526e+02	+6.101e-01
3	3	+1.532e+02	+1.487e+00
2	2	+1.547e+02	+2.797e+00
3	3	+1.575e+02	+5.160e+00
1	1	+1.627e+02	+1.773e+00
2	2	+1.645e+02	+4.657e+00
1	1	+1.691e+02	+9.139e-01
3	3	+1.700e+02	+6.291e+00
2	2	+1.763e+02	+1.172e+00
3	3	+1.775e+02	+5.053e-01
2	2	+1.780e+02	+2.340e+00
3	3	+1.803e+02	+2.894e+00
0	0	+1.832e+02	+Inf
