%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+9.613e-01
2	2	+9.613e-01	+2.176e+00
3	3	+3.137e+00	+5.996e+00
2	2	+9.134e+00	+3.626e-01
3	3	+9.496e+00	+9.567e-03
2	2	+9.506e+00	+8.181e-01
3	3	+1.032e+01	+2.281e+00
2	2	+1.261e+01	+1.218e+00
1	1	+1.382e+01	+6.971e-01
3	3	+1.452e+01	+8.618e-01
2	2	+1.538e+01	+1.940e-01
3	3	+1.558e+01	+7.573e-01
2	2	+1.633e+01	+6.696e-01
3	3	+1.700e+01	+5.242e-01
2	2	+1.753e+01	+2.998e+00
1	1	+2.053e+01	+1.429e+00
3	3	+2.195e+01	+2.022e+00
1	1	+2.398e+01	+4.920e-01
2	2	+2.447e+01	+1.604e+00
1	1	+2.607e+01	+4.516e+00
2	2	+3.059e+01	+4.993e-01
3	3	+3.109e+01	+5.694e+00
2	2	+3.678e+01	+2.625e-01
1	1	+3.704e+01	+8.685e-01
3	3	+3.791e+01	+2.259e+00
2	2	+4.017e+01	+4.224e-01
1	1	+4.059e+01	+2.389e-01
3	3	+4.083e+01	+8.100e-01
2	2	+4.164e+01	+8.926e-01
3	3	+4.254e+01	+7.760e-01
2	2	+4.331e+01	+1.368e+00
3	3	+4.468e+01	+1.168e+00
2	2	+4.585e+01	+8.769e-02
3	3	+4.594e+01	+1.773e-01
2	2	+4.611e+01	+3.019e-01
3	3	+4.642e+01	+8.964e-01
2	2	+4.731e+01	+1.052e-01
1	1	+4.742e+01	+5.205e-01
2	2	+4.794e+01	+2.213e-02
1	1	+4.796e+01	+3.195e+00
2	2	+5.115e+01	+1.165e+00
3	3	+5.232e+01	+1.574e+00
2	2	+5.389e+01	+2.569e+00
1	1	+5.646e+01	+2.857e-01
3	3	+5.675e+01	+6.245e+00
2	2	+6.299e+01	+1.972e-01
3	3	+6.319e+01	+8.705e-01
2	2	+6.406e+01	+2.323e+00
3	3	+6.638e+01	+5.272e+00
2	2	+7.166e+01	+6.427e+00
1	1	+7.808e+01	+2.115e-02
3	3	+7.810e+01	+5.515e-02
2	2	+7.816e+01	+6.703e-01
1	1	+7.883e+01	+4.821e-01
2	2	+7.931e+01	+4.530e-01
3	3	+7.976e+01	+6.588e-01
1	1	+8.042e+01	+1.912e+00
2	2	+8.234e+01	+1.407e+00
1	1	+8.374e+01	+4.147e-01
3	3	+8.416e+01	+1.988e+00
2	2	+8.615e+01	+2.228e+00
3	3	+8.837e+01	+1.652e+00
2	2	+9.003e+01	+1.024e+00
3	3	+9.105e+01	+2.121e+00
2	2	+9.317e+01	+2.437e+00
1	1	+9.561e+01	+4.529e+00
2	2	+1.001e+02	+3.253e+00
3	3	+1.034e+02	+6.323e-01
2	2	+1.040e+02	+3.973e-01
1	1	+1.044e+02	+1.536e-01
2	2	+1.046e+02	+4.963e-01
1	1	+1.051e+02	+4.924e-02
3	3	+1.051e+02	+1.618e+00
2	2	+1.067e+02	+1.148e-01
3	3	+1.069e+02	+4.632e+00
2	2	+1.115e+02	+2.503e+00
1	1	+1.140e+02	+2.927e+00
3	3	+1.169e+02	+4.321e+00
2	2	+1.212e+02	+5.183e+00
1	1	+1.264e+02	+1.121e+00
3	3	+1.275e+02	+2.365e+00
2	2	+1.299e+02	+7.556e-01
1	1	+1.307e+02	+2.701e+00
2	2	+1.334e+02	+2.410e+00
1	1	+1.358e+02	+2.982e+00
2	2	+1.388e+02	+2.220e+00
3	3	+1.410e+02	+3.122e+00
2	2	+1.441e+02	+9.031e-01
3	3	+1.450e+02	+3.283e+00
2	2	+1.483e+02	+2.237e+00
1	1	+1.505e+02	+5.356e-02
2	2	+1.506e+02	+1.302e+00
1	1	+1.519e+02	+3.458e-01
2	2	+1.522e+02	+6.160e-01
1	1	+1.528e+02	+1.370e-01
3	3	+1.530e+02	+4.375e+00
2	2	+1.573e+02	+1.589e+00
3	3	+1.589e+02	+1.501e+00
2	2	+1.604e+02	+1.754e+00
1	1	+1.622e+02	+4.333e-01
3	3	+1.626e+02	+6.382e-02
2	2	+1.627e+02	+1.391e+00
1	1	+1.641e+02	+1.177e+00
3	3	+1.653e+02	+5.361e+00
2	2	+1.706e+02	+1.011e+00
3	3	+1.716e+02	+8.362e-02
2	2	+1.717e+02	+4.706e-01
1	1	+1.722e+02	+1.925e+00
3	3	+1.741e+02	+1.028e-01
2	2	+1.742e+02	+1.298e-01
3	3	+1.743e+02	+1.325e+00
2	2	+1.757e+02	+4.342e+00
1	1	+1.800e+02	+1.544e+00
2	2	+1.816e+02	+6.011e-01
1	1	+1.822e+02	+1.549e+00
3	3	+1.837e+02	+2.299e-01
2	2	+1.839e+02	+7.956e+00
1	1	+1.919e+02	+2.105e-01
3	3	+1.921e+02	+1.302e+00
2	2	+1.934e+02	+2.644e+00
3	3	+1.960e+02	+4.322e-01
2	2	+1.965e+02	+3.291e-01
1	1	+1.968e+02	+9.343e-01
2	2	+1.977e+02	+8.263e-02
3	3	+1.978e+02	+7.352e-01
2	2	+1.986e+02	+2.244e-01
1	1	+1.988e+02	+1.217e+00
0	0	+2.000e+02	+Inf
