%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.292e+00
3	3	+2.292e+00	+4.007e+00
2	2	+6.300e+00	+1.135e-01
1	1	+6.413e+00	+1.111e+00
3	3	+7.524e+00	+7.314e-01
1	1	+8.255e+00	+3.389e-01
3	3	+8.594e+00	+1.629e+00
2	2	+1.022e+01	+1.307e+00
3	3	+1.153e+01	+5.775e+00
2	2	+1.731e+01	+1.455e+00
3	3	+1.876e+01	+5.378e+00
2	2	+2.414e+01	+2.083e+00
1	1	+2.622e+01	+4.469e-01
3	3	+2.667e+01	+4.158e+00
2	2	+3.083e+01	+7.557e-01
1	1	+3.158e+01	+2.798e+00
3	3	+3.438e+01	+5.457e-01
2	2	+3.493e+01	+9.945e-01
1	1	+3.592e+01	+5.855e-01
3	3	+3.651e+01	+2.885e+00
2	2	+3.939e+01	+2.038e+00
1	1	+4.143e+01	+1.909e+00
2	2	+4.334e+01	+2.688e-01
1	1	+4.361e+01	+6.055e-01
3	3	+4.421e+01	+4.966e-02
2	2	+4.426e+01	+2.189e-01
1	1	+4.448e+01	+8.334e-02
2	2	+4.456e+01	+8.323e+00
3	3	+5.289e+01	+1.884e+00
2	2	+5.477e+01	+1.068e+00
1	1	+5.584e+01	+9.305e-01
3	3	+5.677e+01	+1.890e-01
2	2	+5.696e+01	+1.530e+00
3	3	+5.849e+01	+1.922e+00
2	2	+6.041e+01	+4.726e-01
1	1	+6.088e+01	+1.700e+00
3	3	+6.258e+01	+5.831e-01
1	1	+6.317e+01	+1.649e+00
3	3	+6.482e+01	+1.396e+00
1	1	+6.621e+01	+3.904e+00
3	3	+7.012e+01	+2.356e+00
2	2	+7.247e+01	+4.107e-01
3	3	+7.288e+01	+2.475e+00
2	2	+7.536e+01	+5.381e-01
1	1	+7.590e+01	+1.480e+00
2	2	+7.738e+01	+7.694e-01
3	3	+7.815e+01	+2.007e+00
2	2	+8.015e+01	+2.276e-03
3	3	+8.016e+01	+1.164e+00
2	2	+8.132e+01	+1.844e+00
0	0	+8.316e+01	+Inf
