%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.859e+02	+6.499e+03	+8.757e+03	+0.917
0.100	-7.169e+01	+8.098e+03	+7.266e+03	+1.009
0.200	+4.853e+02	+8.072e+03	+8.526e+03	+0.943
0.300	+3.349e+02	+9.309e+03	+6.919e+03	+0.965
0.400	-2.138e+01	+8.126e+03	+9.636e+03	+1.003
0.500	+7.037e+02	+8.850e+03	+1.079e+04	+0.926
0.600	+2.529e+03	+7.807e+03	+8.733e+03	+0.755
0.700	+1.812e+03	+8.986e+03	+9.742e+03	+0.832
0.800	+6.907e+02	+6.818e+03	+9.390e+03	+0.908
0.900	+1.815e+03	+7.207e+03	+7.550e+03	+0.799
1.000	+2.356e+02	+6.767e+03	+7.818e+03	+0.966
1.100	+4.644e+02	+7.266e+03	+9.916e+03	+0.940
1.200	+6.145e+02	+8.901e+03	+6.631e+03	+0.935
1.300	+7.893e+02	+9.377e+03	+9.412e+03	+0.922
1.400	+1.158e+02	+7.042e+03	+6.807e+03	+0.984
1.500	+5.255e+03	+5.241e+03	+9.518e+03	+0.499
1.600	+3.178e+03	+5.419e+03	+7.693e+03	+0.630
1.700	+4.581e+03	+5.669e+03	+8.837e+03	+0.553
1.800	+5.396e+03	+7.339e+03	+8.668e+03	+0.576
1.900	+4.336e+03	+4.841e+03	+7.402e+03	+0.528
2.000	+4.300e+03	+5.223e+03	+5.443e+03	+0.548
2.100	+4.859e+03	+5.057e+03	+9.673e+03	+0.510
2.200	+5.332e+03	+6.656e+03	+8.978e+03	+0.555
2.300	+4.462e+03	+4.672e+03	+7.201e+03	+0.511
2.400	+3.880e+03	+4.612e+03	+7.213e+03	+0.543
2.500	+4.383e+03	+6.398e+03	+8.305e+03	+0.593
2.600	+4.257e+03	+6.316e+03	+8.522e+03	+0.597
2.700	+3.804e+03	+2.972e+03	+6.642e+03	+0.439
2.800	+4.075e+03	+5.722e+03	+7.734e+03	+0.584
2.900	+6.088e+03	+1.754e+03	+7.925e+03	+0.224
3.000	+8.702e+03	-7.171e+02	+9.056e+03	-0.090
3.100	+9.731e+03	+2.253e+03	+8.776e+03	+0.188
3.200	+9.620e+03	+1.039e+03	+9.273e+03	+0.097
3.300	+9.686e+03	+2.203e+02	+9.633e+03	+0.022
3.400	+8.604e+03	+6.120e+02	+1.075e+04	+0.066
3.500	+8.673e+03	+1.386e+03	+9.846e+03	+0.138
3.600	+8.673e+03	+1.139e+03	+1.088e+04	+0.116
3.700	+5.435e+03	+8.530e+02	+9.797e+03	+0.136
3.800	+8.538e+03	+1.309e+03	+1.061e+04	+0.133
3.900	+8.677e+03	+2.687e+02	+1.040e+04	+0.030
4.000	+7.839e+03	+1.816e+03	+9.502e+03	+0.188
4.100	+8.931e+03	+1.669e+03	+7.160e+03	+0.157
4.200	+7.666e+03	+1.275e+03	+1.192e+04	+0.143
4.300	+9.590e+03	+1.956e+03	+1.029e+04	+0.169
4.400	+7.370e+03	+9.289e+02	+1.168e+04	+0.112
4.500	+7.496e+03	+3.158e+03	+9.064e+03	+0.296
4.600	+6.205e+02	+7.131e+03	+7.998e+03	+0.920
4.700	+5.062e+02	+7.039e+03	+8.574e+03	+0.933
4.800	+2.011e+03	+6.623e+03	+7.713e+03	+0.767
4.900	+7.242e+02	+9.521e+03	+1.152e+04	+0.929
5.000	+4.864e+02	+7.569e+03	+9.586e+03	+0.940
5.100	-5.555e+02	+6.339e+03	+6.309e+03	+1.096
5.200	+2.191e+03	+8.736e+03	+9.771e+03	+0.799
5.300	+1.875e+03	+8.747e+03	+7.845e+03	+0.824
5.400	+1.569e+03	+7.066e+03	+9.688e+03	+0.818
5.500	+1.151e+02	+8.183e+03	+8.986e+03	+0.986
5.600	+2.573e+03	+7.566e+03	+8.839e+03	+0.746
5.700	+4.169e+03	+4.915e+03	+1.177e+04	+0.541
5.800	+4.537e+03	+4.175e+03	+9.518e+03	+0.479
5.900	+6.034e+03	+4.565e+03	+9.579e+03	+0.431
6.000	+4.260e+03	+3.573e+03	+9.638e+03	+0.456
6.100	+4.431e+03	+5.786e+03	+6.717e+03	+0.566
6.200	+4.787e+03	+5.720e+03	+9.791e+03	+0.544
6.300	+5.699e+03	+3.267e+03	+1.047e+04	+0.364
