%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.112e-01
3	3	+1.112e-01	+2.181e+00
2	2	+2.292e+00	+1.489e+00
1	1	+3.781e+00	+5.077e-01
3	3	+4.289e+00	+1.005e+00
2	2	+5.293e+00	+2.658e+00
1	1	+7.951e+00	+1.646e-01
3	3	+8.116e+00	+1.668e+00
2	2	+9.784e+00	+4.967e-01
3	3	+1.028e+01	+2.811e+00
2	2	+1.309e+01	+3.813e+00
3	3	+1.690e+01	+6.498e-01
1	1	+1.755e+01	+1.690e-01
3	3	+1.772e+01	+2.984e-02
2	2	+1.775e+01	+1.083e+00
1	1	+1.884e+01	+1.724e+00
3	3	+2.056e+01	+1.739e+00
2	2	+2.230e+01	+5.232e-01
1	1	+2.282e+01	+1.783e+00
2	2	+2.461e+01	+2.111e-01
1	1	+2.482e+01	+7.775e-01
2	2	+2.559e+01	+1.188e+00
1	1	+2.678e+01	+1.585e+00
2	2	+2.837e+01	+1.732e+00
3	3	+3.010e+01	+2.567e+00
2	2	+3.267e+01	+1.620e+00
3	3	+3.428e+01	+5.834e+00
1	1	+4.012e+01	+1.475e+00
3	3	+4.159e+01	+6.484e-01
2	2	+4.224e+01	+2.484e+00
3	3	+4.473e+01	+4.826e+00
2	2	+4.955e+01	+2.302e+00
3	3	+5.185e+01	+1.570e+00
2	2	+5.342e+01	+2.194e-01
3	3	+5.364e+01	+1.151e+00
2	2	+5.479e+01	+1.664e+00
3	3	+5.646e+01	+7.869e-01
2	2	+5.725e+01	+3.465e-01
3	3	+5.759e+01	+7.273e-01
2	2	+5.832e+01	+2.215e-01
1	1	+5.854e+01	+2.337e+00
2	2	+6.088e+01	+3.599e-02
3	3	+6.091e+01	+6.074e+00
2	2	+6.699e+01	+2.520e+00
3	3	+6.951e+01	+1.903e+00
2	2	+7.141e+01	+2.227e-01
3	3	+7.163e+01	+2.649e-01
2	2	+7.190e+01	+5.900e-01
3	3	+7.249e+01	+1.289e-01
2	2	+7.262e+01	+9.436e-01
1	1	+7.356e+01	+5.151e-01
2	2	+7.408e+01	+1.067e+00
3	3	+7.514e+01	+2.381e+00
2	2	+7.752e+01	+1.580e+00
3	3	+7.910e+01	+4.745e-01
2	2	+7.958e+01	+2.073e+00
1	1	+8.165e+01	+9.604e-01
2	2	+8.261e+01	+5.217e+00
3	3	+8.783e+01	+1.904e+00
2	2	+8.973e+01	+3.335e+00
1	1	+9.307e+01	+5.443e-01
3	3	+9.361e+01	+2.396e-01
1	1	+9.385e+01	+6.517e-01
2	2	+9.450e+01	+9.439e-02
3	3	+9.460e+01	+2.344e+00
2	2	+9.694e+01	+1.859e-01
1	1	+9.713e+01	+1.113e+00
3	3	+9.824e+01	+3.053e+00
2	2	+1.013e+02	+4.517e-01
1	1	+1.017e+02	+2.641e-02
3	3	+1.018e+02	+1.113e+00
0	0	+1.029e+02	+Inf
