%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+1.227e+00
3	3	+1.227e+00	+3.962e-01
2	2	+1.623e+00	+1.191e+00
3	3	+2.814e+00	+1.480e+00
2	2	+4.294e+00	+3.944e-01
3	3	+4.689e+00	+8.768e-01
2	2	+5.565e+00	+5.067e-03
3	3	+5.570e+00	+9.169e-02
2	2	+5.662e+00	+1.229e+00
3	3	+6.891e+00	+3.667e+00
1	1	+1.056e+01	+2.414e+00
2	2	+1.297e+01	+1.481e-01
3	3	+1.312e+01	+9.623e-01
2	2	+1.408e+01	+1.019e+00
3	3	+1.510e+01	+3.485e+00
2	2	+1.859e+01	+5.728e-01
1	1	+1.916e+01	+7.174e-01
3	3	+1.988e+01	+3.959e+00
1	1	+2.384e+01	+2.746e-02
3	3	+2.386e+01	+1.885e-01
2	2	+2.405e+01	+1.302e+00
1	1	+2.535e+01	+4.746e-01
3	3	+2.583e+01	+3.901e+00
2	2	+2.973e+01	+5.509e-01
3	3	+3.028e+01	+6.064e-01
1	1	+3.089e+01	+1.311e+00
3	3	+3.220e+01	+6.288e-01
2	2	+3.283e+01	+4.923e-01
1	1	+3.332e+01	+2.753e-01
2	2	+3.359e+01	+6.913e-01
3	3	+3.429e+01	+1.953e+00
2	2	+3.624e+01	+3.628e-02
3	3	+3.627e+01	+2.355e+00
1	1	+3.863e+01	+1.894e-01
2	2	+3.882e+01	+8.282e-01
3	3	+3.965e+01	+2.679e-01
2	2	+3.991e+01	+3.065e+00
3	3	+4.298e+01	+1.558e+00
1	1	+4.454e+01	+4.140e-01
3	3	+4.495e+01	+1.309e-01
2	2	+4.508e+01	+4.056e-01
3	3	+4.549e+01	+1.109e+00
2	2	+4.660e+01	+4.017e-01
1	1	+4.700e+01	+1.499e+00
2	2	+4.850e+01	+7.488e-02
3	3	+4.857e+01	+6.080e-01
2	2	+4.918e+01	+1.103e+00
1	1	+5.028e+01	+1.903e+00
3	3	+5.219e+01	+1.817e+00
2	2	+5.400e+01	+2.617e+00
3	3	+5.662e+01	+3.320e+00
2	2	+5.994e+01	+6.586e+00
0	0	+6.653e+01	+Inf
