%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.489e+03	+1.567e+03	+8.048e+03	+0.173
0.100	+8.665e+03	+1.037e+03	+8.709e+03	+0.107
0.200	+4.567e+03	+4.294e+03	+7.859e+03	+0.485
0.300	+4.639e+03	+4.733e+03	+9.189e+03	+0.505
0.400	+2.950e+03	+5.599e+03	+8.266e+03	+0.655
0.500	+3.889e+03	+4.814e+03	+9.171e+03	+0.553
0.600	+2.550e+03	+4.398e+03	+9.378e+03	+0.633
0.700	+2.212e+03	+5.165e+03	+8.577e+03	+0.700
0.800	+4.115e+03	+3.861e+03	+8.673e+03	+0.484
0.900	+2.495e+03	+4.034e+03	+8.373e+03	+0.618
1.000	+1.953e+03	+5.720e+03	+1.071e+04	+0.745
1.100	+3.537e+03	+3.546e+03	+7.076e+03	+0.501
1.200	+3.397e+03	+4.973e+03	+6.476e+03	+0.594
1.300	+3.309e+03	+4.980e+03	+6.500e+03	+0.601
1.400	+3.905e+03	+3.755e+03	+9.706e+03	+0.490
1.500	+2.732e+03	+5.673e+03	+6.818e+03	+0.675
1.600	+3.688e+03	+4.100e+03	+8.911e+03	+0.526
1.700	+3.354e+03	+5.180e+03	+9.911e+03	+0.607
1.800	+3.695e+03	+5.104e+03	+9.233e+03	+0.580
1.900	+2.753e+03	+4.004e+03	+9.422e+03	+0.593
2.000	+2.280e+03	+4.858e+03	+9.112e+03	+0.681
2.100	+1.760e+03	+8.399e+03	+7.372e+03	+0.827
2.200	+1.918e+03	+9.053e+03	+8.068e+03	+0.825
2.300	+7.515e+03	+2.085e+03	+8.346e+03	+0.217
2.400	+9.628e+03	+1.930e+02	+8.059e+03	+0.020
2.500	+8.156e+03	+9.492e+02	+6.916e+03	+0.104
2.600	+6.254e+03	+4.054e+02	+7.203e+03	+0.061
2.700	+6.238e+03	+3.946e+02	+7.112e+03	+0.059
2.800	+9.378e+03	+5.410e+02	+7.607e+03	+0.055
