%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.305e-01
1	1	+1.305e-01	+2.760e+00
2	2	+2.891e+00	+1.147e+00
1	1	+4.038e+00	+2.932e-02
3	3	+4.067e+00	+1.706e-01
1	1	+4.238e+00	+1.279e+00
2	2	+5.517e+00	+7.201e-02
1	1	+5.589e+00	+1.243e+00
3	3	+6.832e+00	+3.325e+00
2	2	+1.016e+01	+9.668e-02
3	3	+1.025e+01	+3.036e-02
2	2	+1.028e+01	+1.420e-01
1	1	+1.043e+01	+2.035e+00
2	2	+1.246e+01	+1.979e+00
1	1	+1.444e+01	+9.726e-01
3	3	+1.541e+01	+5.162e+00
2	2	+2.057e+01	+2.020e-01
3	3	+2.078e+01	+1.216e+00
2	2	+2.199e+01	+4.488e+00
1	1	+2.648e+01	+4.287e-01
2	2	+2.691e+01	+3.576e+00
1	1	+3.049e+01	+9.662e-01
3	3	+3.145e+01	+1.257e+01
2	2	+4.402e+01	+1.807e+00
1	1	+4.583e+01	+1.801e+00
3	3	+4.763e+01	+2.764e+00
2	2	+5.039e+01	+7.543e+00
3	3	+5.794e+01	+4.117e+00
2	2	+6.205e+01	+1.752e-05
3	3	+6.205e+01	+1.271e+00
1	1	+6.332e+01	+2.395e+00
3	3	+6.572e+01	+2.816e+00
0	0	+6.854e+01	+Inf
