%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+8.082e-01
2	2	+8.082e-01	+8.163e-01
1	1	+1.624e+00	+2.759e+00
2	2	+4.384e+00	+9.395e-01
1	1	+5.323e+00	+2.310e+00
2	2	+7.633e+00	+1.782e+00
3	3	+9.415e+00	+9.366e-01
2	2	+1.035e+01	+1.076e-01
1	1	+1.046e+01	+1.083e+00
2	2	+1.154e+01	+2.487e+00
1	1	+1.403e+01	+5.917e-01
3	3	+1.462e+01	+1.085e+00
2	2	+1.571e+01	+2.635e-01
3	3	+1.597e+01	+6.494e-02
2	2	+1.604e+01	+2.824e+00
3	3	+1.886e+01	+3.672e+00
2	2	+2.253e+01	+3.116e+00
1	1	+2.565e+01	+1.378e+00
2	2	+2.702e+01	+3.291e-01
1	1	+2.735e+01	+3.852e-02
3	3	+2.739e+01	+1.914e+00
2	2	+2.931e+01	+7.571e-01
3	3	+3.006e+01	+2.877e+00
1	1	+3.294e+01	+9.062e-03
3	3	+3.295e+01	+3.948e+00
2	2	+3.690e+01	+1.715e+00
1	1	+3.861e+01	+9.114e-01
3	3	+3.952e+01	+2.312e+00
2	2	+4.184e+01	+1.679e+00
3	3	+4.351e+01	+2.339e+00
2	2	+4.585e+01	+1.012e+00
1	1	+4.687e+01	+2.672e+00
3	3	+4.954e+01	+1.065e-01
2	2	+4.964e+01	+3.304e+00
1	1	+5.295e+01	+5.302e-01
2	2	+5.348e+01	+7.886e-01
1	1	+5.427e+01	+7.602e-02
2	2	+5.434e+01	+9.378e-01
1	1	+5.528e+01	+2.043e+00
3	3	+5.732e+01	+3.645e+00
2	2	+6.097e+01	+6.859e-01
3	3	+6.165e+01	+4.545e-01
2	2	+6.211e+01	+1.375e-01
1	1	+6.225e+01	+1.401e-01
2	2	+6.239e+01	+2.403e-01
3	3	+6.263e+01	+2.047e+00
1	1	+6.467e+01	+2.911e-01
2	2	+6.496e+01	+4.164e-01
1	1	+6.538e+01	+9.606e-01
3	3	+6.634e+01	+2.340e+00
2	2	+6.868e+01	+1.907e-01
1	1	+6.887e+01	+6.649e-01
2	2	+6.954e+01	+2.199e+00
1	1	+7.174e+01	+2.081e+00
3	3	+7.382e+01	+2.283e+00
2	2	+7.610e+01	+4.133e+00
3	3	+8.023e+01	+1.541e+00
2	2	+8.177e+01	+2.412e+00
1	1	+8.419e+01	+2.597e+00
3	3	+8.678e+01	+1.026e+00
2	2	+8.781e+01	+2.240e+00
1	1	+9.005e+01	+2.480e-02
3	3	+9.007e+01	+4.224e+00
1	1	+9.430e+01	+9.271e-01
3	3	+9.522e+01	+5.068e+00
2	2	+1.003e+02	+2.157e+00
1	1	+1.024e+02	+1.020e+00
2	2	+1.035e+02	+2.055e+00
3	3	+1.055e+02	+2.662e+00
1	1	+1.082e+02	+1.705e+00
2	2	+1.099e+02	+6.223e-01
3	3	+1.105e+02	+4.445e+00
2	2	+1.150e+02	+1.907e+00
3	3	+1.169e+02	+2.732e-02
1	1	+1.169e+02	+8.133e-01
3	3	+1.177e+02	+1.233e+00
1	1	+1.189e+02	+7.526e-01
3	3	+1.197e+02	+3.158e+00
2	2	+1.228e+02	+3.191e+00
3	3	+1.260e+02	+1.864e+00
1	1	+1.279e+02	+1.269e+00
3	3	+1.292e+02	+1.583e+00
2	2	+1.308e+02	+6.314e-01
3	3	+1.314e+02	+3.389e+00
2	2	+1.348e+02	+2.048e+00
1	1	+1.368e+02	+2.554e+00
2	2	+1.394e+02	+4.892e-01
3	3	+1.399e+02	+2.170e+00
2	2	+1.420e+02	+1.806e+00
3	3	+1.438e+02	+6.428e-01
2	2	+1.445e+02	+8.094e-01
3	3	+1.453e+02	+3.145e-01
1	1	+1.456e+02	+5.468e-01
3	3	+1.462e+02	+2.122e+00
2	2	+1.483e+02	+7.821e-01
1	1	+1.491e+02	+3.340e+00
3	3	+1.524e+02	+5.325e-01
2	2	+1.529e+02	+4.478e+00
1	1	+1.574e+02	+9.776e-01
3	3	+1.584e+02	+7.371e+00
1	1	+1.658e+02	+1.207e+00
3	3	+1.670e+02	+7.378e+00
1	1	+1.743e+02	+5.276e+00
2	2	+1.796e+02	+2.469e+00
1	1	+1.821e+02	+1.164e+00
3	3	+1.833e+02	+6.311e-01
2	2	+1.839e+02	+3.261e-01
1	1	+1.842e+02	+2.038e+00
3	3	+1.863e+02	+1.011e+01
2	2	+1.964e+02	+7.432e-01
3	3	+1.971e+02	+1.078e+00
1	1	+1.982e+02	+1.743e+00
3	3	+1.999e+02	+7.886e-02
0	0	+2.000e+02	+Inf
