%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.384e-02
2	2	+2.384e-02	+4.237e-01
3	3	+4.476e-01	+1.998e+00
2	2	+2.445e+00	+1.326e-01
1	1	+2.578e+00	+5.299e-02
3	3	+2.631e+00	+6.106e+00
2	2	+8.737e+00	+1.481e+00
1	1	+1.022e+01	+4.527e-01
2	2	+1.067e+01	+1.244e+00
1	1	+1.191e+01	+1.310e-01
2	2	+1.205e+01	+6.672e-01
1	1	+1.271e+01	+4.312e-01
3	3	+1.314e+01	+5.500e-01
2	2	+1.369e+01	+2.527e+00
3	3	+1.622e+01	+1.465e+00
2	2	+1.769e+01	+6.823e-01
1	1	+1.837e+01	+1.564e+00
3	3	+1.993e+01	+8.800e-01
1	1	+2.081e+01	+9.916e-01
3	3	+2.180e+01	+1.229e+00
2	2	+2.303e+01	+1.885e+00
3	3	+2.492e+01	+3.470e+00
2	2	+2.839e+01	+2.787e-01
3	3	+2.867e+01	+3.236e-01
2	2	+2.899e+01	+7.522e-01
1	1	+2.974e+01	+1.058e+00
2	2	+3.080e+01	+2.830e+00
0	0	+3.363e+01	+Inf
