%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+5.078e-01
2	2	+5.078e-01	+2.157e-01
3	3	+7.235e-01	+3.264e+00
2	2	+3.988e+00	+3.200e-01
1	1	+4.308e+00	+1.033e+00
2	2	+5.341e+00	+1.602e+00
3	3	+6.943e+00	+1.376e+00
2	2	+8.319e+00	+9.339e-01
3	3	+9.253e+00	+2.247e+00
2	2	+1.150e+01	+2.074e-01
3	3	+1.171e+01	+9.761e-01
2	2	+1.268e+01	+4.540e-02
3	3	+1.273e+01	+1.725e+00
2	2	+1.445e+01	+1.863e+00
3	3	+1.632e+01	+1.672e+00
1	1	+1.799e+01	+1.412e+00
3	3	+1.940e+01	+1.056e+00
2	2	+2.046e+01	+1.374e+00
1	1	+2.183e+01	+1.052e+00
3	3	+2.288e+01	+1.894e+00
2	2	+2.478e+01	+9.775e-01
3	3	+2.575e+01	+1.318e+00
2	2	+2.707e+01	+5.198e+00
3	3	+3.227e+01	+9.437e-01
2	2	+3.321e+01	+1.184e+00
1	1	+3.440e+01	+2.316e+00
3	3	+3.671e+01	+1.565e+00
2	2	+3.828e+01	+1.396e+00
3	3	+3.967e+01	+4.751e-01
2	2	+4.015e+01	+5.827e+00
3	3	+4.598e+01	+1.874e+00
2	2	+4.785e+01	+7.064e-01
3	3	+4.856e+01	+2.931e+00
2	2	+5.149e+01	+2.158e-02
3	3	+5.151e+01	+9.990e-01
2	2	+5.251e+01	+5.528e+00
3	3	+5.804e+01	+1.333e+00
2	2	+5.937e+01	+1.205e-01
3	3	+5.949e+01	+6.716e-01
2	2	+6.016e+01	+4.968e+00
1	1	+6.513e+01	+1.580e+00
3	3	+6.671e+01	+5.457e-01
2	2	+6.726e+01	+4.023e+00
3	3	+7.128e+01	+7.024e-01
1	1	+7.198e+01	+1.786e+00
3	3	+7.377e+01	+4.946e+00
2	2	+7.871e+01	+5.478e+00
3	3	+8.419e+01	+2.402e+00
2	2	+8.659e+01	+3.340e-01
3	3	+8.693e+01	+1.771e+00
1	1	+8.870e+01	+1.445e-01
3	3	+8.884e+01	+2.232e+00
2	2	+9.108e+01	+1.512e+00
3	3	+9.259e+01	+4.625e+00
2	2	+9.721e+01	+6.406e-01
1	1	+9.785e+01	+6.952e-01
2	2	+9.855e+01	+9.763e-01
1	1	+9.953e+01	+1.233e+00
2	2	+1.008e+02	+1.956e-02
1	1	+1.008e+02	+3.955e-02
3	3	+1.008e+02	+6.023e+00
2	2	+1.068e+02	+9.478e-02
3	3	+1.069e+02	+3.087e+00
2	2	+1.100e+02	+1.338e-02
3	3	+1.100e+02	+1.722e-01
2	2	+1.102e+02	+3.720e+00
1	1	+1.139e+02	+1.533e+00
3	3	+1.155e+02	+7.353e+00
2	2	+1.228e+02	+1.345e+00
1	1	+1.242e+02	+5.730e-01
3	3	+1.247e+02	+3.157e+00
2	2	+1.279e+02	+5.527e-01
1	1	+1.284e+02	+9.660e-01
2	2	+1.294e+02	+2.261e+00
3	3	+1.317e+02	+2.817e+00
2	2	+1.345e+02	+1.260e-01
1	1	+1.346e+02	+1.503e+00
2	2	+1.361e+02	+2.209e-01
3	3	+1.363e+02	+1.087e+00
2	2	+1.374e+02	+3.186e+00
3	3	+1.406e+02	+9.961e-01
2	2	+1.416e+02	+5.613e-01
3	3	+1.422e+02	+1.269e+01
2	2	+1.549e+02	+4.782e-01
1	1	+1.553e+02	+7.828e-02
2	2	+1.554e+02	+2.495e+00
1	1	+1.579e+02	+7.603e-01
3	3	+1.587e+02	+9.143e-01
2	2	+1.596e+02	+8.889e-02
3	3	+1.597e+02	+3.738e+00
2	2	+1.634e+02	+2.237e-01
1	1	+1.636e+02	+8.845e-01
3	3	+1.645e+02	+4.645e-01
2	2	+1.650e+02	+3.529e+00
3	3	+1.685e+02	+6.853e-01
2	2	+1.692e+02	+5.474e-01
1	1	+1.697e+02	+9.236e-01
3	3	+1.707e+02	+1.493e+00
2	2	+1.722e+02	+2.044e-01
1	1	+1.724e+02	+4.322e+00
3	3	+1.767e+02	+2.947e+00
2	2	+1.796e+02	+1.028e+00
3	3	+1.807e+02	+4.891e-01
2	2	+1.812e+02	+1.599e+00
1	1	+1.828e+02	+4.136e-01
3	3	+1.832e+02	+8.593e+00
2	2	+1.918e+02	+5.009e-01
1	1	+1.923e+02	+1.210e-01
3	3	+1.924e+02	+3.449e+00
2	2	+1.958e+02	+4.570e-01
3	3	+1.963e+02	+6.131e-02
2	2	+1.963e+02	+2.198e+00
1	1	+1.985e+02	+1.453e+00
0	0	+2.000e+02	+Inf
