%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+7.941e-01
2	2	+7.941e-01	+3.739e+00
3	3	+4.533e+00	+2.718e-01
2	2	+4.805e+00	+4.498e+00
3	3	+9.303e+00	+2.832e+00
1	1	+1.214e+01	+5.359e-01
3	3	+1.267e+01	+3.478e+00
2	2	+1.615e+01	+1.449e+00
1	1	+1.760e+01	+8.426e-01
3	3	+1.844e+01	+1.238e+00
2	2	+1.968e+01	+3.004e+00
3	3	+2.268e+01	+8.366e+00
1	1	+3.105e+01	+4.221e+00
2	2	+3.527e+01	+9.691e-01
1	1	+3.624e+01	+1.924e+00
2	2	+3.816e+01	+1.076e+00
3	3	+3.924e+01	+9.316e-01
2	2	+4.017e+01	+1.582e+00
0	0	+4.175e+01	+Inf
