%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.445e-02
1	1	+2.445e-02	+1.078e+00
2	2	+1.102e+00	+1.283e+00
3	3	+2.385e+00	+1.061e+00
2	2	+3.447e+00	+1.815e+00
3	3	+5.262e+00	+2.368e+00
2	2	+7.629e+00	+1.980e-02
3	3	+7.649e+00	+2.795e-01
2	2	+7.929e+00	+5.589e-01
1	1	+8.488e+00	+1.075e+00
3	3	+9.562e+00	+3.745e+00
2	2	+1.331e+01	+1.776e-01
3	3	+1.349e+01	+1.889e+00
2	2	+1.537e+01	+2.478e+00
1	1	+1.785e+01	+5.726e-01
2	2	+1.842e+01	+4.075e-01
1	1	+1.883e+01	+2.070e+00
3	3	+2.090e+01	+9.456e-01
2	2	+2.185e+01	+1.634e+00
3	3	+2.348e+01	+2.622e+00
2	2	+2.610e+01	+3.750e-01
1	1	+2.648e+01	+3.183e-01
2	2	+2.680e+01	+1.202e+00
3	3	+2.800e+01	+1.283e+00
2	2	+2.928e+01	+8.384e-01
1	1	+3.012e+01	+8.993e-01
0	0	+3.102e+01	+Inf
