%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+8.922e-02
3	3	+8.922e-02	+1.348e+00
2	2	+1.437e+00	+2.181e-01
3	3	+1.655e+00	+1.291e+00
2	2	+2.947e+00	+3.063e+00
3	3	+6.009e+00	+1.193e+00
2	2	+7.202e+00	+1.002e+00
3	3	+8.204e+00	+1.235e+00
2	2	+9.438e+00	+6.510e-01
1	1	+1.009e+01	+9.903e-02
3	3	+1.019e+01	+2.084e+00
2	2	+1.227e+01	+3.258e-02
3	3	+1.231e+01	+2.070e+00
1	1	+1.438e+01	+3.970e-01
3	3	+1.477e+01	+3.457e-01
2	2	+1.512e+01	+3.600e-01
3	3	+1.548e+01	+8.580e-01
2	2	+1.634e+01	+2.669e+00
1	1	+1.900e+01	+1.540e+00
3	3	+2.054e+01	+2.336e-01
2	2	+2.078e+01	+5.938e-01
3	3	+2.137e+01	+3.574e+00
2	2	+2.495e+01	+1.972e+00
1	1	+2.692e+01	+1.352e-01
3	3	+2.705e+01	+8.718e-01
2	2	+2.792e+01	+3.150e-01
3	3	+2.824e+01	+1.056e+00
2	2	+2.930e+01	+6.648e-01
1	1	+2.996e+01	+7.197e-02
2	2	+3.003e+01	+2.905e+00
3	3	+3.294e+01	+5.995e+00
2	2	+3.893e+01	+7.215e-01
3	3	+3.965e+01	+4.118e-01
2	2	+4.007e+01	+1.273e-01
3	3	+4.019e+01	+3.600e+00
2	2	+4.379e+01	+1.955e-01
1	1	+4.399e+01	+1.914e+00
3	3	+4.590e+01	+5.041e-01
2	2	+4.641e+01	+1.485e+00
1	1	+4.789e+01	+7.367e-01
2	2	+4.863e+01	+4.310e+00
3	3	+5.294e+01	+2.992e+00
2	2	+5.593e+01	+2.408e+00
1	1	+5.834e+01	+3.131e-03
0	0	+5.834e+01	+Inf
