%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.714e+00
2	2	+1.714e+00	+4.243e-01
3	3	+2.138e+00	+2.865e+00
1	1	+5.003e+00	+2.614e-01
3	3	+5.264e+00	+1.043e+00
2	2	+6.307e+00	+3.413e+00
3	3	+9.721e+00	+2.748e+00
2	2	+1.247e+01	+6.613e-01
1	1	+1.313e+01	+3.531e+00
3	3	+1.666e+01	+1.835e-01
2	2	+1.684e+01	+4.025e-01
3	3	+1.725e+01	+5.934e+00
1	1	+2.318e+01	+2.479e-01
2	2	+2.343e+01	+5.278e-02
3	3	+2.348e+01	+9.680e-01
2	2	+2.445e+01	+5.036e+00
1	1	+2.949e+01	+9.758e-01
2	2	+3.046e+01	+7.068e-01
3	3	+3.117e+01	+4.670e-01
2	2	+3.163e+01	+6.728e-02
1	1	+3.170e+01	+1.663e-01
3	3	+3.187e+01	+2.310e-02
2	2	+3.189e+01	+1.325e+00
3	3	+3.322e+01	+2.824e+00
2	2	+3.604e+01	+2.866e-01
3	3	+3.633e+01	+5.006e+00
2	2	+4.133e+01	+3.946e+00
1	1	+4.528e+01	+3.270e+00
2	2	+4.855e+01	+3.576e+00
3	3	+5.213e+01	+3.600e+00
2	2	+5.573e+01	+2.143e+00
1	1	+5.787e+01	+1.550e+00
3	3	+5.942e+01	+8.945e+00
2	2	+6.836e+01	+1.714e+00
3	3	+7.008e+01	+1.755e+00
2	2	+7.183e+01	+5.800e-01
1	1	+7.241e+01	+6.016e-01
3	3	+7.301e+01	+1.014e-01
2	2	+7.311e+01	+1.611e+00
3	3	+7.473e+01	+1.617e+00
1	1	+7.634e+01	+9.343e-01
2	2	+7.728e+01	+3.125e-01
1	1	+7.759e+01	+8.078e-01
3	3	+7.840e+01	+9.762e-02
2	2	+7.850e+01	+3.028e+00
3	3	+8.152e+01	+1.471e+00
2	2	+8.299e+01	+9.721e-02
3	3	+8.309e+01	+3.404e+00
0	0	+8.649e+01	+Inf
