%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+3.869e-02
2	2	+3.869e-02	+8.428e-01
1	1	+8.815e-01	+6.271e-01
3	3	+1.509e+00	+3.824e+00
1	1	+5.332e+00	+9.981e-01
2	2	+6.330e+00	+6.330e-01
3	3	+6.963e+00	+1.387e+00
2	2	+8.350e+00	+7.387e-01
3	3	+9.089e+00	+9.374e-01
2	2	+1.003e+01	+1.124e+00
3	3	+1.115e+01	+2.083e+00
2	2	+1.323e+01	+4.536e+00
3	3	+1.777e+01	+4.323e+00
2	2	+2.209e+01	+5.567e+00
3	3	+2.766e+01	+1.976e+00
2	2	+2.964e+01	+3.640e-01
3	3	+3.000e+01	+6.322e-01
2	2	+3.063e+01	+1.784e+00
3	3	+3.242e+01	+1.049e+00
2	2	+3.347e+01	+2.427e-01
3	3	+3.371e+01	+1.249e+00
1	1	+3.496e+01	+9.556e-02
2	2	+3.505e+01	+1.263e+00
1	1	+3.632e+01	+1.643e-01
3	3	+3.648e+01	+1.438e+00
2	2	+3.792e+01	+6.908e+00
1	1	+4.483e+01	+8.280e-01
2	2	+4.565e+01	+3.450e-01
1	1	+4.600e+01	+2.267e+00
3	3	+4.826e+01	+3.364e+00
2	2	+5.163e+01	+2.404e+00
3	3	+5.403e+01	+9.971e-01
2	2	+5.503e+01	+1.793e+00
3	3	+5.682e+01	+3.511e+00
2	2	+6.033e+01	+1.071e+00
3	3	+6.141e+01	+8.644e-01
2	2	+6.227e+01	+8.409e-01
1	1	+6.311e+01	+1.466e+00
2	2	+6.458e+01	+6.749e-01
3	3	+6.525e+01	+1.956e-01
2	2	+6.545e+01	+7.966e-01
1	1	+6.624e+01	+8.871e-02
3	3	+6.633e+01	+3.255e+00
2	2	+6.959e+01	+1.011e+00
3	3	+7.060e+01	+2.794e+00
2	2	+7.339e+01	+1.967e+00
1	1	+7.536e+01	+1.385e+00
3	3	+7.674e+01	+2.161e+00
2	2	+7.890e+01	+1.033e+00
3	3	+7.994e+01	+2.774e+00
2	2	+8.271e+01	+6.986e-02
1	1	+8.278e+01	+1.194e-01
3	3	+8.290e+01	+4.698e+00
0	0	+8.760e+01	+Inf
