%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+2.334e-01
2	2	+2.334e-01	+1.862e+00
3	3	+2.095e+00	+2.101e-01
1	1	+2.305e+00	+3.474e+00
2	2	+5.779e+00	+2.424e+00
3	3	+8.203e+00	+1.766e-01
2	2	+8.379e+00	+1.010e+00
1	1	+9.389e+00	+2.122e-01
2	2	+9.601e+00	+2.019e+00
3	3	+1.162e+01	+3.205e-01
2	2	+1.194e+01	+6.699e-01
3	3	+1.261e+01	+8.055e-02
1	1	+1.269e+01	+6.635e-01
3	3	+1.336e+01	+7.720e-01
2	2	+1.413e+01	+4.985e-01
1	1	+1.463e+01	+3.850e+00
3	3	+1.848e+01	+1.573e+00
2	2	+2.005e+01	+5.555e-01
1	1	+2.060e+01	+5.418e+00
2	2	+2.602e+01	+3.357e-02
1	1	+2.606e+01	+1.469e+00
3	3	+2.752e+01	+8.647e-01
2	2	+2.839e+01	+1.041e+00
1	1	+2.943e+01	+4.637e+00
2	2	+3.407e+01	+1.123e-01
1	1	+3.418e+01	+1.041e+00
3	3	+3.522e+01	+1.873e+00
2	2	+3.709e+01	+2.920e-01
1	1	+3.739e+01	+1.811e+00
3	3	+3.920e+01	+3.706e-02
2	2	+3.923e+01	+3.574e+00
3	3	+4.281e+01	+4.823e+00
2	2	+4.763e+01	+1.126e+00
3	3	+4.876e+01	+5.082e+00
2	2	+5.384e+01	+1.642e+00
1	1	+5.548e+01	+9.370e-01
2	2	+5.642e+01	+1.808e-01
1	1	+5.660e+01	+1.360e-01
2	2	+5.673e+01	+1.346e+00
1	1	+5.808e+01	+8.027e-01
2	2	+5.888e+01	+1.923e-01
1	1	+5.908e+01	+6.146e-01
2	2	+5.969e+01	+8.193e-01
1	1	+6.051e+01	+2.618e+00
2	2	+6.313e+01	+6.892e-01
1	1	+6.382e+01	+5.639e+00
2	2	+6.946e+01	+9.232e-01
3	3	+7.038e+01	+2.866e+00
2	2	+7.325e+01	+1.008e+00
1	1	+7.425e+01	+8.827e-01
3	3	+7.514e+01	+1.141e+00
2	2	+7.628e+01	+1.164e+00
3	3	+7.744e+01	+2.161e+00
2	2	+7.960e+01	+1.512e+00
3	3	+8.112e+01	+1.666e+00
2	2	+8.278e+01	+1.263e+00
3	3	+8.405e+01	+3.129e-01
2	2	+8.436e+01	+5.340e-01
1	1	+8.489e+01	+2.667e+00
3	3	+8.756e+01	+8.704e-01
2	2	+8.843e+01	+5.092e-01
1	1	+8.894e+01	+7.708e-01
3	3	+8.971e+01	+1.362e+00
2	2	+9.107e+01	+3.662e-01
3	3	+9.144e+01	+2.879e-01
2	2	+9.173e+01	+8.915e-01
3	3	+9.262e+01	+1.749e+00
2	2	+9.437e+01	+1.644e+00
3	3	+9.601e+01	+1.955e+00
2	2	+9.796e+01	+1.308e+00
3	3	+9.927e+01	+7.393e-02
2	2	+9.935e+01	+2.916e+00
3	3	+1.023e+02	+4.163e-01
2	2	+1.027e+02	+1.852e+00
1	1	+1.045e+02	+2.112e+00
2	2	+1.066e+02	+2.724e-01
3	3	+1.069e+02	+8.501e-01
1	1	+1.078e+02	+1.508e+00
2	2	+1.093e+02	+1.072e+00
3	3	+1.103e+02	+5.679e+00
0	0	+1.160e+02	+Inf
