%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+4.012e+00
1	1	+4.012e+00	+1.205e-01
3	3	+4.133e+00	+3.770e+00
1	1	+7.903e+00	+3.929e+00
3	3	+1.183e+01	+2.110e-01
2	2	+1.204e+01	+1.214e+00
3	3	+1.326e+01	+8.719e-01
2	2	+1.413e+01	+2.741e-02
3	3	+1.416e+01	+1.392e-01
2	2	+1.430e+01	+1.647e+00
3	3	+1.594e+01	+4.088e+00
2	2	+2.003e+01	+3.869e-02
3	3	+2.007e+01	+4.005e+00
2	2	+2.407e+01	+5.750e-01
3	3	+2.465e+01	+5.830e-01
2	2	+2.523e+01	+1.725e+00
3	3	+2.696e+01	+1.380e+00
2	2	+2.834e+01	+1.472e+00
3	3	+2.981e+01	+1.801e+00
2	2	+3.161e+01	+1.086e+00
3	3	+3.270e+01	+5.978e-01
2	2	+3.329e+01	+1.325e+00
3	3	+3.462e+01	+2.010e+00
2	2	+3.663e+01	+3.411e+00
1	1	+4.004e+01	+1.242e+00
3	3	+4.128e+01	+1.530e+00
2	2	+4.281e+01	+3.277e-01
1	1	+4.314e+01	+2.888e-01
2	2	+4.343e+01	+1.459e+00
1	1	+4.489e+01	+1.201e+00
2	2	+4.609e+01	+2.153e+00
3	3	+4.824e+01	+4.297e+00
2	2	+5.254e+01	+6.606e-01
3	3	+5.320e+01	+7.189e-01
2	2	+5.392e+01	+4.943e-01
1	1	+5.441e+01	+1.801e+00
0	0	+5.621e+01	+Inf
