%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+1.423e+00
2	2	+1.423e+00	+2.478e+00
1	1	+3.901e+00	+2.278e+00
2	2	+6.178e+00	+3.054e-01
3	3	+6.484e+00	+1.128e+00
1	1	+7.612e+00	+1.879e+00
3	3	+9.491e+00	+1.348e+00
2	2	+1.084e+01	+3.930e-02
1	1	+1.088e+01	+5.086e-01
3	3	+1.139e+01	+2.046e+00
2	2	+1.343e+01	+8.962e-01
1	1	+1.433e+01	+3.469e-02
3	3	+1.436e+01	+3.861e+00
2	2	+1.823e+01	+8.488e-01
3	3	+1.907e+01	+1.997e-01
2	2	+1.927e+01	+1.110e-03
1	1	+1.927e+01	+1.184e+00
3	3	+2.046e+01	+7.909e-02
2	2	+2.054e+01	+1.076e+00
3	3	+2.161e+01	+9.507e-01
2	2	+2.256e+01	+8.758e-01
1	1	+2.344e+01	+1.325e-01
3	3	+2.357e+01	+9.417e-01
2	2	+2.451e+01	+5.462e-01
1	1	+2.506e+01	+4.130e-01
3	3	+2.547e+01	+2.904e-01
2	2	+2.576e+01	+9.671e-01
1	1	+2.673e+01	+3.167e-01
2	2	+2.705e+01	+1.183e+00
3	3	+2.823e+01	+1.232e+00
2	2	+2.946e+01	+9.731e-01
1	1	+3.044e+01	+1.239e+00
3	3	+3.167e+01	+5.005e-01
2	2	+3.217e+01	+1.896e-01
1	1	+3.236e+01	+2.543e+00
3	3	+3.491e+01	+5.222e-01
2	2	+3.543e+01	+8.075e-01
1	1	+3.624e+01	+3.493e-01
3	3	+3.659e+01	+1.033e+00
2	2	+3.762e+01	+2.957e+00
3	3	+4.058e+01	+4.479e+00
2	2	+4.505e+01	+3.236e+00
1	1	+4.829e+01	+6.097e-01
3	3	+4.890e+01	+1.366e+00
2	2	+5.027e+01	+1.633e-01
3	3	+5.043e+01	+3.860e+00
2	2	+5.429e+01	+1.134e+00
3	3	+5.542e+01	+3.918e-01
2	2	+5.582e+01	+3.272e+00
1	1	+5.909e+01	+3.149e-01
3	3	+5.940e+01	+1.551e+00
1	1	+6.095e+01	+1.849e-01
3	3	+6.114e+01	+2.478e+00
2	2	+6.362e+01	+3.580e+00
3	3	+6.720e+01	+4.019e+00
1	1	+7.121e+01	+2.848e+00
2	2	+7.406e+01	+1.579e-01
3	3	+7.422e+01	+2.855e+00
2	2	+7.708e+01	+8.862e-01
1	1	+7.796e+01	+2.892e+00
3	3	+8.085e+01	+1.968e-01
1	1	+8.105e+01	+2.464e+00
2	2	+8.352e+01	+3.171e+00
3	3	+8.669e+01	+3.349e+00
2	2	+9.004e+01	+4.640e-01
1	1	+9.050e+01	+6.585e-01
3	3	+9.116e+01	+4.128e-01
2	2	+9.157e+01	+7.856e-01
1	1	+9.236e+01	+4.411e+00
3	3	+9.677e+01	+1.190e+00
2	2	+9.796e+01	+1.126e+00
3	3	+9.908e+01	+1.505e+00
2	2	+1.006e+02	+9.406e-02
3	3	+1.007e+02	+6.349e+00
2	2	+1.070e+02	+2.010e+00
1	1	+1.090e+02	+6.232e-01
2	2	+1.097e+02	+1.896e+00
1	1	+1.116e+02	+1.937e+00
3	3	+1.135e+02	+3.731e-01
2	2	+1.139e+02	+8.697e-02
1	1	+1.140e+02	+4.936e-01
3	3	+1.145e+02	+1.129e+00
1	1	+1.156e+02	+3.936e-01
3	3	+1.160e+02	+9.471e-01
2	2	+1.169e+02	+7.540e-01
3	3	+1.177e+02	+1.883e+00
2	2	+1.196e+02	+7.988e-01
3	3	+1.204e+02	+3.930e-01
2	2	+1.207e+02	+3.643e+00
1	1	+1.244e+02	+1.022e+00
2	2	+1.254e+02	+3.508e-01
1	1	+1.258e+02	+3.664e-01
3	3	+1.261e+02	+2.142e-01
2	2	+1.263e+02	+6.577e-01
1	1	+1.270e+02	+2.019e+00
2	2	+1.290e+02	+5.780e-01
3	3	+1.296e+02	+7.317e+00
2	2	+1.369e+02	+6.284e-01
3	3	+1.375e+02	+5.318e-01
2	2	+1.381e+02	+7.619e-01
1	1	+1.388e+02	+2.586e+00
2	2	+1.414e+02	+4.603e+00
3	3	+1.460e+02	+6.727e+00
2	2	+1.528e+02	+2.496e-01
1	1	+1.530e+02	+2.017e+00
2	2	+1.550e+02	+2.196e+00
1	1	+1.572e+02	+1.638e+00
2	2	+1.589e+02	+2.948e+00
3	3	+1.618e+02	+4.069e+00
2	2	+1.659e+02	+2.466e-01
1	1	+1.661e+02	+7.892e-01
2	2	+1.669e+02	+9.863e-01
3	3	+1.679e+02	+4.276e-01
2	2	+1.683e+02	+1.501e+00
1	1	+1.698e+02	+1.737e-01
3	3	+1.700e+02	+2.137e-01
2	2	+1.702e+02	+9.207e-01
1	1	+1.711e+02	+9.757e-02
3	3	+1.712e+02	+5.103e+00
2	2	+1.763e+02	+1.125e+00
3	3	+1.775e+02	+4.818e+00
1	1	+1.823e+02	+1.769e-01
3	3	+1.825e+02	+5.275e-01
2	2	+1.830e+02	+3.570e+00
3	3	+1.865e+02	+1.046e+00
2	2	+1.876e+02	+2.919e+00
3	3	+1.905e+02	+1.569e+00
1	1	+1.921e+02	+1.346e+00
3	3	+1.934e+02	+4.091e+00
2	2	+1.975e+02	+3.254e-01
3	3	+1.978e+02	+3.174e-01
2	2	+1.982e+02	+8.113e-01
1	1	+1.990e+02	+1.026e+00
0	0	+2.000e+02	+Inf
