%state	deg. state	t_start (s)	t_dwell (s)
3	3	+0.000e+00	+8.661e-01
1	1	+8.661e-01	+2.680e-01
3	3	+1.134e+00	+5.888e-01
2	2	+1.723e+00	+4.940e+00
1	1	+6.663e+00	+3.068e-01
2	2	+6.970e+00	+1.032e+00
1	1	+8.002e+00	+4.798e-01
2	2	+8.481e+00	+7.954e-01
3	3	+9.277e+00	+1.153e+00
2	2	+1.043e+01	+3.823e-01
3	3	+1.081e+01	+2.091e-01
1	1	+1.102e+01	+8.103e-01
2	2	+1.183e+01	+4.742e-01
1	1	+1.231e+01	+8.732e-01
3	3	+1.318e+01	+4.354e-02
2	2	+1.322e+01	+5.391e-01
3	3	+1.376e+01	+1.706e-01
2	2	+1.393e+01	+2.743e+00
3	3	+1.668e+01	+2.917e+00
2	2	+1.959e+01	+1.877e+00
1	1	+2.147e+01	+6.703e-01
3	3	+2.214e+01	+1.601e+00
2	2	+2.374e+01	+4.117e+00
3	3	+2.786e+01	+2.270e+00
2	2	+3.013e+01	+1.476e-02
3	3	+3.014e+01	+6.300e-02
2	2	+3.021e+01	+4.542e+00
1	1	+3.475e+01	+3.263e-02
3	3	+3.478e+01	+1.138e+00
2	2	+3.592e+01	+3.659e+00
3	3	+3.958e+01	+2.050e+00
2	2	+4.163e+01	+2.454e+00
1	1	+4.408e+01	+3.315e+00
2	2	+4.740e+01	+2.065e+00
3	3	+4.946e+01	+1.661e+00
2	2	+5.112e+01	+3.486e+00
1	1	+5.461e+01	+1.206e+00
3	3	+5.582e+01	+4.867e-01
2	2	+5.630e+01	+6.751e-02
3	3	+5.637e+01	+1.015e+00
1	1	+5.738e+01	+3.523e+00
3	3	+6.091e+01	+4.597e+00
2	2	+6.551e+01	+3.944e+00
1	1	+6.945e+01	+2.947e-01
3	3	+6.974e+01	+3.556e-01
2	2	+7.010e+01	+2.205e-01
3	3	+7.032e+01	+1.894e+00
2	2	+7.221e+01	+6.068e-02
1	1	+7.227e+01	+5.657e-01
3	3	+7.284e+01	+1.112e+00
0	0	+7.395e+01	+Inf
