%state	deg. state	t_start (s)	t_dwell (s)
2	2	+0.000e+00	+2.412e+00
3	3	+2.412e+00	+4.197e-01
2	2	+2.832e+00	+1.184e+00
1	1	+4.016e+00	+4.309e-01
3	3	+4.447e+00	+1.526e+00
2	2	+5.973e+00	+2.417e+00
1	1	+8.390e+00	+8.498e-01
3	3	+9.240e+00	+1.296e+00
2	2	+1.054e+01	+2.028e+00
1	1	+1.256e+01	+2.164e-01
3	3	+1.278e+01	+2.948e+00
1	1	+1.573e+01	+2.374e+00
3	3	+1.810e+01	+5.053e+00
2	2	+2.316e+01	+1.532e+00
1	1	+2.469e+01	+1.436e+00
2	2	+2.612e+01	+2.067e+00
1	1	+2.819e+01	+6.562e-01
3	3	+2.885e+01	+7.154e-01
2	2	+2.956e+01	+9.472e-01
1	1	+3.051e+01	+4.748e-01
2	2	+3.098e+01	+2.848e+00
1	1	+3.383e+01	+1.615e+00
3	3	+3.545e+01	+1.312e+00
2	2	+3.676e+01	+2.317e-02
1	1	+3.678e+01	+3.606e+00
3	3	+4.039e+01	+4.160e+00
2	2	+4.455e+01	+6.694e-01
1	1	+4.522e+01	+7.890e-01
2	2	+4.601e+01	+6.423e-01
1	1	+4.665e+01	+2.918e+00
3	3	+4.957e+01	+4.522e-01
2	2	+5.002e+01	+2.996e-01
1	1	+5.032e+01	+3.140e+00
3	3	+5.346e+01	+1.291e+00
2	2	+5.475e+01	+1.054e+00
3	3	+5.580e+01	+1.539e+00
2	2	+5.734e+01	+1.870e+00
3	3	+5.921e+01	+3.024e+00
2	2	+6.224e+01	+5.225e-01
3	3	+6.276e+01	+1.867e+00
2	2	+6.462e+01	+3.340e-01
1	1	+6.496e+01	+2.714e+00
2	2	+6.767e+01	+8.142e-01
1	1	+6.849e+01	+3.600e-01
2	2	+6.885e+01	+1.132e-01
3	3	+6.896e+01	+1.630e+00
2	2	+7.059e+01	+1.676e-01
1	1	+7.076e+01	+2.335e+00
3	3	+7.309e+01	+6.699e-01
2	2	+7.376e+01	+7.291e-01
3	3	+7.449e+01	+6.234e-02
2	2	+7.455e+01	+8.241e-01
3	3	+7.538e+01	+1.434e+00
2	2	+7.681e+01	+2.611e-01
3	3	+7.707e+01	+1.117e-01
2	2	+7.718e+01	+5.652e-01
3	3	+7.775e+01	+3.016e+00
2	2	+8.076e+01	+1.157e+00
1	1	+8.192e+01	+2.777e+00
2	2	+8.470e+01	+5.732e-01
3	3	+8.527e+01	+8.086e-02
2	2	+8.535e+01	+5.533e-01
1	1	+8.591e+01	+2.125e+00
2	2	+8.803e+01	+1.993e+00
1	1	+9.002e+01	+1.028e-01
2	2	+9.013e+01	+7.596e-01
1	1	+9.089e+01	+1.754e+00
2	2	+9.264e+01	+4.723e+00
0	0	+9.736e+01	+Inf
