%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.025e+03	+6.258e+02	+4.417e+03	+0.111
0.200	+4.422e+03	+1.134e+03	+8.642e+03	+0.204
0.400	+4.489e+03	-1.081e+02	+5.796e+03	-0.025
0.600	+7.241e+03	+4.962e+01	+8.120e+03	+0.007
0.800	+3.309e+03	+1.159e+03	+7.860e+03	+0.259
1.000	+5.037e+03	+5.017e+02	+8.135e+03	+0.091
1.200	+6.075e+03	-2.201e+02	+4.717e+03	-0.038
1.400	+4.116e+03	+1.759e+03	+5.394e+03	+0.299
1.600	+6.303e+03	+1.329e+03	+5.116e+03	+0.174
1.800	+5.876e+03	+1.882e+03	+6.596e+03	+0.243
2.000	+3.801e+03	+1.071e+03	+5.441e+03	+0.220
2.200	+3.252e+03	+1.854e+03	+7.219e+03	+0.363
2.400	+7.002e+03	+1.438e+03	+9.355e+03	+0.170
2.600	+5.238e+03	+1.802e+03	+6.591e+03	+0.256
2.800	+4.447e+03	+2.829e+02	+7.185e+03	+0.060
3.000	+4.698e+03	+1.913e+03	+8.973e+03	+0.289
3.200	+2.682e+03	+1.979e+03	+5.997e+03	+0.425
3.400	+5.285e+03	-1.495e+02	+8.064e+03	-0.029
3.600	+4.483e+03	+3.082e+03	+7.229e+03	+0.407
3.800	+6.143e+03	+2.003e+03	+5.549e+03	+0.246
4.000	+6.195e+03	+2.051e+03	+5.614e+03	+0.249
4.200	+4.896e+03	-7.003e-01	+6.978e+03	-0.000
4.400	+5.920e+03	+3.632e+02	+5.908e+03	+0.058
4.600	+4.356e+03	+1.953e+03	+7.550e+03	+0.310
4.800	+3.755e+03	+6.343e+02	+1.130e+04	+0.145
5.000	+3.138e+03	+7.231e+02	+5.745e+03	+0.187
5.200	+6.086e+03	+4.662e+02	+7.754e+03	+0.071
5.400	+2.975e+03	+7.992e+02	+7.045e+03	+0.212
5.600	+6.168e+03	+1.594e+03	+8.817e+03	+0.205
5.800	+3.673e+03	+6.111e+02	+7.582e+03	+0.143
6.000	+6.610e+03	+6.262e+02	+3.755e+03	+0.087
6.200	+4.236e+03	+6.408e+02	+5.671e+03	+0.131
6.400	+5.725e+03	+1.376e+03	+8.988e+03	+0.194
6.600	+6.070e+03	+1.316e+03	+8.932e+03	+0.178
6.800	+4.424e+03	+2.992e+02	+8.063e+03	+0.063
7.000	+4.740e+03	+2.039e+03	+8.531e+03	+0.301
7.200	+4.055e+02	+7.153e+03	+5.305e+03	+0.946
7.400	+3.656e+02	+4.683e+03	+6.138e+03	+0.928
7.600	+9.388e+02	+3.193e+03	+6.913e+03	+0.773
7.800	+1.732e+03	+2.877e+03	+6.530e+03	+0.624
8.000	+5.571e+02	+5.978e+03	+6.510e+03	+0.915
8.200	+2.361e+03	+5.464e+03	+8.063e+03	+0.698
8.400	+2.284e+03	+4.173e+03	+7.817e+03	+0.646
8.600	+3.784e+01	+6.109e+03	+7.265e+03	+0.994
8.800	+9.909e+02	+5.630e+03	+7.341e+03	+0.850
9.000	+2.587e+03	+7.106e+03	+5.525e+03	+0.733
9.200	+1.403e+03	+4.939e+03	+7.044e+03	+0.779
9.400	+1.882e+03	+7.470e+03	+4.890e+03	+0.799
9.600	+2.328e+03	+5.640e+03	+3.939e+03	+0.708
9.800	+2.509e+03	+6.168e+03	+5.597e+03	+0.711
10.000	+4.389e+02	+5.068e+03	+7.409e+03	+0.920
10.200	+2.333e+03	+5.500e+03	+6.353e+03	+0.702
10.400	+4.890e+03	+1.553e+03	+6.692e+03	+0.241
10.600	+4.303e+03	+4.615e+02	+7.273e+03	+0.097
10.800	+4.987e+03	+1.228e+03	+6.336e+03	+0.198
11.000	+4.977e+03	+1.098e+03	+7.509e+03	+0.181
11.200	+5.488e+03	+1.602e+03	+5.971e+03	+0.226
11.400	+3.241e+03	+1.232e+03	+7.582e+03	+0.275
11.600	+5.663e+03	+1.128e+03	+4.622e+03	+0.166
11.800	+4.911e+03	+4.059e+02	+7.397e+03	+0.076
12.000	+7.147e+03	+1.583e+03	+7.422e+03	+0.181
12.200	+4.598e+03	-4.264e+02	+7.208e+03	-0.102
12.400	+7.615e+03	+1.259e+03	+6.440e+03	+0.142
12.600	+3.974e+03	+9.278e+02	+6.910e+03	+0.189
12.800	+6.565e+03	+1.756e+03	+5.777e+03	+0.211
13.000	+6.259e+03	+3.736e+02	+5.834e+03	+0.056
13.200	+3.339e+03	+9.615e+02	+7.672e+03	+0.224
13.400	+3.825e+03	+1.401e+03	+6.749e+03	+0.268
13.600	+6.016e+03	+5.371e+02	+5.833e+03	+0.082
13.800	+5.920e+03	+1.845e+03	+7.019e+03	+0.238
14.000	+6.350e+03	+1.558e+03	+3.976e+03	+0.197
14.200	+5.228e+03	+1.191e+03	+6.704e+03	+0.186
14.400	+2.733e+03	+1.890e+03	+7.887e+03	+0.409
14.600	+5.926e+03	+1.991e+02	+7.244e+03	+0.033
14.800	+3.577e+03	+2.091e+03	+7.592e+03	+0.369
15.000	+7.871e+03	+6.474e+02	+5.987e+03	+0.076
15.200	+5.790e+03	+1.276e+03	+6.086e+03	+0.181
15.400	+4.330e+03	+1.759e+03	+3.764e+03	+0.289
15.600	+5.869e+03	+9.724e+02	+7.259e+03	+0.142
15.800	+4.728e+03	+2.529e+03	+4.345e+03	+0.349
16.000	+4.586e+03	+6.527e+02	+4.222e+03	+0.125
16.200	+3.715e+03	+2.202e+03	+6.119e+03	+0.372
16.400	+5.299e+03	+8.722e+02	+8.608e+03	+0.141
16.600	+5.476e+03	+2.032e+02	+6.128e+03	+0.036
16.800	+2.919e+03	+5.475e+02	+7.519e+03	+0.158
17.000	+3.679e+03	-4.543e+01	+6.971e+03	-0.013
17.200	+7.324e+03	+1.769e+02	+4.310e+03	+0.024
17.400	+5.638e+03	+1.610e+03	+7.157e+03	+0.222
17.600	+5.649e+03	+1.771e+01	+4.599e+03	+0.003
17.800	+5.231e+03	-6.966e+02	+8.334e+03	-0.154
18.000	+4.840e+03	-1.026e+03	+3.239e+03	-0.269
18.200	+3.991e+03	+1.677e+03	+7.621e+03	+0.296
18.400	+3.666e+03	+1.524e+03	+4.552e+03	+0.294
18.600	+5.551e+03	+4.265e+02	+7.016e+03	+0.071
18.800	+8.688e+03	+1.155e+03	+6.950e+03	+0.117
19.000	+7.103e+03	+1.803e+03	+4.691e+03	+0.202
19.200	+4.230e+03	+7.666e+01	+6.542e+03	+0.018
19.400	+5.037e+03	-1.792e+02	+3.731e+03	-0.037
19.600	+6.312e+03	+1.681e+03	+9.205e+03	+0.210
19.800	+4.266e+03	+1.042e+03	+4.440e+03	+0.196
20.000	+7.949e+03	+5.594e+02	+5.899e+03	+0.066
20.200	+5.122e+03	+2.010e+03	+5.956e+03	+0.282
20.400	+4.500e+03	-8.870e+01	+8.432e+03	-0.020
20.600	+5.856e+03	+1.843e+03	+6.960e+03	+0.239
20.800	+4.967e+03	+1.410e+03	+7.153e+03	+0.221
21.000	+4.194e+03	+1.775e+03	+5.697e+03	+0.297
21.200	+4.656e+03	+8.263e+02	+5.106e+03	+0.151
21.400	+5.597e+03	+3.183e+02	+8.754e+03	+0.054
21.600	+4.477e+03	+3.059e+03	+6.239e+03	+0.406
21.800	+4.849e+03	+1.150e+03	+6.371e+03	+0.192
22.000	+6.230e+03	+6.642e+02	+5.911e+03	+0.096
22.200	+2.961e+03	+1.698e+03	+5.588e+03	+0.364
22.400	+3.757e+03	+1.307e+03	+7.703e+03	+0.258
22.600	+5.061e+03	-2.363e+02	+1.005e+04	-0.049
22.800	+3.609e+03	+1.382e+03	+5.869e+03	+0.277
23.000	+5.409e+03	+8.773e+02	+7.840e+03	+0.140
23.200	+4.892e+03	+7.018e+02	+8.338e+03	+0.125
23.400	+4.247e+03	+3.465e+03	+8.551e+03	+0.449
23.600	+5.261e+03	-8.253e+01	+7.069e+03	-0.016
23.800	+5.052e+03	+1.769e+03	+9.222e+03	+0.259
24.000	+5.005e+03	+1.071e+03	+6.538e+03	+0.176
24.200	+2.113e+03	+1.190e+03	+7.354e+03	+0.360
24.400	+3.813e+03	+1.012e+03	+6.065e+03	+0.210
24.600	+5.220e+03	+1.118e+03	+4.957e+03	+0.176
