%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.504e+01
2	1	+1.504e+01	+4.597e+00
3	2	+1.964e+01	+6.889e-01
2	1	+2.033e+01	+8.131e+00
3	2	+2.846e+01	+1.009e+00
2	1	+2.947e+01	+1.586e+00
3	2	+3.106e+01	+1.780e+00
2	1	+3.284e+01	+1.712e+00
1	1	+3.455e+01	+1.298e+01
2	1	+4.752e+01	+1.286e+00
3	2	+4.881e+01	+1.627e+00
2	1	+5.044e+01	+1.888e+00
3	2	+5.233e+01	+4.294e+00
2	1	+5.662e+01	+1.598e+00
3	2	+5.822e+01	+3.697e+00
2	1	+6.191e+01	+9.450e-01
3	2	+6.286e+01	+5.564e-01
2	1	+6.342e+01	+3.316e+00
3	2	+6.673e+01	+3.148e+00
2	1	+6.988e+01	+3.406e+00
3	2	+7.329e+01	+5.329e-01
4	2	+7.382e+01	+1.180e+01
3	2	+8.562e+01	+1.315e+00
2	1	+8.693e+01	+8.834e-01
3	2	+8.782e+01	+2.376e-01
2	1	+8.806e+01	+9.641e-01
3	2	+8.902e+01	+9.266e-01
2	1	+8.995e+01	+2.009e+00
3	2	+9.196e+01	+1.306e+00
2	1	+9.326e+01	+1.112e+00
0	0	+9.437e+01	+Inf
