%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.392e+03	+4.005e+03	+6.591e+03	+0.742
0.200	+6.036e+02	+3.114e+03	+3.881e+03	+0.838
0.400	+2.087e+03	+3.495e+03	+4.999e+03	+0.626
0.600	+6.330e+02	+3.618e+03	+6.090e+03	+0.851
0.800	+4.416e+02	+4.934e+03	+4.995e+03	+0.918
1.000	+1.125e+03	+3.623e+03	+6.016e+03	+0.763
1.200	+2.340e+03	+3.975e+03	+4.975e+03	+0.629
1.400	+2.598e+03	+3.597e+03	+5.630e+03	+0.581
1.600	+2.219e+03	+3.136e+03	+5.731e+03	+0.586
1.800	+1.111e+03	+3.620e+03	+4.594e+03	+0.765
2.000	+1.358e+03	+4.759e+03	+4.149e+03	+0.778
2.200	+1.423e+03	+2.012e+03	+4.598e+03	+0.586
2.400	+1.263e+03	+3.514e+03	+6.014e+03	+0.736
2.600	+9.134e+02	+3.151e+03	+4.937e+03	+0.775
2.800	+6.843e+02	+1.982e+03	+6.943e+03	+0.743
3.000	+9.856e+02	+3.856e+03	+4.081e+03	+0.796
3.200	+2.014e+03	+4.208e+03	+5.333e+03	+0.676
3.400	+9.428e+02	+1.927e+03	+3.367e+03	+0.671
3.600	+1.011e+03	+2.965e+03	+4.268e+03	+0.746
3.800	+1.710e+03	+1.632e+03	+4.390e+03	+0.488
4.000	+1.161e+03	+3.767e+03	+4.437e+03	+0.764
4.200	+1.615e+03	+2.264e+03	+5.232e+03	+0.584
4.400	+4.707e+02	+2.890e+03	+6.084e+03	+0.860
4.600	+1.553e+03	+2.927e+03	+4.437e+03	+0.653
4.800	+1.965e+03	+3.533e+03	+4.765e+03	+0.643
5.000	+1.873e+03	+3.299e+03	+7.015e+03	+0.638
5.200	+1.434e+03	+4.320e+03	+4.989e+03	+0.751
5.400	-1.162e+02	+3.107e+03	+3.927e+03	+1.039
5.600	+1.295e+03	+4.026e+03	+6.115e+03	+0.757
5.800	+1.006e+03	+2.072e+03	+6.683e+03	+0.673
6.000	+8.324e+02	+3.585e+03	+5.945e+03	+0.812
6.200	+2.659e+03	+3.089e+03	+5.532e+03	+0.537
6.400	+1.257e+03	+3.173e+03	+5.907e+03	+0.716
6.600	+2.920e+02	+4.067e+03	+3.687e+03	+0.933
6.800	+1.886e+03	+3.460e+03	+3.194e+03	+0.647
7.000	+4.928e+02	+4.120e+03	+5.944e+03	+0.893
7.200	+6.535e+02	+3.378e+03	+5.287e+03	+0.838
7.400	+4.672e+02	+3.186e+03	+3.509e+03	+0.872
7.600	+1.689e+03	+3.983e+03	+5.823e+03	+0.702
7.800	+2.897e+02	+2.824e+03	+2.478e+03	+0.907
8.000	+4.100e+02	+3.325e+03	+5.846e+03	+0.890
8.200	+7.939e+02	+3.088e+03	+4.505e+03	+0.795
8.400	+1.963e+03	+3.267e+03	+6.114e+03	+0.625
8.600	+1.154e+03	+3.893e+03	+5.756e+03	+0.771
8.800	+1.260e+03	+2.282e+03	+5.489e+03	+0.644
9.000	+2.154e+03	+4.035e+03	+4.779e+03	+0.652
9.200	+1.369e+03	+4.051e+03	+5.491e+03	+0.747
9.400	+1.905e+03	+2.423e+03	+5.407e+03	+0.560
9.600	+1.356e+03	+3.072e+03	+5.642e+03	+0.694
9.800	+1.618e+03	+4.736e+03	+4.460e+03	+0.745
10.000	+1.666e+03	+1.949e+03	+4.711e+03	+0.539
10.200	+1.354e+03	+1.873e+03	+6.083e+03	+0.580
10.400	+1.176e+03	+3.337e+03	+6.618e+03	+0.739
10.600	+6.045e+02	+2.686e+03	+4.561e+03	+0.816
10.800	+6.961e+02	+3.678e+03	+5.023e+03	+0.841
11.000	+5.336e+02	+3.922e+03	+4.437e+03	+0.880
11.200	+8.500e+02	+2.995e+03	+5.236e+03	+0.779
11.400	+1.145e+03	+2.703e+03	+3.812e+03	+0.702
11.600	+2.440e+02	+5.069e+03	+5.493e+03	+0.954
11.800	+1.202e+03	+3.211e+03	+4.244e+03	+0.728
12.000	+1.261e+03	+2.829e+03	+5.485e+03	+0.692
12.200	-1.184e+01	+3.348e+03	+4.677e+03	+1.004
12.400	+8.579e+02	+2.952e+03	+5.099e+03	+0.775
12.600	+8.969e+02	+3.257e+03	+4.685e+03	+0.784
12.800	+8.465e+02	+3.303e+03	+4.203e+03	+0.796
13.000	+1.600e+03	+3.078e+03	+3.334e+03	+0.658
13.200	+1.134e+03	+3.010e+03	+5.971e+03	+0.726
13.400	+2.049e+03	+3.435e+03	+3.765e+03	+0.626
13.600	+1.158e+03	+4.164e+03	+5.991e+03	+0.782
13.800	+1.306e+03	+3.416e+03	+5.430e+03	+0.723
14.000	+7.787e+02	+3.866e+03	+6.008e+03	+0.832
14.200	+7.457e+02	+4.907e+03	+4.720e+03	+0.868
14.400	+1.184e+03	+3.536e+03	+5.545e+03	+0.749
14.600	+1.690e+03	+3.601e+03	+4.984e+03	+0.681
14.800	+5.563e+02	+4.485e+03	+4.398e+03	+0.890
15.000	+1.597e+03	+4.092e+03	+5.645e+03	+0.719
15.200	+1.110e+03	+2.780e+03	+5.021e+03	+0.715
15.400	+1.654e+03	+3.092e+03	+6.779e+03	+0.651
15.600	+1.651e+03	+3.665e+03	+5.837e+03	+0.689
15.800	+1.672e+03	+2.794e+03	+6.863e+03	+0.626
16.000	+1.494e+02	+4.377e+03	+4.386e+03	+0.967
16.200	+1.388e+03	+3.392e+03	+5.684e+03	+0.710
16.400	+1.268e+03	+3.638e+03	+6.189e+03	+0.742
16.600	+1.596e+03	+3.388e+03	+7.278e+03	+0.680
16.800	+2.332e+03	+4.148e+03	+4.747e+03	+0.640
17.000	+1.408e+03	+3.385e+03	+5.561e+03	+0.706
17.200	+1.732e+03	+2.503e+03	+4.772e+03	+0.591
17.400	-9.431e+01	+3.786e+03	+5.864e+03	+1.026
17.600	+8.406e+02	+2.469e+03	+4.562e+03	+0.746
17.800	+1.967e+03	+2.553e+03	+4.122e+03	+0.565
18.000	+1.751e+02	+2.593e+03	+7.027e+03	+0.937
18.200	+1.813e+03	+3.849e+03	+4.896e+03	+0.680
18.400	+2.018e+03	+4.144e+03	+4.801e+03	+0.673
18.600	+1.537e+03	+3.549e+03	+6.814e+03	+0.698
18.800	+1.947e+03	+2.050e+03	+1.494e+03	+0.513
19.000	+9.761e+02	+4.776e+03	+4.601e+03	+0.830
19.200	+9.870e+02	+4.091e+03	+4.893e+03	+0.806
19.400	+1.638e+03	+4.305e+03	+3.789e+03	+0.724
19.600	+2.430e+03	+3.118e+03	+7.776e+03	+0.562
19.800	+6.449e+02	+3.671e+03	+6.348e+03	+0.851
20.000	+3.453e+02	+5.095e+03	+5.173e+03	+0.937
20.200	+1.374e+03	+3.656e+03	+4.210e+03	+0.727
20.400	+2.340e+03	+3.700e+03	+5.932e+03	+0.613
20.600	+2.720e+03	+1.367e+03	+4.494e+03	+0.335
20.800	+3.726e+03	-3.543e+02	+4.606e+03	-0.105
21.000	+4.975e+03	+1.807e+03	+5.149e+03	+0.266
21.200	+3.297e+03	+1.668e+03	+5.491e+03	+0.336
21.400	+4.423e+03	+1.252e+03	+5.038e+03	+0.221
21.600	+3.304e+03	+1.895e+03	+4.868e+03	+0.364
21.800	+3.233e+03	+9.399e+02	+4.015e+03	+0.225
22.000	+3.350e+03	+1.250e+03	+7.697e+03	+0.272
22.200	+3.030e+03	+1.256e+03	+5.206e+03	+0.293
22.400	+3.945e+03	+3.792e+02	+4.915e+03	+0.088
22.600	+4.802e+03	+1.577e+03	+7.012e+03	+0.247
22.800	+2.581e+03	+2.805e+03	+5.601e+03	+0.521
23.000	+8.776e+02	+5.137e+03	+3.857e+03	+0.854
23.200	+2.007e+03	+1.642e+03	+5.381e+03	+0.450
23.400	+3.224e+03	+1.509e+03	+3.662e+03	+0.319
23.600	+6.063e+03	+4.608e+01	+4.528e+03	+0.008
23.800	+4.564e+03	+1.392e+03	+7.937e+03	+0.234
24.000	+3.736e+03	+8.523e+02	+4.330e+03	+0.186
24.200	+4.953e+03	+1.214e+03	+6.140e+03	+0.197
24.400	+3.657e+03	+1.049e+03	+7.323e+03	+0.223
24.600	+4.702e+03	+1.465e+03	+5.911e+03	+0.238
24.800	+4.777e+03	+3.074e+02	+6.370e+03	+0.060
25.000	+1.457e+03	+3.497e+03	+5.941e+03	+0.706
25.200	+5.453e+02	+3.925e+03	+7.205e+03	+0.878
25.400	+1.852e+03	+1.985e+03	+6.330e+03	+0.517
25.600	+1.137e+03	+4.622e+03	+6.503e+03	+0.803
25.800	+1.442e+03	+4.213e+03	+5.300e+03	+0.745
26.000	+1.696e+03	+4.197e+03	+6.406e+03	+0.712
26.200	+1.240e+03	+3.559e+03	+3.750e+03	+0.742
26.400	+2.164e+03	+3.384e+03	+6.476e+03	+0.610
26.600	+2.889e+03	+4.628e+03	+5.496e+03	+0.616
26.800	+2.085e+03	+3.579e+03	+5.984e+03	+0.632
27.000	+1.921e+03	+2.415e+03	+5.586e+03	+0.557
27.200	+9.573e+02	+3.475e+03	+5.714e+03	+0.784
27.400	+3.605e+02	+2.379e+03	+5.891e+03	+0.868
27.600	+9.790e+02	+2.961e+03	+3.503e+03	+0.752
27.800	+2.099e+03	+4.484e+03	+5.398e+03	+0.681
28.000	+1.209e+03	+4.573e+03	+5.914e+03	+0.791
28.200	+2.136e+03	+3.990e+03	+6.148e+03	+0.651
28.400	+2.042e+03	+5.138e+03	+6.634e+03	+0.716
28.600	+1.830e+03	+4.647e+03	+5.131e+03	+0.718
28.800	+2.337e+03	+4.604e+03	+6.087e+03	+0.663
29.000	+1.983e+03	+3.385e+03	+6.269e+03	+0.631
29.200	+2.708e+01	+4.833e+03	+5.478e+03	+0.994
29.400	+1.571e+03	+3.699e+03	+4.309e+03	+0.702
29.600	+8.472e+02	+2.744e+03	+6.330e+03	+0.764
29.800	+6.226e+02	+3.516e+03	+6.185e+03	+0.850
30.000	+2.943e+02	+3.689e+03	+4.411e+03	+0.926
30.200	+1.198e+03	+3.693e+03	+4.586e+03	+0.755
30.400	+1.190e+03	+4.746e+03	+4.402e+03	+0.800
30.600	+1.018e+03	+4.102e+03	+6.215e+03	+0.801
30.800	+1.152e+03	+3.056e+03	+6.341e+03	+0.726
31.000	+1.478e+03	+4.232e+03	+4.373e+03	+0.741
31.200	+5.788e+02	+4.727e+03	+4.012e+03	+0.891
31.400	+1.542e+03	+4.970e+03	+6.089e+03	+0.763
31.600	-1.817e+02	+4.686e+03	+6.515e+03	+1.040
31.800	+1.524e+03	+2.638e+03	+6.335e+03	+0.634
32.000	+2.422e+03	+2.517e+03	+5.891e+03	+0.510
32.200	+2.241e+03	+3.409e+03	+5.786e+03	+0.603
32.400	+4.071e+03	+1.608e+03	+3.257e+03	+0.283
32.600	+2.047e+03	+7.374e+02	+6.273e+03	+0.265
32.800	+4.213e+03	+6.004e+02	+6.317e+03	+0.125
