%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.603e+03	+2.369e+03	+3.374e+03	+0.297
0.200	+5.548e+03	+1.066e+03	+5.530e+03	+0.161
0.400	+5.325e+03	+6.826e+02	+6.397e+03	+0.114
0.600	+8.326e+03	+1.860e+02	+3.573e+03	+0.022
0.800	+5.720e+03	-7.132e+02	+6.663e+03	-0.142
1.000	+4.398e+03	+1.342e+03	+7.917e+03	+0.234
1.200	+6.818e+03	+1.529e+03	+6.525e+03	+0.183
1.400	+5.104e+03	+1.104e+03	+4.361e+03	+0.178
1.600	+5.088e+03	+5.165e+02	+5.488e+03	+0.092
1.800	+3.890e+03	+3.733e+02	+5.267e+03	+0.088
2.000	+7.232e+03	+1.062e+03	+3.266e+03	+0.128
2.200	+5.222e+03	+8.161e+02	+7.626e+03	+0.135
2.400	+4.581e+03	+9.842e+02	+7.705e+03	+0.177
2.600	+5.341e+03	+1.296e+03	+7.743e+03	+0.195
2.800	+3.812e+03	+1.440e+03	+4.909e+03	+0.274
3.000	+7.647e+03	+1.005e+03	+6.616e+03	+0.116
3.200	+6.385e+03	+6.358e+02	+4.151e+03	+0.091
3.400	+4.970e+03	+7.933e+02	+5.903e+03	+0.138
3.600	+4.644e+03	+5.978e+02	+5.209e+03	+0.114
3.800	+6.326e+03	+1.508e+03	+5.423e+03	+0.192
4.000	+5.086e+03	+1.034e+03	+3.545e+03	+0.169
4.200	+6.430e+03	+2.384e+03	+7.453e+03	+0.270
4.400	+5.585e+03	+1.560e+03	+5.021e+03	+0.218
4.600	+5.642e+03	+1.303e+03	+6.119e+03	+0.188
4.800	+5.529e+03	+4.273e+02	+7.401e+03	+0.072
5.000	+2.089e+03	+2.177e+03	+5.466e+03	+0.510
5.200	+7.182e+03	-5.977e+02	+8.140e+03	-0.091
5.400	+4.290e+03	+1.972e+03	+6.145e+03	+0.315
5.600	+7.238e+03	+7.926e+02	+4.613e+03	+0.099
5.800	+6.215e+03	+1.096e+03	+5.225e+03	+0.150
6.000	+5.075e+03	+3.800e+02	+5.553e+03	+0.070
6.200	+6.153e+03	+1.696e+03	+3.734e+03	+0.216
6.400	+5.433e+03	+1.115e+03	+4.269e+03	+0.170
6.600	+5.754e+03	+1.791e+03	+6.772e+03	+0.237
6.800	+5.785e+03	+3.998e+02	+5.251e+03	+0.065
7.000	+6.865e+03	+1.166e+03	+6.343e+03	+0.145
7.200	+5.178e+03	+3.230e+03	+8.262e+03	+0.384
7.400	+4.568e+03	+1.058e+03	+4.077e+03	+0.188
7.600	+7.313e+03	+1.213e+03	+7.191e+03	+0.142
7.800	+4.487e+03	+5.491e+02	+7.779e+03	+0.109
8.000	+4.852e+03	+6.791e+02	+3.159e+03	+0.123
8.200	+4.849e+03	+3.138e+02	+4.682e+03	+0.061
8.400	+3.641e+03	+2.282e+03	+6.952e+03	+0.385
8.600	+2.625e+03	+2.431e+03	+4.963e+03	+0.481
8.800	+4.775e+03	+3.577e+03	+5.181e+03	+0.428
9.000	+6.104e+03	+6.884e+02	+4.342e+03	+0.101
9.200	+7.474e+03	+2.529e+03	+6.156e+03	+0.253
9.400	+8.564e+03	+1.102e+03	+7.231e+03	+0.114
9.600	+4.211e+03	+1.349e+03	+6.110e+03	+0.243
9.800	+6.810e+03	+2.101e+03	+4.430e+03	+0.236
10.000	+4.384e+03	+1.500e+03	+7.188e+03	+0.255
10.200	+5.975e+03	+1.862e+03	+6.919e+03	+0.238
10.400	+5.294e+03	+1.307e+03	+7.460e+03	+0.198
10.600	+5.650e+03	+6.966e+02	+5.498e+03	+0.110
10.800	+5.988e+03	+1.951e+03	+4.302e+03	+0.246
11.000	+4.775e+03	+2.485e+03	+5.908e+03	+0.342
11.200	+5.522e+03	-3.605e+02	+8.065e+03	-0.070
11.400	+4.428e+03	+8.806e+02	+6.481e+03	+0.166
11.600	+4.826e+03	+1.707e+03	+2.973e+03	+0.261
11.800	+4.719e+03	+1.563e+03	+8.152e+03	+0.249
