%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+4.751e-01
2	1	+4.751e-01	+1.787e+00
3	2	+2.262e+00	+3.625e-01
4	2	+2.625e+00	+3.468e-01
3	2	+2.972e+00	+4.809e-01
2	1	+3.452e+00	+1.727e-01
3	2	+3.625e+00	+1.727e+00
2	1	+5.352e+00	+1.114e+00
1	1	+6.466e+00	+8.322e+00
2	1	+1.479e+01	+1.489e-01
3	2	+1.494e+01	+5.142e-01
2	1	+1.545e+01	+4.995e+00
3	2	+2.045e+01	+2.737e+00
2	1	+2.318e+01	+3.123e+00
3	2	+2.631e+01	+2.220e+00
2	1	+2.853e+01	+1.085e+00
3	2	+2.961e+01	+2.646e+00
4	2	+3.226e+01	+4.849e+00
3	2	+3.711e+01	+1.165e+01
2	1	+4.876e+01	+3.896e+00
3	2	+5.265e+01	+4.097e+00
2	1	+5.675e+01	+1.493e+00
3	2	+5.824e+01	+4.266e-02
2	1	+5.829e+01	+3.249e+00
1	1	+6.153e+01	+1.296e+01
0	0	+7.450e+01	+Inf
