%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.301e+03	+2.415e+03	+6.183e+03	+0.360
0.200	+6.597e+03	+7.816e+02	+8.019e+03	+0.106
0.400	+5.764e+03	+5.897e+02	+7.527e+03	+0.093
0.600	+5.512e+03	+1.680e+03	+5.817e+03	+0.234
0.800	+3.031e+03	+7.037e+02	+4.704e+03	+0.188
1.000	+3.735e+03	+5.605e+02	+3.593e+03	+0.130
1.200	+3.554e+03	-4.870e+02	+7.850e+03	-0.159
1.400	+3.987e+03	+1.452e+03	+5.108e+03	+0.267
1.600	+4.886e+03	+1.409e+03	+3.351e+03	+0.224
1.800	+4.042e+03	+2.075e+03	+6.135e+03	+0.339
2.000	+4.708e+03	+1.223e+03	+6.904e+03	+0.206
2.200	+4.280e+03	+2.561e+03	+6.918e+03	+0.374
2.400	+5.331e+03	+1.102e+03	+5.745e+03	+0.171
2.600	+4.334e+03	+1.209e+03	+5.477e+03	+0.218
2.800	+4.348e+03	+4.591e+02	+4.548e+03	+0.096
3.000	+6.819e+03	+1.813e+03	+4.515e+03	+0.210
3.200	+3.792e+03	+1.980e+02	+5.462e+03	+0.050
3.400	+4.444e+03	+1.602e+03	+5.879e+03	+0.265
3.600	+5.740e+03	+2.578e+03	+4.179e+03	+0.310
3.800	+4.570e+03	+1.071e+03	+5.311e+03	+0.190
4.000	+5.103e+03	-9.869e+02	+6.666e+03	-0.240
4.200	+4.676e+03	+1.370e+03	+8.402e+03	+0.227
4.400	+4.775e+03	+1.402e+03	+4.347e+03	+0.227
4.600	+2.809e+03	+1.124e+03	+6.351e+03	+0.286
4.800	+3.699e+03	+1.722e+03	+2.554e+03	+0.318
5.000	+5.718e+03	+1.041e+03	+4.602e+03	+0.154
5.200	+3.613e+03	+1.018e+03	+4.019e+03	+0.220
5.400	+6.581e+03	+3.036e+02	+5.204e+03	+0.044
5.600	+4.013e+03	+1.366e+03	+5.408e+03	+0.254
5.800	+4.723e+03	+6.676e+02	+5.001e+03	+0.124
6.000	+3.539e+03	+1.523e+03	+5.912e+03	+0.301
6.200	+3.746e+03	+7.905e+02	+5.773e+03	+0.174
6.400	+3.432e+03	-2.306e+02	+5.621e+03	-0.072
6.600	+5.907e+03	+5.522e+02	+4.653e+03	+0.085
6.800	+4.538e+03	+8.090e+02	+4.487e+03	+0.151
7.000	+2.039e+03	+6.126e+02	+5.601e+03	+0.231
7.200	+6.143e+03	+1.704e+03	+5.465e+03	+0.217
7.400	+8.115e+03	+6.141e+02	+6.663e+03	+0.070
7.600	+4.344e+03	+7.614e+02	+5.929e+03	+0.149
7.800	+4.904e+03	+7.084e+02	+6.364e+03	+0.126
8.000	+4.640e+03	+1.018e+03	+5.715e+03	+0.180
8.200	+5.338e+03	+1.988e+03	+5.902e+03	+0.271
8.400	+3.206e+03	+4.414e+02	+5.543e+03	+0.121
8.600	+1.756e+03	+1.791e+03	+5.052e+03	+0.505
