%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+1.434e+01
2	1	+1.434e+01	+6.662e-01
3	2	+1.501e+01	+4.852e-01
2	1	+1.549e+01	+3.401e+00
3	2	+1.889e+01	+1.948e+00
2	1	+2.084e+01	+3.054e+00
1	1	+2.390e+01	+1.081e+01
2	1	+3.471e+01	+1.055e+00
3	2	+3.577e+01	+2.074e-01
2	1	+3.597e+01	+3.918e-01
1	1	+3.637e+01	+4.216e+01
2	1	+7.852e+01	+6.137e-02
3	2	+7.859e+01	+8.918e-02
2	1	+7.868e+01	+3.159e-01
3	2	+7.899e+01	+2.998e-01
2	1	+7.929e+01	+3.003e+00
3	2	+8.229e+01	+2.422e-01
2	1	+8.254e+01	+3.833e+00
3	2	+8.637e+01	+1.828e+00
4	2	+8.820e+01	+3.577e-01
1	1	+8.856e+01	+5.665e-01
2	1	+8.912e+01	+9.267e-01
3	2	+9.005e+01	+2.852e+00
2	1	+9.290e+01	+2.300e+00
3	2	+9.520e+01	+2.531e+00
2	1	+9.773e+01	+3.146e+00
3	2	+1.009e+02	+1.981e+00
2	1	+1.029e+02	+1.989e+00
0	0	+1.048e+02	+Inf
