%state	deg. state	t_start (s)	t_dwell (s)
3	2	+0.000e+00	+1.171e+00
2	1	+1.171e+00	+4.857e+00
3	2	+6.028e+00	+1.510e+00
2	1	+7.538e+00	+4.653e-01
3	2	+8.003e+00	+5.140e-01
2	1	+8.517e+00	+5.211e+00
3	2	+1.373e+01	+9.247e-01
2	1	+1.465e+01	+3.869e-01
3	2	+1.504e+01	+2.655e+00
2	1	+1.769e+01	+1.392e+00
1	1	+1.909e+01	+1.895e+01
2	1	+3.803e+01	+1.610e-01
3	2	+3.820e+01	+1.910e+00
2	1	+4.011e+01	+3.657e+00
1	1	+4.376e+01	+2.483e+01
2	1	+6.859e+01	+3.370e+00
3	2	+7.196e+01	+7.756e-02
2	1	+7.203e+01	+2.207e+00
3	2	+7.424e+01	+1.769e+00
2	1	+7.601e+01	+7.295e+00
3	2	+8.331e+01	+3.446e-02
2	1	+8.334e+01	+4.448e-01
3	2	+8.378e+01	+4.115e-01
2	1	+8.420e+01	+7.464e-01
3	2	+8.494e+01	+1.341e+00
2	1	+8.628e+01	+3.398e+00
3	2	+8.968e+01	+1.990e+00
2	1	+9.167e+01	+1.085e+00
3	2	+9.276e+01	+4.556e+00
2	1	+9.731e+01	+3.011e+00
3	2	+1.003e+02	+6.861e-01
2	1	+1.010e+02	+1.349e+00
3	2	+1.024e+02	+1.201e+00
2	1	+1.036e+02	+5.551e-01
3	2	+1.041e+02	+3.654e+00
2	1	+1.078e+02	+1.904e+00
0	0	+1.097e+02	+Inf
