%state	deg. state	t_start (s)	t_dwell (s)
4	2	+0.000e+00	+4.521e-02
3	2	+4.521e-02	+9.639e-01
2	1	+1.009e+00	+1.464e+00
3	2	+2.473e+00	+3.662e-01
2	1	+2.839e+00	+1.415e-02
3	2	+2.853e+00	+3.878e+00
2	1	+6.731e+00	+3.859e-01
1	1	+7.117e+00	+2.892e+01
2	1	+3.603e+01	+2.984e-01
3	2	+3.633e+01	+1.483e+00
2	1	+3.781e+01	+3.121e+00
3	2	+4.094e+01	+4.938e-01
2	1	+4.143e+01	+6.965e+00
3	2	+4.839e+01	+8.600e-01
2	1	+4.925e+01	+4.241e-02
3	2	+4.930e+01	+7.648e-01
2	1	+5.006e+01	+8.910e-01
3	2	+5.095e+01	+2.094e+00
2	1	+5.305e+01	+1.786e+00
1	1	+5.483e+01	+2.552e+01
0	0	+8.035e+01	+Inf
