%state	deg. state	t_start (s)	t_dwell (s)
2	1	+0.000e+00	+3.848e+00
3	2	+3.848e+00	+5.208e-01
2	1	+4.368e+00	+4.790e+00
3	2	+9.158e+00	+4.020e-01
2	1	+9.560e+00	+4.268e-02
3	2	+9.603e+00	+3.589e-01
2	1	+9.962e+00	+3.215e-01
3	2	+1.028e+01	+4.998e-02
2	1	+1.033e+01	+9.051e-01
1	1	+1.124e+01	+4.400e+01
2	1	+5.524e+01	+3.007e+00
3	2	+5.824e+01	+1.190e+00
2	1	+5.943e+01	+6.963e-01
1	1	+6.013e+01	+1.199e+01
2	1	+7.212e+01	+1.718e-01
1	1	+7.229e+01	+4.022e+01
2	1	+1.125e+02	+1.736e+00
3	2	+1.142e+02	+3.338e+00
2	1	+1.176e+02	+1.883e-01
3	2	+1.178e+02	+4.470e-01
2	1	+1.182e+02	+1.327e+00
3	2	+1.195e+02	+3.828e+00
2	1	+1.234e+02	+1.400e+00
3	2	+1.248e+02	+6.021e-01
2	1	+1.254e+02	+2.586e+00
3	2	+1.280e+02	+2.551e+00
2	1	+1.305e+02	+4.333e-01
3	2	+1.309e+02	+3.807e-01
2	1	+1.313e+02	+1.477e+00
3	2	+1.328e+02	+4.503e-01
2	1	+1.333e+02	+7.437e-01
3	2	+1.340e+02	+3.329e+00
2	1	+1.373e+02	+1.943e-01
1	1	+1.375e+02	+2.817e+01
0	0	+1.657e+02	+Inf
