%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.054e+03	+2.026e+03	+5.543e+03	+0.223
0.200	+2.478e+03	+1.987e+03	+6.806e+03	+0.445
0.400	+4.259e+03	+2.688e+03	+5.680e+03	+0.387
0.600	+6.142e+03	-3.824e+02	+7.592e+03	-0.066
0.800	+4.414e+03	+1.236e+03	+8.228e+03	+0.219
1.000	+5.140e+03	+7.474e+02	+6.335e+03	+0.127
1.200	+4.782e+03	-6.056e+02	+6.103e+03	-0.145
1.400	+3.456e+03	+1.657e+03	+6.136e+03	+0.324
1.600	+5.346e+03	+8.374e+02	+5.390e+03	+0.135
1.800	+3.344e+03	-1.608e+01	+8.012e+03	-0.005
2.000	+3.887e+03	+4.001e+02	+7.691e+03	+0.093
2.200	+5.448e+03	+1.589e+03	+5.621e+03	+0.226
2.400	+5.695e+03	+2.012e+03	+5.205e+03	+0.261
2.600	+4.775e+03	+8.261e+02	+5.441e+03	+0.147
2.800	+3.515e+03	+1.949e+03	+7.556e+03	+0.357
3.000	+5.761e+03	+1.470e+03	+7.396e+03	+0.203
3.200	+4.107e+03	+1.108e+03	+6.643e+03	+0.213
3.400	+5.917e+03	+1.137e+03	+7.303e+03	+0.161
3.600	+3.578e+03	+6.264e+02	+5.032e+03	+0.149
3.800	+7.866e+03	+2.354e+02	+8.231e+03	+0.029
4.000	+4.261e+03	+7.028e+02	+3.114e+03	+0.142
4.200	+5.903e+03	+1.155e+03	+6.627e+03	+0.164
4.400	+5.816e+03	+1.132e+03	+5.837e+03	+0.163
4.600	+5.476e+03	+2.707e+03	+6.020e+03	+0.331
4.800	+4.326e+03	+4.340e+02	+8.256e+03	+0.091
5.000	+3.455e+03	+1.183e+03	+4.689e+03	+0.255
5.200	+6.067e+03	+1.505e+03	+7.506e+03	+0.199
5.400	+4.494e+03	+1.508e+03	+6.409e+03	+0.251
5.600	+3.962e+03	+9.340e+02	+6.058e+03	+0.191
5.800	+6.617e+03	+1.657e+02	+5.881e+03	+0.024
6.000	+5.082e+03	+9.670e+02	+8.268e+03	+0.160
6.200	+3.854e+03	+1.258e+03	+5.313e+03	+0.246
6.400	+6.001e+03	+1.021e+03	+5.970e+03	+0.145
6.600	+5.220e+03	+1.458e+03	+8.104e+03	+0.218
6.800	+5.404e+03	+1.450e+03	+8.145e+03	+0.212
7.000	+5.364e+03	+1.683e+03	+9.022e+03	+0.239
7.200	+4.098e+03	+1.008e+03	+5.516e+03	+0.197
7.400	+5.380e+03	+6.752e+02	+3.844e+03	+0.111
7.600	+5.149e+03	+1.665e+03	+6.053e+03	+0.244
7.800	+5.117e+03	+1.561e+03	+5.380e+03	+0.234
8.000	+5.119e+03	+1.295e+03	+5.845e+03	+0.202
8.200	+5.842e+03	+1.880e+03	+4.768e+03	+0.243
8.400	+3.124e+03	+9.429e+02	+4.801e+03	+0.232
8.600	+3.391e+03	+2.165e+03	+5.390e+03	+0.390
8.800	+3.189e+03	+9.011e+02	+7.073e+03	+0.220
9.000	+6.288e+03	+2.315e+03	+4.997e+03	+0.269
9.200	+4.822e+03	-4.384e+02	+8.293e+03	-0.100
9.400	+7.276e+03	+9.026e+02	+8.167e+03	+0.110
9.600	+5.589e+03	-7.957e+02	+4.149e+03	-0.166
9.800	+5.351e+03	+2.403e+03	+7.568e+03	+0.310
10.000	+4.843e+03	+1.513e+03	+8.753e+03	+0.238
10.200	+4.312e+03	+1.036e+03	+7.615e+03	+0.194
10.400	+5.748e+03	+4.857e+02	+5.910e+03	+0.078
10.600	+4.863e+03	+3.208e+03	+7.328e+03	+0.397
10.800	+4.637e+03	+2.654e+03	+7.268e+03	+0.364
11.000	+6.012e+03	+8.821e+02	+6.768e+03	+0.128
11.200	+3.990e+03	+1.599e+03	+5.854e+03	+0.286
11.400	+5.088e+03	+1.170e+03	+6.258e+03	+0.187
11.600	+6.251e+03	+1.753e+03	+4.593e+03	+0.219
11.800	+2.808e+03	+3.589e+02	+8.509e+03	+0.113
12.000	+4.950e+03	+2.010e+03	+6.313e+03	+0.289
12.200	+6.555e+03	+8.214e+02	+5.040e+03	+0.111
12.400	+3.994e+03	+1.686e+03	+6.510e+03	+0.297
12.600	+4.617e+03	+1.837e+03	+8.192e+03	+0.285
12.800	+5.034e+03	+1.031e+03	+5.978e+03	+0.170
13.000	+4.320e+03	+3.192e+03	+6.661e+03	+0.425
13.200	+5.151e+03	+2.167e+03	+6.466e+03	+0.296
13.400	+4.321e+03	-5.277e+02	+4.509e+03	-0.139
13.600	+5.758e+03	+1.521e+03	+7.562e+03	+0.209
13.800	+5.875e+03	-9.107e+02	+6.963e+03	-0.183
14.000	+4.708e+03	+5.470e+02	+9.092e+03	+0.104
14.200	+7.522e+03	+1.945e+03	+5.181e+03	+0.205
14.400	+4.682e+03	+2.504e+03	+6.063e+03	+0.349
14.600	+5.300e+03	+7.020e+02	+6.516e+03	+0.117
14.800	+6.599e+03	+1.582e+03	+6.632e+03	+0.193
15.000	+5.325e+03	+1.913e+03	+4.961e+03	+0.264
15.200	+4.526e+03	+2.488e+03	+7.739e+03	+0.355
15.400	+5.086e+03	+3.917e+02	+6.889e+03	+0.072
15.600	+4.137e+03	+3.296e+03	+4.132e+03	+0.443
15.800	+4.519e+03	+2.199e+03	+8.697e+03	+0.327
