%state	deg. state	t_start (s)	t_dwell (s)
2	1	+0.000e+00	+1.109e+00
3	2	+1.109e+00	+3.207e+00
2	1	+4.315e+00	+5.345e-01
3	2	+4.850e+00	+3.524e-01
2	1	+5.202e+00	+3.873e-01
3	2	+5.589e+00	+1.573e+00
2	1	+7.162e+00	+4.696e-01
1	1	+7.632e+00	+1.273e+00
2	1	+8.905e+00	+5.447e+00
3	2	+1.435e+01	+2.034e-02
2	1	+1.437e+01	+5.125e-01
3	2	+1.488e+01	+3.179e+00
2	1	+1.806e+01	+2.221e+00
3	2	+2.028e+01	+9.923e-01
2	1	+2.128e+01	+1.576e+00
1	1	+2.285e+01	+7.682e+01
2	1	+9.967e+01	+3.843e+00
1	1	+1.035e+02	+1.728e+01
0	0	+1.208e+02	+Inf
