%state	deg. state	t_start (s)	t_dwell (s)
4	2	+0.000e+00	+7.572e+00
3	2	+7.572e+00	+4.672e-01
2	1	+8.039e+00	+1.239e+00
3	2	+9.278e+00	+1.344e+00
2	1	+1.062e+01	+5.938e+00
3	2	+1.656e+01	+2.234e-01
2	1	+1.678e+01	+9.081e-01
3	2	+1.769e+01	+5.424e-01
2	1	+1.823e+01	+1.036e+00
3	2	+1.927e+01	+2.272e+00
2	1	+2.154e+01	+1.925e-01
3	2	+2.173e+01	+5.162e-01
2	1	+2.225e+01	+1.169e+00
3	2	+2.342e+01	+4.507e-01
2	1	+2.387e+01	+7.111e-02
3	2	+2.394e+01	+8.112e-02
2	1	+2.402e+01	+9.735e-01
3	2	+2.500e+01	+2.867e+00
2	1	+2.786e+01	+1.402e+00
3	2	+2.926e+01	+3.262e+00
2	1	+3.253e+01	+1.602e+00
3	2	+3.413e+01	+3.594e+00
2	1	+3.772e+01	+4.290e+00
1	1	+4.201e+01	+9.265e+00
0	0	+5.128e+01	+Inf
