%state	deg. state	t_start (s)	t_dwell (s)
1	1	+0.000e+00	+3.940e+01
4	2	+3.940e+01	+4.913e+00
3	2	+4.432e+01	+4.769e-01
2	1	+4.479e+01	+4.782e-01
3	2	+4.527e+01	+1.905e+00
2	1	+4.718e+01	+6.346e+00
3	2	+5.352e+01	+2.328e+00
2	1	+5.585e+01	+1.290e+00
3	2	+5.714e+01	+3.242e-01
2	1	+5.747e+01	+1.430e+00
3	2	+5.890e+01	+1.241e+00
2	1	+6.014e+01	+4.118e+00
1	1	+6.426e+01	+1.817e+00
4	2	+6.607e+01	+2.534e+01
3	2	+9.141e+01	+5.061e+00
4	2	+9.647e+01	+4.712e+00
3	2	+1.012e+02	+7.625e-01
4	2	+1.019e+02	+2.891e+00
3	2	+1.048e+02	+4.545e+00
2	1	+1.094e+02	+1.195e+00
3	2	+1.106e+02	+1.525e+00
2	1	+1.121e+02	+2.763e+00
3	2	+1.149e+02	+1.109e+00
2	1	+1.160e+02	+2.733e+00
3	2	+1.187e+02	+2.622e+00
2	1	+1.213e+02	+3.110e-01
3	2	+1.216e+02	+2.750e+00
2	1	+1.244e+02	+7.158e-01
0	0	+1.251e+02	+Inf
