%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.202e+03	+4.101e+03	+4.156e+03	+0.562
0.200	+1.954e+03	+3.278e+03	+6.247e+03	+0.626
0.400	+1.542e+03	+2.826e+03	+5.289e+03	+0.647
0.600	+9.080e+02	+3.450e+03	+3.983e+03	+0.792
0.800	+1.630e+03	+3.865e+03	+7.020e+03	+0.703
1.000	+1.834e+03	+2.579e+03	+6.166e+03	+0.584
1.200	+2.854e+03	+3.762e+03	+5.572e+03	+0.569
1.400	+2.484e+03	+2.949e+03	+6.067e+03	+0.543
1.600	+2.247e+03	+2.783e+03	+6.424e+03	+0.553
1.800	+1.580e+03	+4.396e+03	+4.415e+03	+0.736
2.000	+2.462e+03	+2.642e+03	+4.921e+03	+0.518
2.200	+1.505e+03	+3.891e+03	+5.711e+03	+0.721
2.400	+3.080e+02	+3.108e+03	+5.763e+03	+0.910
2.600	+7.003e+02	+4.427e+03	+5.275e+03	+0.863
2.800	+1.514e+03	+2.791e+03	+6.012e+03	+0.648
3.000	+1.653e+03	+2.894e+03	+6.176e+03	+0.636
3.200	+1.517e+03	+4.886e+03	+7.312e+03	+0.763
3.400	+1.453e+03	+2.757e+03	+7.046e+03	+0.655
3.600	-3.198e+02	+4.539e+03	+7.012e+03	+1.076
3.800	+1.542e+03	+4.733e+03	+8.560e+03	+0.754
4.000	+2.238e+03	+2.482e+03	+5.503e+03	+0.526
4.200	-3.312e+02	+4.266e+03	+5.080e+03	+1.084
4.400	+1.233e+03	+4.029e+03	+5.953e+03	+0.766
4.600	+1.181e+03	+2.308e+03	+6.355e+03	+0.662
4.800	+1.027e+03	+3.452e+03	+5.892e+03	+0.771
5.000	+3.475e+03	+3.959e+03	+7.101e+03	+0.533
5.200	+2.067e+03	+5.386e+03	+5.402e+03	+0.723
5.400	+2.165e+03	+3.740e+03	+6.989e+03	+0.633
5.600	+1.434e+03	+5.101e+03	+5.360e+03	+0.781
5.800	+2.477e+03	+4.763e+03	+5.448e+03	+0.658
6.000	+1.707e+03	+3.641e+03	+6.328e+03	+0.681
6.200	+1.640e+03	+4.954e+03	+5.807e+03	+0.751
6.400	+3.767e+02	+4.531e+03	+5.237e+03	+0.923
6.600	-1.150e+02	+4.933e+03	+5.906e+03	+1.024
6.800	+6.228e+02	+4.144e+03	+6.969e+03	+0.869
7.000	+5.174e+02	+2.818e+03	+8.436e+03	+0.845
7.200	+1.782e+03	+4.734e+03	+7.825e+03	+0.727
7.400	+1.071e+03	+2.950e+03	+5.674e+03	+0.734
7.600	+1.075e+03	+4.246e+03	+5.903e+03	+0.798
7.800	+7.012e+02	+4.411e+03	+5.204e+03	+0.863
8.000	+1.632e+03	+2.593e+03	+5.500e+03	+0.614
8.200	+8.947e+02	+3.950e+03	+7.393e+03	+0.815
8.400	+1.445e+03	+2.436e+03	+7.171e+03	+0.628
8.600	+1.260e+03	+3.866e+03	+5.913e+03	+0.754
8.800	+1.188e+03	+4.982e+03	+4.606e+03	+0.807
9.000	+1.394e+03	+5.237e+03	+2.476e+03	+0.790
9.200	-5.592e+02	+4.831e+03	+7.078e+03	+1.131
9.400	+1.209e+03	+4.280e+03	+6.815e+03	+0.780
9.600	+2.914e+03	+3.446e+03	+6.487e+03	+0.542
9.800	+3.551e+03	+2.509e+03	+4.663e+03	+0.414
10.000	+4.984e+03	+7.205e+02	+5.099e+03	+0.126
10.200	+5.596e+03	+1.068e+03	+5.027e+03	+0.160
10.400	+5.869e+03	+6.943e+02	+6.564e+03	+0.106
10.600	+4.537e+03	+1.361e+03	+6.598e+03	+0.231
10.800	+4.700e+03	+8.662e+02	+5.253e+03	+0.156
11.000	+2.421e+03	+2.151e+03	+6.273e+03	+0.471
11.200	+7.829e+02	+3.681e+03	+6.577e+03	+0.825
11.400	+7.540e+02	+3.431e+03	+4.734e+03	+0.820
11.600	+1.117e+03	+6.202e+03	+5.297e+03	+0.847
11.800	+1.528e+03	+4.632e+03	+4.878e+03	+0.752
12.000	+1.618e+03	+3.746e+03	+6.191e+03	+0.698
12.200	+3.422e+03	+3.795e+03	+7.083e+03	+0.526
12.400	+1.354e+03	+5.095e+03	+6.152e+03	+0.790
12.600	+8.031e+02	+3.926e+03	+5.815e+03	+0.830
12.800	+6.953e+02	+4.191e+03	+6.110e+03	+0.858
13.000	+8.357e+02	+4.513e+03	+6.322e+03	+0.844
13.200	-1.117e+02	+4.303e+03	+7.571e+03	+1.027
13.400	+2.361e+03	+4.378e+03	+6.567e+03	+0.650
13.600	+5.989e+02	+4.119e+03	+5.211e+03	+0.873
13.800	+6.132e+02	+3.120e+03	+5.841e+03	+0.836
14.000	+1.039e+03	+2.924e+03	+6.796e+03	+0.738
14.200	+5.283e+02	+3.111e+03	+2.465e+03	+0.855
14.400	+2.587e+03	+2.783e+03	+5.403e+03	+0.518
14.600	+2.076e+03	+3.491e+03	+5.648e+03	+0.627
14.800	+2.712e+03	+3.207e+03	+7.454e+03	+0.542
15.000	+1.171e+03	+4.819e+03	+4.416e+03	+0.805
15.200	-3.471e+01	+4.889e+03	+3.653e+03	+1.007
15.400	+7.158e+02	+4.961e+03	+3.666e+03	+0.874
15.600	+1.351e+03	+3.851e+03	+5.542e+03	+0.740
15.800	+1.400e+03	+3.829e+03	+8.277e+03	+0.732
16.000	+1.788e+03	+3.782e+03	+8.110e+03	+0.679
16.200	+1.139e+03	+4.605e+03	+6.157e+03	+0.802
16.400	+1.548e+03	+3.449e+03	+5.534e+03	+0.690
16.600	+6.741e+02	+4.691e+03	+8.853e+03	+0.874
16.800	+2.201e+03	+4.199e+03	+3.943e+03	+0.656
17.000	+1.055e+03	+4.648e+03	+5.339e+03	+0.815
17.200	+2.481e+03	+4.711e+03	+6.779e+03	+0.655
17.400	+1.427e+03	+3.469e+03	+6.520e+03	+0.708
17.600	+3.044e+02	+4.117e+03	+6.589e+03	+0.931
17.800	+1.562e+03	+3.771e+03	+6.175e+03	+0.707
18.000	+2.682e+03	+2.850e+03	+3.790e+03	+0.515
18.200	+3.117e+03	+5.136e+03	+6.178e+03	+0.622
18.400	+1.508e+03	+2.821e+03	+5.221e+03	+0.652
18.600	+7.183e+03	+4.093e+02	+4.428e+03	+0.054
18.800	+3.988e+03	+1.640e+03	+5.422e+03	+0.291
19.000	+6.458e+03	+1.765e+02	+8.754e+03	+0.027
19.200	+3.688e+03	+2.427e+03	+5.909e+03	+0.397
19.400	+8.156e+02	+3.084e+03	+6.115e+03	+0.791
19.600	+2.367e+03	+1.863e+03	+6.071e+03	+0.440
19.800	+4.852e+03	+6.326e+02	+4.451e+03	+0.115
20.000	+5.812e+03	+4.763e+02	+7.772e+03	+0.076
20.200	+3.202e+03	+1.359e+03	+4.587e+03	+0.298
20.400	+4.078e+03	+1.041e+03	+6.555e+03	+0.203
20.600	+2.180e+03	+4.121e+03	+4.739e+03	+0.654
20.800	+2.868e+03	+3.748e+03	+3.769e+03	+0.567
21.000	+2.077e+03	+2.159e+03	+7.333e+03	+0.510
21.200	+3.848e+03	-3.043e+02	+4.700e+03	-0.086
21.400	+3.810e+03	+1.415e+03	+7.762e+03	+0.271
21.600	+6.377e+03	+4.529e+02	+8.262e+03	+0.066
21.800	+5.163e+03	+1.541e+03	+5.548e+03	+0.230
22.000	+3.257e+03	-3.172e+02	+8.570e+03	-0.108
22.200	+7.403e+03	+2.165e+03	+5.739e+03	+0.226
22.400	+5.939e+03	-5.793e+01	+5.581e+03	-0.010
22.600	+5.143e+03	+7.241e+02	+6.982e+03	+0.123
22.800	+5.634e+03	+1.065e+03	+5.021e+03	+0.159
23.000	+5.632e+03	+1.456e+03	+6.052e+03	+0.205
23.200	+5.189e+03	+1.297e+03	+5.231e+03	+0.200
23.400	+5.621e+03	+1.099e+03	+5.732e+03	+0.163
23.600	+3.989e+03	+1.914e+03	+7.137e+03	+0.324
23.800	+2.531e+03	+1.953e+03	+7.893e+03	+0.436
24.000	+3.541e+03	+4.703e+02	+5.824e+03	+0.117
24.200	+5.346e+03	+3.943e+02	+6.801e+03	+0.069
24.400	+5.709e+03	+8.438e+02	+3.467e+03	+0.129
24.600	+5.197e+03	+2.198e+02	+5.512e+03	+0.041
24.800	+3.419e+03	+9.984e+02	+4.831e+03	+0.226
25.000	+4.926e+03	+1.134e+03	+4.458e+03	+0.187
25.200	+4.479e+03	+1.898e+03	+5.948e+03	+0.298
25.400	+5.018e+03	+2.626e+03	+6.297e+03	+0.344
