%state	deg. state	t_start (s)	t_dwell (s)
2	1	+0.000e+00	+1.256e+00
1	1	+1.256e+00	+4.739e+00
2	1	+5.995e+00	+1.779e+00
3	2	+7.774e+00	+2.484e-01
2	1	+8.022e+00	+5.390e-01
3	2	+8.561e+00	+7.208e-01
2	1	+9.282e+00	+1.292e+00
1	1	+1.057e+01	+8.144e+00
2	1	+1.872e+01	+1.356e+00
3	2	+2.007e+01	+3.629e-01
2	1	+2.044e+01	+1.572e+00
3	2	+2.201e+01	+1.797e+00
2	1	+2.381e+01	+9.077e-01
3	2	+2.471e+01	+3.702e-01
2	1	+2.508e+01	+1.512e+00
3	2	+2.660e+01	+1.195e+00
2	1	+2.779e+01	+1.666e+00
3	2	+2.946e+01	+1.756e+00
2	1	+3.121e+01	+9.099e-01
3	2	+3.212e+01	+2.303e+00
4	2	+3.442e+01	+4.505e+01
3	2	+7.947e+01	+1.449e+00
2	1	+8.092e+01	+5.821e-02
3	2	+8.098e+01	+1.096e+00
2	1	+8.208e+01	+3.420e+00
3	2	+8.550e+01	+4.570e+00
4	2	+9.007e+01	+5.117e+00
1	1	+9.518e+01	+1.832e+01
0	0	+1.135e+02	+Inf
