%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.775e+03	+5.850e+03	+6.271e+03	+0.767
0.200	+1.553e+03	+4.652e+03	+5.817e+03	+0.750
0.400	+1.468e+03	+4.097e+03	+4.662e+03	+0.736
0.600	+2.972e+03	+4.544e+03	+3.081e+03	+0.605
0.800	+8.901e+02	+5.877e+03	+6.033e+03	+0.868
1.000	+3.151e+03	+4.103e+03	+6.061e+03	+0.566
1.200	+2.890e+03	+4.320e+03	+5.876e+03	+0.599
1.400	+6.819e+02	+4.392e+03	+5.635e+03	+0.866
1.600	+9.872e+02	+6.027e+03	+9.362e+03	+0.859
1.800	+2.296e+03	+4.008e+03	+3.100e+03	+0.636
2.000	+3.901e+03	+4.635e+03	+5.183e+03	+0.543
2.200	+2.516e+03	+3.173e+03	+5.736e+03	+0.558
2.400	+3.578e+03	+7.705e+03	+5.144e+03	+0.683
2.600	+2.598e+03	+3.492e+03	+5.261e+03	+0.573
2.800	+3.094e+03	+4.152e+03	+6.036e+03	+0.573
3.000	+2.619e+03	+4.885e+03	+8.094e+03	+0.651
3.200	+3.086e+03	+6.761e+03	+8.847e+03	+0.687
3.400	+2.682e+03	+5.821e+03	+5.359e+03	+0.685
3.600	+2.211e+03	+3.035e+03	+4.255e+03	+0.579
3.800	+1.174e+03	+3.605e+03	+3.674e+03	+0.754
4.000	+1.952e+03	+4.977e+03	+3.591e+03	+0.718
4.200	+1.554e+03	+4.338e+03	+9.875e+03	+0.736
4.400	+2.071e+03	+5.127e+03	+6.652e+03	+0.712
4.600	+3.700e+03	+5.724e+03	+5.710e+03	+0.607
4.800	+2.524e+03	+2.288e+03	+5.025e+03	+0.475
5.000	+1.921e+03	+3.816e+03	+6.559e+03	+0.665
5.200	+2.818e+03	+4.343e+03	+5.643e+03	+0.606
5.400	+3.629e+03	+5.775e+03	+4.410e+03	+0.614
5.600	+2.197e+03	+2.888e+03	+8.458e+03	+0.568
5.800	+1.150e+03	+5.949e+03	+7.442e+03	+0.838
6.000	+3.230e+03	+3.322e+03	+3.686e+03	+0.507
6.200	+9.824e+02	+3.652e+03	+6.625e+03	+0.788
6.400	+2.518e+03	+5.693e+03	+5.634e+03	+0.693
6.600	+1.089e+03	+5.288e+03	+6.826e+03	+0.829
6.800	+1.767e+03	+2.728e+03	+5.831e+03	+0.607
7.000	+3.109e+03	+3.244e+03	+6.195e+03	+0.511
7.200	+2.947e+03	+7.406e+03	+5.298e+03	+0.715
