%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.348e+03	+4.399e+02	+8.653e+03	+0.076
0.200	+3.332e+03	-1.300e+03	+8.026e+03	-0.640
0.400	+6.563e+03	+1.597e+03	+8.553e+03	+0.196
0.600	+5.657e+03	+1.270e+03	+7.623e+03	+0.183
0.800	+7.693e+03	+1.802e+03	+6.714e+03	+0.190
1.000	+4.838e+03	+1.603e+03	+3.820e+03	+0.249
1.200	+6.398e+03	+7.645e+02	+7.689e+03	+0.107
1.400	+5.028e+03	-1.702e+02	+4.858e+03	-0.035
1.600	+6.760e+03	+9.265e+02	+5.365e+03	+0.121
1.800	+5.581e+03	+5.804e+02	+6.035e+03	+0.094
2.000	+5.996e+03	+1.422e+03	+6.058e+03	+0.192
2.200	+6.535e+03	+1.472e+03	+8.016e+03	+0.184
2.400	+4.877e+03	-5.725e+01	+5.316e+03	-0.012
2.600	+5.188e+03	+4.147e+02	+8.115e+03	+0.074
2.800	+5.274e+03	+6.770e+02	+9.160e+03	+0.114
3.000	+6.475e+03	+1.728e+03	+6.504e+03	+0.211
3.200	+8.143e+03	-1.039e+02	+8.244e+03	-0.013
3.400	+4.221e+03	+5.253e+02	+5.418e+03	+0.111
3.600	+6.595e+03	+1.035e+03	+4.046e+03	+0.136
3.800	+3.800e+03	+1.176e+03	+9.233e+03	+0.236
4.000	+5.484e+03	+1.442e+02	+6.206e+03	+0.026
4.200	+6.243e+03	-1.183e+03	+4.484e+03	-0.234
4.400	+7.243e+03	+1.450e+03	+7.026e+03	+0.167
4.600	+7.678e+03	+1.405e+03	+7.549e+03	+0.155
4.800	+5.629e+03	-9.190e+02	+9.064e+03	-0.195
5.000	+5.784e+03	+1.034e+03	+6.525e+03	+0.152
5.200	+4.253e+03	+1.877e+03	+7.352e+03	+0.306
5.400	+6.929e+03	+1.761e+03	+8.371e+03	+0.203
5.600	+6.051e+03	+1.146e+03	+7.820e+03	+0.159
5.800	+3.757e+03	-4.892e+01	+6.360e+03	-0.013
6.000	+6.843e+03	+8.453e+02	+8.144e+03	+0.110
6.200	+6.108e+03	+3.365e+02	+4.887e+03	+0.052
6.400	+5.006e+03	+1.354e+03	+6.073e+03	+0.213
6.600	+3.876e+03	+1.121e+02	+6.977e+03	+0.028
6.800	+4.952e+03	+1.111e+03	+5.846e+03	+0.183
7.000	+5.983e+03	+4.827e+02	+1.056e+04	+0.075
7.200	+7.439e+03	+1.871e+03	+4.225e+03	+0.201
7.400	+4.957e+03	+2.612e+02	+5.316e+03	+0.050
7.600	+3.614e+03	-9.397e+01	+6.289e+03	-0.027
7.800	+5.512e+03	+1.052e+03	+6.599e+03	+0.160
8.000	+4.329e+03	+1.499e+03	+7.046e+03	+0.257
8.200	+4.310e+03	+1.541e+03	+8.103e+03	+0.263
8.400	+5.034e+03	+1.366e+03	+7.970e+03	+0.213
8.600	+7.885e+03	-6.293e+02	+7.746e+03	-0.087
8.800	+5.674e+03	-2.951e+01	+8.386e+03	-0.005
9.000	+5.683e+03	+9.285e+02	+6.151e+03	+0.140
9.200	+8.010e+03	+3.213e+02	+7.891e+03	+0.039
9.400	+6.066e+03	+1.040e+03	+5.337e+03	+0.146
9.600	+7.291e+03	+5.840e+02	+6.468e+03	+0.074
9.800	+6.565e+03	+1.719e+03	+5.570e+03	+0.208
10.000	+4.626e+03	+4.816e+02	+6.575e+03	+0.094
10.200	+5.703e+03	+9.132e+02	+5.819e+03	+0.138
10.400	+8.667e+03	+1.220e+03	+6.919e+03	+0.123
10.600	+7.405e+03	+1.019e+03	+7.862e+03	+0.121
10.800	+6.526e+03	+2.165e+03	+6.462e+03	+0.249
11.000	+7.101e+03	-7.731e+02	+7.338e+03	-0.122
11.200	+5.039e+03	+2.104e+03	+7.021e+03	+0.295
11.400	+5.045e+03	+6.644e+02	+4.510e+03	+0.116
11.600	+8.146e+03	+2.944e+02	+5.715e+03	+0.035
11.800	+6.760e+03	+1.684e+03	+4.522e+03	+0.199
12.000	+6.101e+03	+4.927e+01	+6.234e+03	+0.008
12.200	+5.686e+03	+2.708e+03	+5.547e+03	+0.323
12.400	+4.465e+03	+2.009e+03	+5.736e+03	+0.310
12.600	+7.324e+03	+6.326e+02	+4.888e+03	+0.080
12.800	+4.063e+03	+1.739e+03	+7.249e+03	+0.300
13.000	+5.101e+03	+1.614e+03	+5.685e+03	+0.240
13.200	+2.830e+03	+8.190e+02	+7.015e+03	+0.224
13.400	+6.561e+03	+1.803e+02	+9.633e+03	+0.027
13.600	+5.593e+03	-4.062e+02	+6.345e+03	-0.078
13.800	+5.536e+03	+4.506e+02	+4.894e+03	+0.075
14.000	+6.971e+03	-5.026e+01	+6.948e+03	-0.007
14.200	+5.495e+03	+6.372e+02	+5.465e+03	+0.104
14.400	+7.518e+03	+4.160e+01	+8.393e+03	+0.006
