%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.145e+03	+1.202e+03	+8.226e+03	+0.189
0.200	+3.987e+03	+1.880e+02	+8.008e+03	+0.045
0.400	+7.088e+03	+9.270e+02	+4.737e+03	+0.116
0.600	+5.573e+03	+6.993e+01	+6.381e+03	+0.012
0.800	+3.650e+03	+1.482e+03	+6.265e+03	+0.289
1.000	+6.164e+03	+1.412e+02	+6.646e+03	+0.022
1.200	+4.946e+03	-1.133e+03	+5.886e+03	-0.297
1.400	+2.524e+03	+4.845e+02	+5.965e+03	+0.161
1.600	+5.279e+03	+7.265e+02	+6.239e+03	+0.121
1.800	+4.676e+03	-1.374e+03	+7.841e+03	-0.416
2.000	+4.615e+03	+1.201e+03	+4.462e+03	+0.207
2.200	+4.314e+03	+3.814e+02	+5.660e+03	+0.081
2.400	+5.160e+03	+2.676e+02	+4.098e+03	+0.049
2.600	+4.098e+03	+1.202e+03	+6.333e+03	+0.227
2.800	+6.375e+03	-1.046e+01	+6.472e+03	-0.002
3.000	+6.858e+03	+1.853e+02	+7.848e+03	+0.026
3.200	+3.107e+03	+1.636e+03	+8.704e+03	+0.345
3.400	+5.997e+03	+1.901e+03	+5.133e+03	+0.241
3.600	+4.934e+03	+2.423e+03	+5.993e+03	+0.329
3.800	+2.850e+03	+1.161e+03	+5.217e+03	+0.289
4.000	+5.325e+03	+2.116e+03	+6.726e+03	+0.284
4.200	+3.727e+03	+1.144e+03	+6.567e+03	+0.235
4.400	+5.546e+03	-2.770e+02	+7.251e+03	-0.053
4.600	+5.134e+03	-1.323e+02	+6.848e+03	-0.026
4.800	+4.884e+03	+1.565e+03	+5.985e+03	+0.243
5.000	+4.218e+03	+2.499e+03	+5.589e+03	+0.372
5.200	+3.863e+03	+1.412e+03	+5.602e+03	+0.268
5.400	+6.265e+03	+1.139e+03	+4.232e+03	+0.154
5.600	+4.256e+03	+7.546e+02	+5.508e+03	+0.151
5.800	+5.531e+03	+7.005e+02	+6.530e+03	+0.112
6.000	+3.314e+03	+8.959e+02	+8.236e+03	+0.213
6.200	+4.359e+03	+4.660e+02	+5.239e+03	+0.097
6.400	+5.096e+03	+6.567e+02	+5.668e+03	+0.114
6.600	+2.666e+03	-2.736e+01	+5.190e+03	-0.010
6.800	+3.591e+03	+5.797e+02	+5.598e+03	+0.139
7.000	+5.621e+03	+1.578e+02	+5.316e+03	+0.027
7.200	+4.880e+03	+8.831e+02	+3.261e+03	+0.153
7.400	+5.558e+03	+4.056e+02	+5.816e+03	+0.068
7.600	+5.668e+03	+1.309e+03	+7.511e+03	+0.188
7.800	+5.505e+03	+2.962e+03	+6.736e+03	+0.350
8.000	+4.425e+03	+1.775e+03	+4.463e+03	+0.286
8.200	+5.946e+03	+9.330e+02	+5.338e+03	+0.136
8.400	+6.224e+03	+1.974e+02	+5.803e+03	+0.031
8.600	+5.883e+03	+7.415e+02	+4.729e+03	+0.112
8.800	+3.838e+03	+1.243e+03	+6.130e+03	+0.245
9.000	+4.519e+03	+3.072e+03	+7.071e+03	+0.405
9.200	+3.813e+03	+1.878e+03	+7.021e+03	+0.330
9.400	+4.855e+03	+3.968e+02	+6.721e+03	+0.076
9.600	+5.147e+03	+1.787e+03	+6.117e+03	+0.258
9.800	+5.820e+03	+7.130e+02	+6.501e+03	+0.109
