%state	deg. state	t_start (s)	t_dwell (s)
4	2	+0.000e+00	+1.410e-01
3	2	+1.410e-01	+4.937e+00
2	1	+5.078e+00	+7.313e+00
3	2	+1.239e+01	+5.929e-01
2	1	+1.298e+01	+1.431e+00
3	2	+1.441e+01	+5.957e-01
2	1	+1.501e+01	+3.530e+00
3	2	+1.854e+01	+4.517e-01
2	1	+1.899e+01	+1.603e+00
3	2	+2.059e+01	+2.849e+00
2	1	+2.344e+01	+8.766e-01
3	2	+2.432e+01	+1.152e+00
2	1	+2.547e+01	+1.057e-01
3	2	+2.558e+01	+1.750e-01
2	1	+2.575e+01	+2.485e-01
3	2	+2.600e+01	+4.482e-01
2	1	+2.645e+01	+1.540e+00
3	2	+2.799e+01	+3.501e+00
2	1	+3.149e+01	+1.629e-01
3	2	+3.165e+01	+6.032e-01
2	1	+3.226e+01	+4.572e-01
1	1	+3.271e+01	+3.810e+01
0	0	+7.082e+01	+Inf
