%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.284e+03	+2.187e+03	+9.851e+03	+0.400
0.200	+4.696e+03	+1.074e+03	+7.777e+03	+0.186
0.400	+4.319e+03	+1.883e+03	+5.496e+03	+0.304
0.600	+5.915e+03	+9.658e+02	+7.865e+03	+0.140
0.800	+6.393e+03	+7.523e+02	+7.085e+03	+0.105
1.000	+3.933e+03	+7.364e+02	+6.608e+03	+0.158
1.200	+4.915e+03	+1.225e+03	+7.280e+03	+0.199
1.400	+5.128e+03	+1.295e+03	+8.935e+03	+0.202
1.600	+4.042e+03	+1.279e+03	+3.940e+03	+0.240
1.800	+7.564e+03	+2.154e+03	+7.904e+03	+0.222
2.000	+4.619e+03	+2.710e+02	+9.573e+03	+0.055
2.200	+5.659e+03	-1.026e+03	+3.857e+03	-0.221
2.400	+3.506e+03	+5.794e+02	+8.271e+03	+0.142
2.600	+4.181e+03	+3.701e+02	+8.298e+03	+0.081
2.800	+4.166e+03	+1.680e+03	+5.420e+03	+0.287
3.000	+5.045e+03	+1.897e+03	+5.162e+03	+0.273
3.200	+3.422e+03	+2.901e+03	+7.219e+03	+0.459
3.400	+3.713e+03	+6.013e+02	+6.545e+03	+0.139
3.600	+3.680e+03	+3.626e+02	+9.401e+03	+0.090
3.800	+2.088e+03	+1.207e+03	+6.747e+03	+0.366
4.000	+4.919e+03	+2.456e+03	+1.047e+04	+0.333
4.200	+4.362e+03	+9.120e+02	+9.475e+03	+0.173
4.400	+5.165e+03	+1.437e+03	+6.091e+03	+0.218
4.600	+5.914e+03	-4.937e+02	+5.218e+03	-0.091
4.800	+5.128e+03	+1.444e+03	+3.737e+03	+0.220
5.000	+2.535e+03	+1.277e+03	+8.058e+03	+0.335
5.200	+3.290e+03	+8.760e+02	+7.081e+03	+0.210
5.400	+6.258e+03	+1.744e+03	+5.739e+03	+0.218
5.600	+4.976e+03	+1.307e+03	+6.245e+03	+0.208
5.800	+3.311e+03	-3.745e+01	+6.951e+03	-0.011
6.000	+3.641e+03	+2.260e+02	+7.479e+03	+0.058
6.200	+5.343e+03	+9.173e+02	+7.773e+03	+0.147
6.400	+5.495e+03	+1.424e+03	+6.833e+03	+0.206
6.600	+6.690e+03	+2.797e+02	+8.882e+03	+0.040
6.800	+5.770e+03	+3.232e+02	+5.098e+03	+0.053
7.000	+4.374e+03	+1.240e+03	+7.425e+03	+0.221
7.200	+5.200e+03	+2.240e+03	+6.395e+03	+0.301
7.400	+4.168e+03	+5.846e+02	+7.260e+03	+0.123
7.600	+4.024e+03	+1.634e+03	+6.639e+03	+0.289
7.800	+3.691e+03	+6.701e+02	+7.314e+03	+0.154
8.000	+5.680e+03	+1.180e+03	+9.208e+03	+0.172
8.200	+3.803e+03	+1.303e+03	+6.774e+03	+0.255
8.400	+4.522e+03	+1.284e+03	+6.433e+03	+0.221
8.600	+5.344e+03	+5.082e+02	+7.356e+03	+0.087
8.800	+4.349e+03	+1.808e+03	+4.531e+03	+0.294
9.000	+5.194e+03	+4.571e+02	+4.650e+03	+0.081
9.200	+4.122e+03	+1.697e+03	+6.925e+03	+0.292
9.400	+4.831e+03	+5.881e+02	+6.493e+03	+0.109
9.600	+4.487e+03	+1.399e+03	+6.296e+03	+0.238
9.800	+3.829e+03	+9.994e+02	+9.929e+03	+0.207
10.000	+5.622e+03	+1.264e+03	+6.382e+03	+0.184
10.200	+6.509e+03	+1.023e+03	+6.079e+03	+0.136
10.400	+4.979e+03	+2.354e+03	+6.248e+03	+0.321
10.600	+5.920e+03	+1.760e+03	+9.375e+03	+0.229
10.800	+4.123e+03	+1.335e+03	+5.802e+03	+0.245
11.000	+3.866e+03	+2.144e+03	+6.595e+03	+0.357
11.200	+5.025e+03	+1.983e+02	+8.750e+03	+0.038
