%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.344e+03	+8.117e+02	+7.609e+03	+0.257
0.200	+3.297e+03	+1.834e+02	+5.595e+03	+0.053
0.400	+2.599e+03	-7.963e+01	+4.072e+03	-0.032
0.600	+4.901e+03	+1.545e+03	+3.245e+03	+0.240
0.800	+4.479e+03	+1.383e+03	+4.988e+03	+0.236
1.000	+4.445e+03	+1.140e+03	+4.393e+03	+0.204
1.200	+4.667e+03	+5.705e+02	+5.718e+03	+0.109
1.400	+4.498e+03	+7.159e+02	+5.096e+03	+0.137
1.600	+4.192e+03	+1.404e+03	+6.154e+03	+0.251
1.800	+2.857e+03	+1.696e+03	+2.973e+03	+0.373
2.000	+2.769e+03	+1.693e+01	+6.264e+03	+0.006
2.200	+2.073e+03	+2.242e+03	+3.996e+03	+0.520
2.400	+3.879e+03	+8.124e+02	+6.286e+03	+0.173
2.600	+5.067e+03	+1.702e+03	+4.670e+03	+0.251
2.800	+3.252e+03	+1.798e+03	+4.847e+03	+0.356
3.000	+4.000e+03	+7.168e+02	+4.111e+03	+0.152
3.200	+3.230e+03	+1.247e+03	+6.669e+03	+0.278
3.400	+5.541e+03	+2.138e+03	+6.422e+03	+0.278
3.600	+3.087e+03	+7.003e+02	+5.135e+03	+0.185
3.800	+5.108e+03	+1.156e+03	+7.272e+03	+0.185
4.000	+3.065e+03	+1.132e+03	+4.541e+03	+0.270
4.200	+3.368e+03	+7.653e+02	+5.553e+03	+0.185
4.400	+3.939e+03	+1.159e+03	+2.678e+03	+0.227
4.600	+3.087e+03	+1.810e+03	+4.482e+03	+0.370
4.800	+2.345e+03	+8.034e+02	+5.144e+03	+0.255
5.000	+3.159e+03	+1.015e+03	+6.184e+03	+0.243
5.200	+3.070e+03	+1.046e+03	+5.125e+03	+0.254
5.400	+4.395e+03	-1.918e+02	+5.537e+03	-0.046
5.600	+2.865e+03	+5.216e+02	+6.447e+03	+0.154
5.800	+2.596e+03	-3.478e+02	+4.624e+03	-0.155
6.000	+2.942e+03	+7.853e+02	+4.744e+03	+0.211
6.200	+1.847e+03	+7.754e+02	+6.781e+03	+0.296
6.400	+3.907e+03	+1.082e+03	+4.634e+03	+0.217
6.600	+3.899e+03	+9.109e+02	+4.277e+03	+0.189
6.800	+4.126e+03	-3.479e+02	+2.698e+03	-0.092
7.000	+2.973e+03	+1.023e+03	+5.449e+03	+0.256
7.200	+2.841e+03	-3.130e+02	+4.355e+03	-0.124
7.400	+2.630e+03	-4.948e+02	+4.009e+03	-0.232
7.600	+3.029e+03	+9.360e+02	+5.472e+03	+0.236
7.800	+3.447e+03	+2.014e+03	+6.396e+03	+0.369
8.000	+3.901e+03	+1.398e+03	+4.369e+03	+0.264
8.200	+2.019e+03	+2.768e+02	+6.363e+03	+0.121
8.400	+2.865e+03	+1.020e+03	+4.274e+03	+0.263
8.600	+4.843e+03	+2.059e+03	+4.570e+03	+0.298
8.800	+5.130e+03	+4.865e+02	+5.309e+03	+0.087
9.000	+4.713e+03	-1.249e+02	+3.597e+03	-0.027
9.200	+4.839e+03	+8.299e+02	+4.342e+03	+0.146
9.400	+5.065e+03	+7.122e+02	+4.713e+03	+0.123
9.600	+2.968e+03	+2.440e+03	+5.076e+03	+0.451
9.800	+5.276e+03	-5.557e+02	+5.602e+03	-0.118
10.000	+3.858e+03	-2.659e+02	+5.441e+03	-0.074
10.200	+3.771e+03	+4.839e+02	+7.908e+03	+0.114
10.400	+2.591e+03	+4.473e+02	+3.607e+03	+0.147
10.600	+6.024e+03	-8.679e+01	+2.578e+03	-0.015
10.800	+4.082e+03	+1.814e+03	+3.956e+03	+0.308
11.000	+4.646e+03	+8.009e+02	+6.461e+03	+0.147
11.200	+4.121e+03	+1.464e+03	+4.971e+03	+0.262
11.400	+3.744e+03	+9.498e+02	+5.681e+03	+0.202
11.600	+4.531e+03	+6.700e+02	+4.371e+03	+0.129
11.800	+3.000e+03	-4.915e+02	+7.379e+03	-0.196
12.000	+4.376e+03	+1.365e+03	+5.093e+03	+0.238
12.200	+3.110e+03	+4.907e+02	+4.179e+03	+0.136
12.400	+3.342e+03	+2.153e+03	+2.543e+03	+0.392
12.600	+3.618e+03	+4.951e+02	+5.162e+03	+0.120
12.800	+5.040e+03	+1.621e+03	+6.044e+03	+0.243
13.000	+2.989e+03	+1.205e+03	+3.322e+03	+0.287
13.200	+3.777e+03	-1.279e+02	+5.019e+03	-0.035
13.400	+2.595e+03	+3.081e+02	+3.196e+03	+0.106
