%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.148e+03	+1.382e+03	+5.282e+03	+0.305
0.200	+5.301e+03	+1.440e+03	+6.733e+03	+0.214
0.400	+6.205e+03	+2.083e+02	+8.096e+03	+0.032
0.600	+6.879e+03	+8.921e+02	+8.586e+03	+0.115
0.800	+3.301e+03	-1.103e+02	+4.550e+03	-0.035
1.000	+5.539e+03	+3.981e+02	+7.900e+03	+0.067
1.200	+2.284e+03	+5.190e+02	+5.193e+03	+0.185
1.400	+6.531e+03	+1.547e+03	+5.875e+03	+0.191
1.600	+5.352e+03	+9.180e+02	+8.693e+03	+0.146
1.800	+6.244e+03	+8.087e+02	+5.872e+03	+0.115
2.000	+6.214e+03	+8.237e+02	+5.587e+03	+0.117
2.200	+6.659e+03	+8.526e+02	+5.796e+03	+0.114
2.400	+5.351e+03	+2.165e+03	+4.916e+03	+0.288
2.600	+4.330e+03	+4.134e+02	+8.101e+03	+0.087
2.800	+6.207e+03	+6.881e+02	+8.485e+03	+0.100
3.000	+4.552e+03	+1.205e+03	+5.364e+03	+0.209
3.200	+4.502e+03	-3.528e+02	+5.702e+03	-0.085
3.400	+4.876e+03	+1.680e+03	+6.229e+03	+0.256
3.600	+4.932e+03	+1.223e+03	+7.990e+03	+0.199
3.800	+3.899e+03	+1.689e+03	+8.545e+03	+0.302
4.000	+3.452e+03	+1.589e+03	+8.333e+03	+0.315
4.200	+1.434e+03	+3.259e+03	+6.077e+03	+0.694
4.400	+1.418e+02	+4.398e+03	+7.249e+03	+0.969
4.600	+1.102e+03	+3.856e+03	+5.359e+03	+0.778
4.800	+9.707e+02	+5.246e+03	+4.375e+03	+0.844
5.000	+1.090e+02	+4.559e+03	+5.963e+03	+0.977
5.200	+1.010e+03	+4.996e+03	+5.079e+03	+0.832
5.400	+1.694e+03	+4.883e+03	+7.465e+03	+0.742
5.600	+9.678e+02	+3.180e+03	+7.929e+03	+0.767
5.800	+1.197e+03	+4.716e+03	+5.506e+03	+0.798
6.000	+8.201e+02	+4.833e+03	+7.694e+03	+0.855
6.200	+8.930e+02	+4.535e+03	+6.809e+03	+0.835
6.400	+1.754e+03	+3.164e+03	+7.506e+03	+0.643
6.600	+7.974e+02	+5.076e+03	+8.562e+03	+0.864
6.800	+1.449e+03	+3.459e+03	+5.598e+03	+0.705
7.000	+2.349e+03	+3.446e+03	+5.384e+03	+0.595
7.200	+1.652e+03	+4.321e+03	+5.444e+03	+0.723
7.400	+1.852e+03	+5.513e+03	+8.108e+03	+0.749
7.600	+2.263e+03	+3.988e+03	+6.837e+03	+0.638
7.800	+2.260e+03	+5.073e+03	+6.400e+03	+0.692
8.000	+1.179e+03	+6.813e+03	+7.277e+03	+0.852
8.200	+4.458e+02	+3.982e+03	+7.440e+03	+0.899
8.400	+7.375e+02	+4.531e+03	+5.680e+03	+0.860
8.600	+1.703e+03	+5.541e+03	+3.371e+03	+0.765
8.800	+1.412e+02	+4.271e+03	+7.325e+03	+0.968
9.000	+1.093e+03	+4.747e+03	+6.834e+03	+0.813
9.200	+2.678e+03	+3.513e+03	+7.411e+03	+0.567
9.400	+1.532e+03	+3.275e+03	+5.635e+03	+0.681
9.600	+1.143e+03	+3.349e+03	+5.513e+03	+0.745
9.800	+1.471e+03	+5.114e+03	+6.416e+03	+0.777
10.000	+2.106e+03	+3.306e+03	+7.443e+03	+0.611
10.200	+2.020e+03	+3.481e+03	+5.012e+03	+0.633
10.400	+2.256e+03	+4.248e+03	+7.527e+03	+0.653
10.600	+4.159e+03	+5.172e+03	+7.465e+03	+0.554
10.800	+2.047e+03	+5.626e+03	+6.427e+03	+0.733
11.000	+1.914e+03	+6.405e+03	+3.925e+03	+0.770
11.200	+2.896e+03	+4.280e+03	+5.997e+03	+0.596
11.400	+2.429e+02	+3.533e+03	+9.824e+03	+0.936
11.600	+2.858e+03	+5.707e+03	+4.845e+03	+0.666
11.800	+1.300e+03	+5.661e+03	+7.957e+03	+0.813
12.000	+1.616e+03	+6.538e+03	+8.259e+03	+0.802
12.200	+1.091e+03	+4.713e+03	+7.083e+03	+0.812
12.400	+1.592e+03	+3.705e+03	+7.195e+03	+0.700
12.600	+2.188e+03	+5.499e+03	+5.390e+03	+0.715
12.800	+1.906e+03	+3.663e+03	+5.792e+03	+0.658
13.000	+1.237e+03	+4.227e+03	+5.729e+03	+0.774
13.200	+1.551e+03	+4.026e+03	+8.630e+03	+0.722
13.400	+1.412e+03	+5.435e+03	+5.823e+03	+0.794
13.600	+1.477e+03	+5.900e+03	+3.828e+03	+0.800
13.800	+2.308e+03	+5.996e+03	+4.320e+03	+0.722
14.000	+1.544e+03	+5.241e+03	+6.760e+03	+0.772
14.200	-3.398e+00	+4.159e+03	+3.946e+03	+1.001
14.400	+1.138e+03	+3.806e+03	+7.525e+03	+0.770
14.600	-6.129e+01	+2.933e+03	+7.392e+03	+1.021
14.800	+1.004e+03	+6.403e+03	+4.787e+03	+0.864
15.000	+1.228e+03	+4.990e+03	+7.493e+03	+0.803
15.200	+2.042e+03	+3.868e+03	+6.727e+03	+0.654
15.400	+1.504e+03	+4.608e+03	+6.574e+03	+0.754
15.600	-3.843e+01	+4.714e+03	+8.340e+03	+1.008
15.800	+1.763e+03	+5.884e+03	+5.381e+03	+0.769
16.000	+1.831e+03	+5.324e+03	+6.749e+03	+0.744
16.200	+9.196e+02	+4.109e+03	+3.641e+03	+0.817
16.400	+1.565e+03	+5.866e+03	+3.840e+03	+0.789
16.600	+2.814e+03	+5.573e+03	+6.862e+03	+0.664
16.800	+1.186e+03	+5.421e+03	+5.234e+03	+0.820
17.000	+2.290e+03	+3.509e+03	+6.632e+03	+0.605
17.200	+8.956e+01	+4.561e+03	+2.343e+03	+0.981
17.400	+6.835e+02	+6.388e+03	+1.009e+04	+0.903
17.600	+9.016e+02	+4.981e+03	+4.074e+03	+0.847
17.800	+1.680e+03	+5.738e+03	+5.061e+03	+0.774
18.000	+1.161e+03	+5.051e+03	+7.056e+03	+0.813
18.200	+2.023e+03	+4.120e+03	+3.736e+03	+0.671
18.400	+2.254e+03	+4.142e+03	+6.707e+03	+0.648
18.600	+2.007e+03	+3.438e+03	+6.211e+03	+0.631
18.800	+2.814e+03	+3.413e+03	+8.452e+03	+0.548
19.000	+4.334e+02	+3.406e+03	+7.152e+03	+0.887
19.200	+1.560e+03	+3.105e+03	+7.662e+03	+0.666
19.400	+8.063e+02	+5.310e+03	+7.241e+03	+0.868
19.600	+2.018e+03	+4.806e+03	+7.959e+03	+0.704
19.800	+1.445e+03	+3.482e+03	+8.714e+03	+0.707
20.000	+2.047e+03	+3.620e+03	+8.111e+03	+0.639
20.200	+2.157e+03	+1.918e+03	+3.963e+03	+0.471
20.400	+2.430e+03	+6.617e+03	+5.501e+03	+0.731
20.600	+1.310e+03	+5.924e+03	+7.236e+03	+0.819
20.800	+1.391e+03	+4.851e+03	+6.920e+03	+0.777
21.000	+1.485e+03	+5.527e+03	+4.310e+03	+0.788
21.200	+1.685e+03	+3.754e+03	+8.253e+03	+0.690
21.400	+2.079e+03	+2.932e+03	+7.515e+03	+0.585
21.600	+6.002e+02	+4.454e+03	+5.435e+03	+0.881
21.800	+1.260e+03	+3.257e+03	+5.131e+03	+0.721
22.000	+2.874e+03	+5.852e+03	+6.780e+03	+0.671
